Classe,Precisao,Recall,F1-score,Suporte
A (EMB48 IRR),0.6296296296296297,0.7083333333333334,0.6666666666666666,24
B (EMB48 NIRR),0.6666666666666666,0.6666666666666666,0.6666666666666666,24
C (BR16 IRR),0.5555555555555556,0.4166666666666667,0.47619047619047616,24
D (BR16 NIRR),0.5882352941176471,0.8333333333333334,0.6896551724137931,24
E (CD202 IRR),0.7692307692307693,0.4166666666666667,0.5405405405405406,24
F (CD202 NIRR),0.5,0.5833333333333334,0.5384615384615384,24
