sample_uid,nomenclaura,bloco,replicata,tecnica,cultivar,condicao,classe,classe_legenda,data_coleta_iso,dia,turno_original,turno,NDVI,EVI,WBI,PRI,SIPI,REP
2017-02-23__manha__B1_BR16_IRRIG_REPROD00000.asd,B1_BR16_IRRIG_REPROD00000.asd,B1,1,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8467191794974352,0.8545637675626787,1.020492818499854,0.08375681725228122,0.9743362999871189,719.0552513156535
2017-02-23__manha__B1_BR16_IRRIG_REPROD00001.asd,B1_BR16_IRRIG_REPROD00001.asd,B1,1,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.846274200012867,0.8549818154836268,1.020312748492111,0.08359614630290717,0.974599531073896,719.0248227311588
2017-02-23__manha__B1_BR16_IRRIG_REPROD00002.asd,B1_BR16_IRRIG_REPROD00002.asd,B1,1,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8456276130262274,0.8569850417714551,1.0201867731821077,0.08379133671816613,0.9745206004505795,719.003441321823
2017-02-23__manha__B1_BR16_IRRIG_REPROD00003.asd,B1_BR16_IRRIG_REPROD00003.asd,B1,1,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8448312058278203,0.8563850040210234,1.020333379389152,0.08358751992915227,0.9746378234226863,718.983856915419
2017-02-23__manha__B1_BR16_IRRIG_REPROD00004.asd,B1_BR16_IRRIG_REPROD00004.asd,B1,1,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8387873257190427,0.843826750365428,1.0177840972377332,0.07492929101513919,0.9773889714784647,719.2128961792861
2017-02-23__manha__B1_BR16_IRRIG_REPROD00005.asd,B1_BR16_IRRIG_REPROD00005.asd,B1,1,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8341390746112486,0.8450341621198296,1.0176638402797944,0.07400401148513387,0.9772975998832757,719.1768432908127
2017-02-23__manha__B1_BR16_IRRIG_REPROD00006.asd,B1_BR16_IRRIG_REPROD00006.asd,B1,1,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8289229489990649,0.8436758271098623,1.0173317033671543,0.07240306537635205,0.9769141629846506,719.1484316834604
2017-02-23__manha__B1_BR16_IRRIG_REPROD00007.asd,B1_BR16_IRRIG_REPROD00007.asd,B1,1,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8248457499503216,0.8413717451617392,1.0168453784503502,0.07152449180610428,0.9763455641433366,719.1223937830916
2017-02-23__manha__B2_BR16_IRRIG_REPROD00000.asd,B2_BR16_IRRIG_REPROD00000.asd,B2,2,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8505931046781651,0.8196218738763903,1.017751753087376,0.09036351775216807,0.978785791057268,719.5809565522576
2017-02-23__manha__B2_BR16_IRRIG_REPROD00001.asd,B2_BR16_IRRIG_REPROD00001.asd,B2,2,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8503297115753033,0.8180146315904324,1.0174601564585564,0.08969528556023898,0.9790471751232294,719.5781025353087
2017-02-23__manha__B2_BR16_IRRIG_REPROD00002.asd,B2_BR16_IRRIG_REPROD00002.asd,B2,2,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8480769395069798,0.818640128909134,1.0174274502474803,0.0888061548886801,0.9790612496601546,719.5728170878212
2017-02-23__manha__B2_BR16_IRRIG_REPROD00003.asd,B2_BR16_IRRIG_REPROD00003.asd,B2,2,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8468727868728995,0.819604210000203,1.0174875030298947,0.0888993893931989,0.9787173441531167,719.5648054614529
2017-02-23__manha__B2_BR16_IRRIG_REPROD00004.asd,B2_BR16_IRRIG_REPROD00004.asd,B2,2,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8179026943636961,0.78673364239562,1.0159840797709399,0.07746709999553245,0.9783162139220286,718.706726097266
2017-02-23__manha__B2_BR16_IRRIG_REPROD00005.asd,B2_BR16_IRRIG_REPROD00005.asd,B2,2,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8146435416178842,0.7838747258238349,1.0160329907141867,0.07713310304616787,0.9785121663002692,718.6590711532994
2017-02-23__manha__B2_BR16_IRRIG_REPROD00006.asd,B2_BR16_IRRIG_REPROD00006.asd,B2,2,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8121708844723348,0.7812090646481556,1.0161262064809844,0.07713850490784391,0.9792630788517834,718.6107248261484
2017-02-23__manha__B2_BR16_IRRIG_REPROD00007.asd,B2_BR16_IRRIG_REPROD00007.asd,B2,2,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.809488756869979,0.776825891418397,1.0159125857810776,0.07663584980891468,0.98030300585132,718.5760718942173
2017-02-23__manha__B3_BR16_IRRIG_REPROD00000.asd,B3_BR16_IRRIG_REPROD00000.asd,B3,3,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8105244218101642,0.8299882993750065,1.0199216123299164,0.07617468496883775,0.9785845141444656,718.7741195179084
2017-02-23__manha__B3_BR16_IRRIG_REPROD00001.asd,B3_BR16_IRRIG_REPROD00001.asd,B3,3,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8097352370025251,0.8306069827172754,1.0199482320058584,0.07623276138033808,0.978463138524495,718.7589588854014
2017-02-23__manha__B3_BR16_IRRIG_REPROD00002.asd,B3_BR16_IRRIG_REPROD00002.asd,B3,3,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8087038446889054,0.8309459007145941,1.0200597770998068,0.07631867413623458,0.9782206936568212,718.7494816978025
2017-02-23__manha__B3_BR16_IRRIG_REPROD00003.asd,B3_BR16_IRRIG_REPROD00003.asd,B3,3,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8078814998775523,0.8314933320756576,1.0202276769178265,0.07570996142159414,0.9779472946903845,718.7426598185303
2017-02-23__manha__B3_BR16_IRRIG_REPROD00004.asd,B3_BR16_IRRIG_REPROD00004.asd,B3,3,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8113237260158325,0.8492104973909946,1.017281539731992,0.06648836027096491,0.9734296515623453,718.9798507247044
2017-02-23__manha__B3_BR16_IRRIG_REPROD00005.asd,B3_BR16_IRRIG_REPROD00005.asd,B3,3,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8078599668778429,0.8461644640708633,1.0172123117595726,0.0661092784129434,0.9725571212892657,718.9540026435034
2017-02-23__manha__B3_BR16_IRRIG_REPROD00006.asd,B3_BR16_IRRIG_REPROD00006.asd,B3,3,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8052910475903609,0.8443235997939077,1.0171656154503266,0.06583292799279335,0.9728374218492083,718.930875583689
2017-02-23__manha__B3_BR16_IRRIG_REPROD00007.asd,B3_BR16_IRRIG_REPROD00007.asd,B3,3,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8034131359922022,0.840186904101174,1.0174080548153561,0.06568352513544327,0.9724223846616616,718.9095010147493
2017-02-23__manha__B4_BR16_IRRIG_REPROD00000.asd,B4_BR16_IRRIG_REPROD00000.asd,B4,4,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8041912406765677,0.779182189430482,1.0148872992562286,0.06425297091626385,0.9751510122848168,718.915213387499
2017-02-23__manha__B4_BR16_IRRIG_REPROD00001.asd,B4_BR16_IRRIG_REPROD00001.asd,B4,4,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.80504547751577,0.7794823812040713,1.0146428157241865,0.06340222177371771,0.9748839063344219,718.8933698864996
2017-02-23__manha__B4_BR16_IRRIG_REPROD00002.asd,B4_BR16_IRRIG_REPROD00002.asd,B4,4,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.806284671623761,0.7781021659810035,1.0146766273625027,0.0630338133219465,0.9755732221151705,718.8532145483883
2017-02-23__manha__B4_BR16_IRRIG_REPROD00003.asd,B4_BR16_IRRIG_REPROD00003.asd,B4,4,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8061381967144549,0.7782252193231234,1.014865881898748,0.06331232601933838,0.9767273178617593,718.8007263925194
2017-02-23__manha__B4_BR16_IRRIG_REPROD00004.asd,B4_BR16_IRRIG_REPROD00004.asd,B4,4,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8032283366342146,0.8006585837732343,1.0168123370762427,0.06663928774530342,0.9785731076645576,719.1897455589516
2017-02-23__manha__B4_BR16_IRRIG_REPROD00005.asd,B4_BR16_IRRIG_REPROD00005.asd,B4,4,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8037486747703068,0.7955512563895297,1.016848225665772,0.0668943048649902,0.9786061526522717,719.137573326954
2017-02-23__manha__B4_BR16_IRRIG_REPROD00006.asd,B4_BR16_IRRIG_REPROD00006.asd,B4,4,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.80358160949051,0.7898892501628338,1.0168416342504085,0.06712099242764662,0.9801561185945225,719.0872636737722
2017-02-23__manha__B4_BR16_IRRIG_REPROD00007.asd,B4_BR16_IRRIG_REPROD00007.asd,B4,4,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,manha,manha,0.8031855015147413,0.7859311318264157,1.0170573599308632,0.06726771404630426,0.9815865147569923,719.0445361609524
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00000.asd,B1_BR16_IRRIG_REPROD00000.asd,B1,1,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8122195055536481,0.7825571067962136,1.0134805800846562,0.0584275079169401,0.9700315164606416,719.3860534654348
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00001.asd,B1_BR16_IRRIG_REPROD00001.asd,B1,1,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8111997052744455,0.7831446176823098,1.0136760884468456,0.0582604476276003,0.9695731271799859,719.3707446990688
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00002.asd,B1_BR16_IRRIG_REPROD00002.asd,B1,1,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8112604813735749,0.7800868684827774,1.0139146885494004,0.05805426676638515,0.9694741954260826,719.3335214088883
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00003.asd,B1_BR16_IRRIG_REPROD00003.asd,B1,1,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8111578190687184,0.7791418679284428,1.0139299927065841,0.05771071528369361,0.9703446830260128,719.3131079774453
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00004.asd,B1_BR16_IRRIG_REPROD00004.asd,B1,1,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8235600966178942,0.8317356166995241,1.0165654651479783,0.07414697364136276,0.9818128820796711,718.9111572866874
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00005.asd,B1_BR16_IRRIG_REPROD00005.asd,B1,1,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8196831952079544,0.8269514945493716,1.0164167183528177,0.07329080150898343,0.9815757402182664,718.8943067676481
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00006.asd,B1_BR16_IRRIG_REPROD00006.asd,B1,1,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.816128811985444,0.8242856339930714,1.0163792755880752,0.07260331857406926,0.9812789301840734,718.8769266061524
2017-02-23__tarde__B1_BR16_IRRIG_REPROD00007.asd,B1_BR16_IRRIG_REPROD00007.asd,B1,1,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.813233237240064,0.8204909238678398,1.0162943982120187,0.07176908191191632,0.980790794318427,718.8599510915457
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00000.asd,B2_BR16_IRRIG_REPROD00000.asd,B2,2,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8389871705014221,0.8800525135192739,1.0179326293005748,0.07055350215121398,0.973134199284409,719.5152547730563
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00001.asd,B2_BR16_IRRIG_REPROD00001.asd,B2,2,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8382907946669041,0.8799126411752627,1.018026223030671,0.07087440415902851,0.9728848638052598,719.4859235650837
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00002.asd,B2_BR16_IRRIG_REPROD00002.asd,B2,2,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.83781580760662,0.8789449106391429,1.018136792332054,0.07112631114775253,0.972870617046031,719.4645285439083
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00003.asd,B2_BR16_IRRIG_REPROD00003.asd,B2,2,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.837858675595593,0.8771379695987399,1.0181553025326615,0.07177075435450886,0.9731042823781946,719.4385643793994
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00004.asd,B2_BR16_IRRIG_REPROD00004.asd,B2,2,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8461917752771343,0.8191294365057699,1.0188313406759282,0.08589103923105745,0.9856680955467796,718.4554040038671
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00005.asd,B2_BR16_IRRIG_REPROD00005.asd,B2,2,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8461421905347956,0.8181767256352229,1.0186699429453678,0.0861374161241116,0.9855148231021829,718.4464637484124
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00006.asd,B2_BR16_IRRIG_REPROD00006.asd,B2,2,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8460371896749781,0.8161665367427506,1.0187679102852432,0.08621243176324053,0.9856449029988967,718.4418002567751
2017-02-23__tarde__B2_BR16_IRRIG_REPROD00007.asd,B2_BR16_IRRIG_REPROD00007.asd,B2,2,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8459911924132685,0.8177485089164973,1.0188415246935991,0.0867349453619187,0.9858332289394645,718.4246551197375
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00000.asd,B3_BR16_IRRIG_REPROD00000.asd,B3,3,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8465960661546896,0.8842547957600276,1.022166512085792,0.08938653049524747,0.9822264490826164,718.9187788313058
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00001.asd,B3_BR16_IRRIG_REPROD00001.asd,B3,3,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8466129418635316,0.8828375372596229,1.022153129685865,0.08917338135138918,0.9820755885646801,718.9198724208829
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00002.asd,B3_BR16_IRRIG_REPROD00002.asd,B3,3,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8465618712169735,0.8823136149674361,1.0221326785731157,0.0890377404041487,0.9821437938937843,718.9176813380361
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00003.asd,B3_BR16_IRRIG_REPROD00003.asd,B3,3,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.846428379170243,0.8830074405711423,1.0221220546478325,0.08925616997799057,0.9818403275566626,718.9150265245752
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00004.asd,B3_BR16_IRRIG_REPROD00004.asd,B3,3,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8560636087008252,0.8547741651383172,1.0203706019301264,0.08443218120783036,0.9865865210581838,718.677731938432
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00005.asd,B3_BR16_IRRIG_REPROD00005.asd,B3,3,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8545845854265826,0.8555648004961687,1.0201909213278861,0.08448081762530059,0.9861353706127757,718.6723783820236
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00006.asd,B3_BR16_IRRIG_REPROD00006.asd,B3,3,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.852284591022878,0.8603654731338414,1.020051264777556,0.08428058090797157,0.9854396919448332,718.6671260768424
2017-02-23__tarde__B3_BR16_IRRIG_REPROD00007.asd,B3_BR16_IRRIG_REPROD00007.asd,B3,3,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8520001211232194,0.8566998878099283,1.0202957658519782,0.08397070365556537,0.9855743010419011,718.6692680800976
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00000.asd,B4_BR16_IRRIG_REPROD00000.asd,B4,4,0,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8383155964064298,0.867018967812136,1.0202524136668747,0.08204567625319895,0.9889426778944092,717.1914019391995
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00001.asd,B4_BR16_IRRIG_REPROD00001.asd,B4,4,1,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8380852229873507,0.8712254061859729,1.020738236705878,0.08322044131098932,0.988299307963406,717.1546212300611
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00002.asd,B4_BR16_IRRIG_REPROD00002.asd,B4,4,2,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.837952806298206,0.8729020045154466,1.0209548035913902,0.08390556440758216,0.987920294072636,717.1250344394051
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00003.asd,B4_BR16_IRRIG_REPROD00003.asd,B4,4,3,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8379647003754876,0.8723701734199909,1.0211388403930248,0.08475340845955336,0.9880950397691475,717.0902977158371
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00004.asd,B4_BR16_IRRIG_REPROD00004.asd,B4,4,4,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.842478619715082,0.8962784922842276,1.0216964500189103,0.09217273498837913,0.9805103469681928,718.7594774282489
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00005.asd,B4_BR16_IRRIG_REPROD00005.asd,B4,4,5,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.842423847094438,0.8921265823934802,1.0216471612308766,0.09284435972713766,0.9811139390240892,718.7198545224898
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00006.asd,B4_BR16_IRRIG_REPROD00006.asd,B4,4,6,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8421785691808172,0.8926031147638369,1.0217210842118296,0.09371578990818853,0.9807137615608807,718.6699505310389
2017-02-23__tarde__B4_BR16_IRRIG_REPROD00007.asd,B4_BR16_IRRIG_REPROD00007.asd,B4,4,7,BR16,IRR,C,C (BR16 IRR),2017-02-23,dia2,tarde,tarde,0.8420346336677179,0.8900961987766487,1.0214574914970675,0.09480739556812996,0.9815735500105458,718.6201604054033
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00000.asd,B1_BR16_NIRRIG_REPROD00000.asd,B1,1,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8241318128389903,0.8791736539412078,1.0203042911237323,0.07717568698758524,0.9739030730238994,719.6986569126391
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00001.asd,B1_BR16_NIRRIG_REPROD00001.asd,B1,1,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8251650177470576,0.880485276143077,1.0203700485010856,0.07738146862810691,0.9745971865500989,719.6741335293956
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00002.asd,B1_BR16_NIRRIG_REPROD00002.asd,B1,1,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8263333646243491,0.880460894513129,1.0202920823535386,0.07782648290170706,0.9755158407524744,719.6607858853179
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00003.asd,B1_BR16_NIRRIG_REPROD00003.asd,B1,1,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8276201083816471,0.8824338433442787,1.0202528519048149,0.0786870692321451,0.9756904066218626,719.6520937384121
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00004.asd,B1_BR16_NIRRIG_REPROD00004.asd,B1,1,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8449814280566966,0.8587066729323103,1.0204773904183073,0.08150894431054709,0.9843177549118141,719.4653380190435
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00005.asd,B1_BR16_NIRRIG_REPROD00005.asd,B1,1,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8450190592320105,0.8590555214284322,1.0202007420570356,0.08126409694150279,0.9843300054337704,719.4446394706699
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00006.asd,B1_BR16_NIRRIG_REPROD00006.asd,B1,1,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8451192768611868,0.8611992101576983,1.0201718423176183,0.0816745330233087,0.9848288030340232,719.4283327228827
2017-02-23__manha__B1_BR16_NIRRIG_REPROD00007.asd,B1_BR16_NIRRIG_REPROD00007.asd,B1,1,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8450611606082428,0.8638058089875776,1.019795468451671,0.08174939566122043,0.9842860738134319,719.4167134630451
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00000.asd,B2_BR16_NIRRIG_REPROD00000.asd,B2,2,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8238648530605176,0.8013440070350409,1.0185484818992145,0.07875735655954895,0.9952828966982604,718.613489280708
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00001.asd,B2_BR16_NIRRIG_REPROD00001.asd,B2,2,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.824397294088608,0.8039699158498855,1.0183790227864913,0.078878401588416,0.9954165337975842,718.6057320184875
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00002.asd,B2_BR16_NIRRIG_REPROD00002.asd,B2,2,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.824676587677131,0.8027327319422212,1.0182778032168671,0.07891263612785886,0.9949878674182742,718.6066807594615
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00003.asd,B2_BR16_NIRRIG_REPROD00003.asd,B2,2,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8244331335657278,0.8028647858178648,1.0182584057513668,0.0784478434562894,0.9957179232646125,718.60321079647
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00004.asd,B2_BR16_NIRRIG_REPROD00004.asd,B2,2,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8394487774307741,0.8381863302560056,1.0230096697311766,0.08060640597252411,0.9832985343537093,718.8292603496539
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00005.asd,B2_BR16_NIRRIG_REPROD00005.asd,B2,2,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8408067683514534,0.8381590726737772,1.0229116924355757,0.08074521380698965,0.9832258906922021,718.8371378605636
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00006.asd,B2_BR16_NIRRIG_REPROD00006.asd,B2,2,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8401741242993588,0.840191739977629,1.0228565995048902,0.0806015573792592,0.9831356847818473,718.8302466372742
2017-02-23__manha__B2_BR16_NIRRIG_REPROD00007.asd,B2_BR16_NIRRIG_REPROD00007.asd,B2,2,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.840309355344235,0.8410896073196547,1.022573046329265,0.08072243347112994,0.9833369320745718,718.8329979013222
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00000.asd,B3_BR16_NIRRIG_REPROD00000.asd,B3,3,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8084242611641522,0.7901465126877283,1.0181249822302958,0.0695525507306828,0.9862478516538815,717.9477344707086
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00001.asd,B3_BR16_NIRRIG_REPROD00001.asd,B3,3,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8080822357641303,0.7893904567505455,1.0179428682480254,0.06951871088063045,0.9862811660998116,717.9348338046048
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00002.asd,B3_BR16_NIRRIG_REPROD00002.asd,B3,3,2,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8078169473310517,0.787336187253877,1.0179734983437898,0.06896009856104725,0.9864669104261232,717.9279755542007
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00003.asd,B3_BR16_NIRRIG_REPROD00003.asd,B3,3,3,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8072332029174651,0.7861827621321796,1.0178660112808975,0.068766217319556,0.9861851566314066,717.919811133953
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00004.asd,B3_BR16_NIRRIG_REPROD00004.asd,B3,3,4,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.837301123738196,0.795168325475262,1.0181371508820518,0.0829739270856222,0.9932423928640942,717.6466035923838
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00005.asd,B3_BR16_NIRRIG_REPROD00005.asd,B3,3,5,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.837496065889323,0.7958271878934158,1.0179048765664211,0.08284005667960985,0.9931166848848061,717.6271806877078
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00006.asd,B3_BR16_NIRRIG_REPROD00006.asd,B3,3,6,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.837610257176858,0.797311623614218,1.0177561588478785,0.08220295736104274,0.9927991120257638,717.6077736707678
2017-02-23__manha__B3_BR16_NIRRIG_REPROD00007.asd,B3_BR16_NIRRIG_REPROD00007.asd,B3,3,7,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8378306506983026,0.7984793534173665,1.0176783511358245,0.08188761272614146,0.9931821538803853,717.5897771728489
2017-02-23__manha__B4_BR16_NIRRIG_REPROD00000.asd,B4_BR16_NIRRIG_REPROD00000.asd,B4,4,0,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8013246815833925,0.7941948313461342,1.0137258204486488,0.060457274869014525,0.9816942555621175,719.1987330442568
2017-02-23__manha__B4_BR16_NIRRIG_REPROD00001.asd,B4_BR16_NIRRIG_REPROD00001.asd,B4,4,1,BR16,NIRR,D,D (BR16 NIRR),2017-02-23,dia2,manha,manha,0.8017864087338685,0.7919926167866721,1.013781626233581,0.06024203688118482,0.9821119227016433,719.1888329366044
