sample_uid,nomenclaura,bloco,replicata,tecnica,cultivar,condicao,classe,classe_legenda,data_coleta_iso,dia,turno_original,turno,NDVI,EVI,WBI,PRI,SIPI,REP
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00001.asd,B1_CD202_NIRRIG_REPROD00001.asd,B1,1,1,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.827384629547901,0.7879858334816311,1.0143453247353635,0.07069842053796269,1.0054947560617447,717.2936360978067
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00002.asd,B1_CD202_NIRRIG_REPROD00002.asd,B1,1,2,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8271062999374792,0.787580970551879,1.014141551663122,0.07046390388757603,1.0055952594575785,717.3034537161004
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00003.asd,B1_CD202_NIRRIG_REPROD00003.asd,B1,1,3,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8292492765193714,0.7844412160286063,1.013844345089315,0.06992061083822171,1.0055556007254538,717.3072410017306
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00004.asd,B1_CD202_NIRRIG_REPROD00004.asd,B1,1,4,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8256170661696145,0.8280071610803684,1.0194335650288784,0.06822346513341325,0.9809762234144452,718.1080513484376
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00005.asd,B1_CD202_NIRRIG_REPROD00005.asd,B1,1,5,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8248191948770621,0.8371393921037712,1.0198691983305876,0.06929467901493395,0.979764449974393,718.0916552660566
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00006.asd,B1_CD202_NIRRIG_REPROD00006.asd,B1,1,6,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8246942599198954,0.839981862566585,1.0200798867920045,0.06956934227851165,0.9797811370835166,718.0886478713613
2017-02-23__tarde__B1_CD202_NIRRIG_REPROD00007.asd,B1_CD202_NIRRIG_REPROD00007.asd,B1,1,7,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8253498192491737,0.8396496445342726,1.020045848834793,0.0698903543848341,0.9797836891913105,718.0860760928597
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00000.asd,B2_CD202_NIRRIG_REPROD00000.asd,B2,2,0,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8321392371262978,0.8338665345739862,1.0186262110541056,0.0753314295902694,0.9802281813306876,718.5570598325463
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00001.asd,B2_CD202_NIRRIG_REPROD00001.asd,B2,2,1,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8329996504955905,0.8292219483372223,1.018382369789414,0.07504515214398341,0.9806689788626326,718.534242154823
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00002.asd,B2_CD202_NIRRIG_REPROD00002.asd,B2,2,2,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8319820239283084,0.8247944758017364,1.0180900621498477,0.0744556293413367,0.9803125540153542,718.519744220311
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00003.asd,B2_CD202_NIRRIG_REPROD00003.asd,B2,2,3,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8316405717060921,0.8245797020907436,1.0177627657215293,0.07427748146948218,0.9802971103504805,718.4997453033775
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00004.asd,B2_CD202_NIRRIG_REPROD00004.asd,B2,2,4,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8425302635170115,0.8736989487499068,1.020437174132684,0.0766156110515191,0.9802456072476955,717.543950279674
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00005.asd,B2_CD202_NIRRIG_REPROD00005.asd,B2,2,5,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8428608125400832,0.875330284422395,1.0203264863073844,0.07683774681869117,0.9799427719532225,717.4869083098876
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00006.asd,B2_CD202_NIRRIG_REPROD00006.asd,B2,2,6,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8428871534620079,0.8763108435209004,1.0203208380286262,0.07799198092179642,0.9803667426414114,717.4182390962
2017-02-23__tarde__B2_CD202_NIRRIG_REPROD00007.asd,B2_CD202_NIRRIG_REPROD00007.asd,B2,2,7,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8425757558095485,0.8763957782865804,1.020223993874499,0.07763851637405593,0.980477022698705,717.3496863958383
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00000.asd,B3_C202_NIRRIG_REPROD00000.asd,B3,3,0,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8423788017248343,0.8255077529674808,1.0140877959225465,0.07025208887221826,0.9845424882249805,716.9566562082821
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00001.asd,B3_C202_NIRRIG_REPROD00001.asd,B3,3,1,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8425948164440842,0.8228257973145097,1.0138280422356285,0.06999628826518879,0.9853247600124555,716.9453845594719
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00002.asd,B3_C202_NIRRIG_REPROD00002.asd,B3,3,2,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8418284797956396,0.8253011922275021,1.0138411313587177,0.06994406918469792,0.984987498717943,716.9296293889302
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00003.asd,B3_C202_NIRRIG_REPROD00003.asd,B3,3,3,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.842299720226155,0.8263097592671022,1.0138660534777968,0.06986798382333717,0.9850746929751504,716.9057108400431
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00004.asd,B3_C202_NIRRIG_REPROD00004.asd,B3,3,4,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8296205842028824,0.852260908482756,1.0176530092129281,0.07610628819698814,0.9841695757218422,717.3654806946101
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00005.asd,B3_C202_NIRRIG_REPROD00005.asd,B3,3,5,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8299616140750042,0.8508848414441318,1.0175207290271568,0.07640271946418668,0.9841044043576248,717.340392555313
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00006.asd,B3_C202_NIRRIG_REPROD00006.asd,B3,3,6,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8294042310711028,0.8554176925287822,1.017282379595882,0.0767812434388033,0.9840266226405157,717.3071493765555
2017-02-23__tarde__B3_C202_NIRRIG_REPROD00007.asd,B3_C202_NIRRIG_REPROD00007.asd,B3,3,7,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8296117188195617,0.8533078498861457,1.017215622515846,0.07675421236084692,0.9843777456525921,717.2710350556459
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00000.asd,B4_CD202_NIRRIG_REPROD00000.asd,B4,4,0,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8310164302547193,0.8721045348625261,1.0189472925378902,0.08069161955486176,0.9816166952513984,717.0907684278961
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00001.asd,B4_CD202_NIRRIG_REPROD00001.asd,B4,4,1,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.830961933481608,0.8728329971046295,1.018723322327856,0.08029520741992521,0.9817627900687094,717.0672162887264
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00002.asd,B4_CD202_NIRRIG_REPROD00002.asd,B4,4,2,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.830724001423161,0.8732826475461593,1.018705699514574,0.07990825363535738,0.9812609200276632,717.0421883378125
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00003.asd,B4_CD202_NIRRIG_REPROD00003.asd,B4,4,3,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8305907706467239,0.8751516738999539,1.018710948060994,0.07996474161473854,0.9816317815015829,717.0167012181795
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00004.asd,B4_CD202_NIRRIG_REPROD00004.asd,B4,4,4,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8188801011463775,0.8334232235406013,1.0170293318255963,0.0724977332973049,0.9874095484523387,717.3378157931922
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00005.asd,B4_CD202_NIRRIG_REPROD00005.asd,B4,4,5,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.819067659616903,0.8331644833389825,1.0170575043295222,0.07236627587013722,0.9877295817205396,717.3307279108335
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00006.asd,B4_CD202_NIRRIG_REPROD00006.asd,B4,4,6,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8190894697535287,0.8336271804282567,1.0169249842518409,0.07227405936264289,0.9874923633086609,717.3203763219965
2017-02-23__tarde__B4_CD202_NIRRIG_REPROD00007.asd,B4_CD202_NIRRIG_REPROD00007.asd,B4,4,7,CD202,NIRR,F,F (CD202 NIRR),2017-02-23,dia2,tarde,tarde,0.8198625123579265,0.8324652305574599,1.0168227585866718,0.07258468633363593,0.987833270240751,717.311424590163
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00000.asd,B1_EMB48_IRRIG_REPROD00000.asd,B1,1,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7989081526416792,0.8538391013159553,1.0198281473108128,0.05490109531329085,0.971328581850852,717.5720220008953
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00001.asd,B1_EMB48_IRRIG_REPROD00001.asd,B1,1,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7987820191609966,0.8550129554200059,1.0198832586151283,0.054938773085271966,0.971768937012326,717.5571699222651
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00002.asd,B1_EMB48_IRRIG_REPROD00002.asd,B1,1,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.798933453306858,0.8553262090675641,1.019790263549959,0.05470943838627728,0.9717579492759405,717.5420098200291
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00003.asd,B1_EMB48_IRRIG_REPROD00003.asd,B1,1,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.798842370936893,0.8542300487884026,1.0196739293161057,0.05484527832617099,0.9720144966256024,717.522802943917
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00004.asd,B1_EMB48_IRRIG_REPROD00004.asd,B1,1,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8012447650159972,0.7839215613536542,1.0172801007226129,0.07405848248992054,0.984666500296972,717.1574726004258
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00005.asd,B1_EMB48_IRRIG_REPROD00005.asd,B1,1,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7994309983517474,0.7847017733255963,1.017464292719105,0.07379461806094,0.9845027049847649,717.1294956412119
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00006.asd,B1_EMB48_IRRIG_REPROD00006.asd,B1,1,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7981572371355672,0.7863947938392913,1.0176413283818726,0.07379877518044428,0.9843155940255812,717.1042845244407
2017-02-23__manha__B1_EMB48_IRRIG_REPROD00007.asd,B1_EMB48_IRRIG_REPROD00007.asd,B1,1,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7974800888436125,0.786682537493381,1.0176023205666849,0.07359928211551789,0.9847541909979162,717.0911516198997
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00000.asd,B2_EMB48_IRRIG_REPROD00000.asd,B2,2,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7918919043969403,0.7914208236313423,1.01726050215405,0.06855706596222426,0.9718241807674991,717.9590870552099
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00001.asd,B2_EMB48_IRRIG_REPROD00001.asd,B2,2,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7928019215673748,0.7829395313263655,1.016438827715075,0.0656159413379199,0.9722194168425853,717.989368581535
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00002.asd,B2_EMB48_IRRIG_REPROD00002.asd,B2,2,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7919552929739222,0.7859971262140636,1.016211614286158,0.06491332668873637,0.9719629573454505,717.9844418234169
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00003.asd,B2_EMB48_IRRIG_REPROD00003.asd,B2,2,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7920746178093053,0.7823023623468097,1.0157297545584747,0.06364218068880162,0.9729458402650978,717.98894185757
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00004.asd,B2_EMB48_IRRIG_REPROD00004.asd,B2,2,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8065299834148271,0.7559527196348227,1.0152820769999118,0.07652238105232358,0.9953147193394595,717.1150823694321
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00005.asd,B2_EMB48_IRRIG_REPROD00005.asd,B2,2,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8044892699762919,0.7548849081819607,1.0151914153712975,0.0757412997134424,0.9953863139454165,717.0858892006132
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00006.asd,B2_EMB48_IRRIG_REPROD00006.asd,B2,2,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8029390843185384,0.753490565623235,1.015008672680672,0.07553672930117655,0.9948771296433834,717.0479080785261
2017-02-23__manha__B2_EMB48_IRRIG_REPROD00007.asd,B2_EMB48_IRRIG_REPROD00007.asd,B2,2,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8016507420963288,0.7521365190797205,1.0149439421517965,0.07496937281845753,0.995249781726905,717.0161933830352
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00000.asd,B3_EMB48_IRRIG_REPROD00000.asd,B3,3,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7984418416817832,0.7813948491876234,1.0170817183544514,0.06201327191007557,0.971138483319853,718.0231467960713
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00001.asd,B3_EMB48_IRRIG_REPROD00001.asd,B3,3,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7981433632010854,0.7835396139094161,1.0172531717265934,0.06165457103081515,0.9706418594530479,718.0200322481669
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00002.asd,B3_EMB48_IRRIG_REPROD00002.asd,B3,3,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7982968482310537,0.7853935191612677,1.0171958608423706,0.06122690906397803,0.9703938314596776,718.0122972389822
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00003.asd,B3_EMB48_IRRIG_REPROD00003.asd,B3,3,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7981871823284131,0.7849587574536601,1.017324209800397,0.0609457603489043,0.971503139765378,718.0038507954006
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00004.asd,B3_EMB48_IRRIG_REPROD00004.asd,B3,3,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8079125656288569,0.7631541991920792,1.0168547679252722,0.06993681350388385,0.9820382940767061,717.8215198191925
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00005.asd,B3_EMB48_IRRIG_REPROD00005.asd,B3,3,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8067249637366288,0.762544099309584,1.016959464828574,0.06923000562854531,0.9818958936392839,717.8181754281146
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00006.asd,B3_EMB48_IRRIG_REPROD00006.asd,B3,3,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8062218894436756,0.7613585765293829,1.0170362234652153,0.06874939529544981,0.9823472217933541,717.8075660990529
2017-02-23__manha__B3_EMB48_IRRIG_REPROD00007.asd,B3_EMB48_IRRIG_REPROD00007.asd,B3,3,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8052405545358202,0.7609653758861743,1.0171029696889855,0.06821420001428688,0.9816524672284326,717.8016813287969
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00000.asd,B4_EMB48_IRRIG_REPROD00000.asd,B4,4,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7989761182161086,0.7642932939553815,1.0162485421988117,0.07223220445685359,0.9870861030284204,716.4364208018003
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00001.asd,B4_EMB48_IRRIG_REPROD00001.asd,B4,4,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7966200879944171,0.7670623843212953,1.0164577300513153,0.07242021761378939,0.9866419234309538,716.4150949251888
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00002.asd,B4_EMB48_IRRIG_REPROD00002.asd,B4,4,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.796803024253584,0.7642665543939753,1.0164273387194256,0.07256960089499721,0.9872476952983489,716.3943592843515
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00003.asd,B4_EMB48_IRRIG_REPROD00003.asd,B4,4,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.7962807078755424,0.7644153094334782,1.016389840719066,0.07214681547109761,0.9874414805415221,716.3774735987109
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00004.asd,B4_EMB48_IRRIG_REPROD00004.asd,B4,4,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8022063399224317,0.8106614893642675,1.0183375799258376,0.06754598500510606,0.9737354936669286,718.6348044729791
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00005.asd,B4_EMB48_IRRIG_REPROD00005.asd,B4,4,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8021968113858202,0.807860569196444,1.0183337402191197,0.0676349063620937,0.974879745921666,718.6086094562695
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00006.asd,B4_EMB48_IRRIG_REPROD00006.asd,B4,4,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.8021585499290619,0.8061573425411441,1.018283889721754,0.06801492483535163,0.9755928230850512,718.5895636203717
2017-02-23__manha__B4_EMB48_IRRIG_REPROD00007.asd,B4_EMB48_IRRIG_REPROD00007.asd,B4,4,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,manha,manha,0.801905121947252,0.8033628381127279,1.0184121091150005,0.06792018806449937,0.9763547485317414,718.5766882644549
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00000.asd,B1_EMB48_IRRIG_REPROD00000.asd,B1,1,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8378918094236226,0.8487116926573307,1.020772434880993,0.07287231721721281,0.9859985635773751,717.7533530255712
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00001.asd,B1_EMB48_IRRIG_REPROD00001.asd,B1,1,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8357849039643999,0.843030846090848,1.0203262979491585,0.07147400043211083,0.9865780738339816,717.7361268293499
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00002.asd,B1_EMB48_IRRIG_REPROD00002.asd,B1,1,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8333015607752157,0.8391423826849921,1.01990676652679,0.07087885915466278,0.9865897732716006,717.7236728398226
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00003.asd,B1_EMB48_IRRIG_REPROD00003.asd,B1,1,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8312226904390907,0.8375807648831921,1.0197969947692407,0.07080580514459185,0.9867172554838937,717.7016126713315
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00004.asd,B1_EMB48_IRRIG_REPROD00004.asd,B1,1,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8175740133633799,0.7837495915374959,1.0157429253665677,0.06997378076082238,0.9889519770276057,717.4509302617503
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00005.asd,B1_EMB48_IRRIG_REPROD00005.asd,B1,1,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.81372032547569,0.7828209810913861,1.0158539186887396,0.06938421840212601,0.9882994084683695,717.418903898993
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00006.asd,B1_EMB48_IRRIG_REPROD00006.asd,B1,1,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8109190500990575,0.7835018182711191,1.0160182915453044,0.0691566005610343,0.9884301319176879,717.3836218163237
2017-02-23__tarde__B1_EMB48_IRRIG_REPROD00007.asd,B1_EMB48_IRRIG_REPROD00007.asd,B1,1,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8083630396124685,0.780868673917581,1.0160012503369371,0.0690535192143815,0.9881767344300887,717.3556664876537
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00000.asd,B2_EMB48_IRRIG_REPROD00000.asd,B2,2,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8183092067607728,0.7942960966519217,1.0148247351613648,0.07671131618616404,0.9868177528479444,717.8190126273611
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00001.asd,B2_EMB48_IRRIG_REPROD00001.asd,B2,2,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8175605483428239,0.79426920624159,1.014680492507872,0.07680385408576647,0.9861724039162277,717.8162817046837
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00002.asd,B2_EMB48_IRRIG_REPROD00002.asd,B2,2,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8172582159583723,0.7927680845091907,1.0147669582912806,0.07650598138263334,0.9864564606364985,717.8120018266839
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00003.asd,B2_EMB48_IRRIG_REPROD00003.asd,B2,2,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8168960800485392,0.7934251284128115,1.0148063748140228,0.07691325694180347,0.9857660946654737,717.8060481654153
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00004.asd,B2_EMB48_IRRIG_REPROD00004.asd,B2,2,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8028269433490799,0.742095699130419,1.0140530961145229,0.07108364222641464,0.9998331259051219,716.9419971971328
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00005.asd,B2_EMB48_IRRIG_REPROD00005.asd,B2,2,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8023876206915745,0.7409186071052668,1.01363910120925,0.0709175767930623,0.9995458170763529,716.9493271907703
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00006.asd,B2_EMB48_IRRIG_REPROD00006.asd,B2,2,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8020164086994839,0.7376200772512663,1.0136807315390668,0.07020085701851352,0.9996424356472187,716.9509611538624
2017-02-23__tarde__B2_EMB48_IRRIG_REPROD00007.asd,B2_EMB48_IRRIG_REPROD00007.asd,B2,2,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8017176057286066,0.7372013390762711,1.0135490793663628,0.0700149245251862,0.9996705984590325,716.9476936676342
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00000.asd,B3_EMB48_IRRIG_REPROD00000.asd,B3,3,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8000424692746586,0.8072357503601003,1.0188568207757323,0.07413829074890929,0.979971531057142,717.6296067717186
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00001.asd,B3_EMB48_IRRIG_REPROD00001.asd,B3,3,1,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.7992906233921462,0.8042639729323151,1.019072003841199,0.07401735661918298,0.9796852980067073,717.6118062634483
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00002.asd,B3_EMB48_IRRIG_REPROD00002.asd,B3,3,2,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.7992289136748693,0.8016399151312931,1.0190519301824492,0.07402408766857972,0.9800232215466411,717.6044376221162
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00003.asd,B3_EMB48_IRRIG_REPROD00003.asd,B3,3,3,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.7993041859380757,0.8015587302694269,1.0188555798920174,0.07412966247817983,0.980229645872633,717.5933412386593
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00004.asd,B3_EMB48_IRRIG_REPROD00004.asd,B3,3,4,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8229605376177813,0.7728425067898586,1.0173192625915723,0.08352862399445284,0.9854646202158331,717.7550576071819
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00005.asd,B3_EMB48_IRRIG_REPROD00005.asd,B3,3,5,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8243132501791487,0.7684179797965965,1.0176735285357819,0.08389045521807872,0.9857813892898577,717.7548535782628
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00006.asd,B3_EMB48_IRRIG_REPROD00006.asd,B3,3,6,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8249434065120803,0.7647415180668639,1.0185762490774644,0.08383866481514837,0.9861556894320206,717.7840361205384
2017-02-23__tarde__B3_EMB48_IRRIG_REPROD00007.asd,B3_EMB48_IRRIG_REPROD00007.asd,B3,3,7,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8237564024541386,0.7636625745016689,1.0186958759211917,0.08362269189526862,0.9855727682051328,717.7786176550687
2017-02-23__tarde__B4_EMB48_IRRIG_REPROD00000.asd,B4_EMB48_IRRIG_REPROD00000.asd,B4,4,0,EMB48,IRR,A,A (EMB48 IRR),2017-02-23,dia2,tarde,tarde,0.8445971848443276,0.8142069691317073,1.0183953813488287,0.07560995724667915,0.9904649660302053,716.8087091022653
