analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia4_BR16,dia4 - BR16,dia4,BR16,XGBoost,Nao irrigado,0,4
dia4_BR16,dia4 - BR16,dia4,BR16,XGBoost,Irrigado,0,4
