analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia4_BR16,dia4 - BR16,dia4,BR16,SVM (RBF),Nao irrigado,3,1
dia4_BR16,dia4 - BR16,dia4,BR16,SVM (RBF),Irrigado,0,4
