number,objective,datetime_start,datetime_complete,duration,params_lda_shrinkage,params_lda_shrinkage_mode,params_lda_solver,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,state,accuracy,f1_macro,kappa
71,0.6062734576534576,2026-05-19 10:51:47.727961,2026-05-19 10:51:47.774174,0 days 00:00:00.046213,4.789475812703875e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
73,0.6062734576534576,2026-05-19 10:51:47.855476,2026-05-19 10:51:47.907767,0 days 00:00:00.052291,4.453100589717166e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
59,0.6062734576534576,2026-05-19 10:51:47.148262,2026-05-19 10:51:47.194315,0 days 00:00:00.046053,4.920357460024187e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
123,0.6062734576534576,2026-05-19 10:51:50.299365,2026-05-19 10:51:50.349299,0 days 00:00:00.049934,4.376568841440009e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
122,0.6062734576534576,2026-05-19 10:51:50.248590,2026-05-19 10:51:50.298364,0 days 00:00:00.049774,4.2935716222373416e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
187,0.6062734576534576,2026-05-19 10:51:54.144391,2026-05-19 10:51:54.197096,0 days 00:00:00.052705,4.06233530573595e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
154,0.6062734576534576,2026-05-19 10:51:52.325892,2026-05-19 10:51:52.394271,0 days 00:00:00.068379,4.686095355110536e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
165,0.6062734576534576,2026-05-19 10:51:52.996138,2026-05-19 10:51:53.047463,0 days 00:00:00.051325,4.782514735386887e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
191,0.6062734576534576,2026-05-19 10:51:54.357472,2026-05-19 10:51:54.414193,0 days 00:00:00.056721,5.032591595443706e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
201,0.6062734576534576,2026-05-19 10:51:54.868197,2026-05-19 10:51:54.915446,0 days 00:00:00.047249,5.021433705177518e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
214,0.6062734576534576,2026-05-19 10:51:55.517131,2026-05-19 10:51:55.565227,0 days 00:00:00.048096,3.5572688505705876e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
192,0.6062734576534576,2026-05-19 10:51:54.414193,2026-05-19 10:51:54.466169,0 days 00:00:00.051976,4.403075517441236e-05,float,eigen,0.6458333333333333,0.6055701243201242,0.575,COMPLETE,0.6458333333333333,0.6055701243201242,0.575
