band,band_350,band_351,band_352,band_353,band_354,band_355,band_356,band_357,band_358,band_359,band_360,band_361,band_362,band_363,band_364,band_365,band_366,band_367,band_368,band_369,band_370,band_371,band_372,band_373,band_374,band_375,band_376,band_377,band_378,band_379,band_380,band_381,band_382,band_383,band_384,band_385,band_386,band_387,band_388,band_389,band_390,band_391,band_392,band_393,band_394,band_395,band_396,band_397,band_398,band_399,band_400,band_401,band_402,band_403,band_404,band_405,band_406,band_407,band_408,band_409,band_410,band_411,band_412,band_413,band_414,band_415,band_416,band_418,band_420,band_421,band_422,band_423,band_424,band_425,band_426,band_427,band_428,band_429,band_430,band_431,band_432,band_434,band_436,band_437,band_438,band_439,band_440,band_441,band_443,band_444,band_445,band_446,band_447,band_448,band_451,band_452,band_453,band_454,band_455,band_456,band_457,band_458,band_459,band_460,band_461,band_462,band_465,band_466,band_467,band_470,band_471,band_473,band_476,band_477,band_478,band_479,band_480,band_481,band_482,band_483,band_485,band_486,band_487,band_489,band_490,band_491,band_492,band_493,band_494,band_495,band_496,band_497,band_498,band_717,band_718,band_719,band_720,band_721,band_722,band_723,band_724,band_725,band_726,band_727,band_728,band_729,band_730,band_2444
band_388,0.977785758450068,0.9803924707604751,0.9844998853751897,0.9868547585805953,0.9885604375085038,0.9905967330913864,0.9922581354542099,0.9934681922524893,0.9937848467058591,0.99384087736811,0.99410695090704,0.9943384490655307,0.9943946948137217,0.9949115564929705,0.9956863898969618,0.9964511980349346,0.9973598206444977,0.9976533757789197,0.9974235597458644,0.9972481123789996,0.9973662434219649,0.997498462193975,0.997581967561378,0.9977129269562925,0.9978255073253157,0.9979474699038707,0.9980883285918427,0.9983100114803641,0.9986148906784635,0.9988282939890091,0.9989658488415413,0.9990595925820107,0.9991458447164344,0.9992111669384434,0.9993243009554927,0.9994891017577658,0.9997148368470065,0.9999195795276905,1.0,0.9999435095624429,0.9998083293785454,0.9996391867019986,0.9995218232975112,0.9994389858410531,0.9993765367542464,0.9993173960630846,0.9992082410431954,0.9990360534325055,0.9989038712877724,0.9988760752845823,0.9988797492062221,0.9988054756022431,0.9986839923919287,0.9985325903255653,0.9982902047122709,0.9980219907670996,0.9978188805115239,0.9976653417776657,0.9976002951960377,0.9975569534397559,0.9974090627129054,0.9972274892627873,0.9970896907553745,0.9969723796575953,0.9967605096195222,0.9965063009651102,0.9962948789937073,0.9959900236084722,0.9958027375700232,0.9956786351605507,0.9955507228634772,0.9954494538735346,0.9953242732643576,0.9951151057549699,0.9949714563627695,0.9948827730736213,0.9947801750843549,0.9946228705146708,0.9944354125930143,0.9942523620180246,0.9941144841017948,0.993895542029218,0.9936074177736802,0.9935059935306073,0.9933873391715307,0.9932367085343958,0.9930982436483574,0.9929351054494401,0.9925594994856124,0.9923834038713844,0.9921918987252216,0.9920078912821177,0.9919365955956385,0.9918350275685103,0.9911467520252016,0.9908867655393961,0.9906549280759437,0.9904285689476748,0.9902577763483031,0.9901092396785052,0.9899584637659596,0.9898125846313144,0.989635175618356,0.989446406237586,0.9892675234992093,0.9891144296886684,0.9885796427244468,0.9883982889410918,0.9882143640171384,0.9877269122301982,0.9875901586133435,0.9873113094318486,0.9867239938067495,0.9864891995160004,0.9862753803473989,0.9860999716612863,0.9859194250796285,0.9857460633759614,0.9855957945432595,0.985463212845438,0.9849700541133537,0.9846732687235036,0.9844087300847117,0.9838540217615578,0.9834773117758693,0.9831155533003242,0.9827222041560608,0.9822721052092555,0.9817513267146276,0.9810812156357707,0.9803206827779695,0.9794733049041078,0.9784366978488417,0.5780963088334216,0.5973927651124409,0.615321776919106,0.6319556455236734,0.6473114429254894,0.661356230664376,0.6740710653601364,0.685502449130383,0.6956526582753445,0.7045352643834315,0.7122075805508324,0.7187733001432421,0.7243366295055331,0.7289752131207214,0.46992662419762926
band_389,0.9772417768132922,0.9798680919916453,0.9839612822750496,0.9862650703232682,0.9879848943694124,0.9900916406363566,0.99185983813398,0.993174175340136,0.9935650222936367,0.9936567908547349,0.9939421992192122,0.9941925764183485,0.9942241432345257,0.9946880404424965,0.9954560880270037,0.9962691812224364,0.997229719460403,0.99750063644409,0.9972272208077358,0.9970583630769808,0.9971758602616313,0.9973322094329324,0.9974457633647253,0.9975822191870952,0.9977139164037927,0.9978635843949711,0.9980117691628612,0.9982227378124641,0.9985204829441536,0.9987351586013504,0.9988734719502985,0.9989681020493454,0.9990282471488494,0.999039437480101,0.9990994236073287,0.9992560876509259,0.9995124842577467,0.9997747786484874,0.9999435095624429,1.0,0.9999451999909402,0.9997996752323934,0.9996784315956143,0.9995852130172816,0.9995133636161209,0.9994493845796406,0.9993435527857161,0.9991850189874666,0.9990602117830001,0.9990288609659214,0.9990222646901675,0.9989363782883668,0.9988195895092329,0.9986937356632051,0.9984851172244886,0.9982492080423255,0.9980702364340265,0.9979263613612623,0.99785054759977,0.9977849627092714,0.9976290359033824,0.9974403117895833,0.9973093887950522,0.9972217715505968,0.9970530859234565,0.9968401552371323,0.9966571802368612,0.9963775486144975,0.996169168563774,0.9960318018981493,0.9958942515665473,0.9957898241108228,0.9956677569062246,0.9954637802207527,0.9953237380732135,0.9952425430304467,0.995153886410223,0.9950125440761675,0.9948377007240226,0.9946652194119797,0.9945333834310819,0.9943177348569628,0.9940331562942631,0.993934822692859,0.9938223166417937,0.9936774834578823,0.99353766610115,0.9933771664768586,0.993012812831651,0.9928403913446553,0.9926521497414924,0.9924692511693354,0.9923928866408377,0.9922873677058276,0.9916237883469188,0.9913755348977495,0.9911485974018633,0.9909228548302929,0.9907513370222129,0.9906015093411107,0.9904494716098531,0.9903026450270574,0.9901283916809149,0.9899451464947671,0.9897717128450768,0.9896221437022736,0.9890925677693924,0.9889131741860151,0.9887295032221856,0.988246900464097,0.9881109816205703,0.9878323463465516,0.9872554824581761,0.9870244606257876,0.9868138296285154,0.9866400828822098,0.9864588975928259,0.9862846964997757,0.9861321758121162,0.9859955468266901,0.9855058523251701,0.9852101012325197,0.9849445709242379,0.9843824976028138,0.9840041932900705,0.9836418424839429,0.9832485023014642,0.982798588378903,0.9822778289387994,0.9816059722628169,0.980841546430846,0.9799885671653793,0.978946643294867,0.5789850384477843,0.598266700795816,0.6161792193918929,0.6327948393675189,0.6481305463153438,0.6621540524952257,0.6748469986484094,0.6862553847675295,0.6963820295372208,0.7052407901331035,0.7128885824317523,0.7194293594326477,0.7249666817168696,0.7295782126005188,0.47115553119146975
band_390,0.9768678528663598,0.9795081002592911,0.9835804066156631,0.9858304345884367,0.9875102875422105,0.9896690949629985,0.991544382114871,0.9929563722844507,0.9933768021566802,0.9934923742465767,0.9938024920750783,0.9940801553203802,0.9941031404429422,0.994540067144566,0.9953081844800811,0.9961462428485257,0.9971046031238113,0.9973238029279607,0.9969944246281587,0.9968038942012105,0.9969020901924064,0.9970869651135149,0.9972647541792629,0.9974389819344501,0.9975766666733958,0.9977331311867388,0.9978933229701098,0.9981140080316908,0.9984112709956233,0.998628280330539,0.9987765786162462,0.9988975164669035,0.9989587877182567,0.9989321804117202,0.9989263557712944,0.9990507377025125,0.9993198284235798,0.9996100516187711,0.9998083293785454,0.9999451999909402,1.0,0.9999396782239984,0.9998393230769805,0.999738459950091,0.9996448147648551,0.999547417453694,0.9994105388549401,0.9992217877700851,0.9990644588734131,0.9990204061125196,0.9990275942489174,0.9989534696879007,0.9988431169895684,0.9987417480861188,0.9985682853671715,0.9983576008518843,0.9981842060095002,0.9980369448949342,0.997949181828065,0.9978718957403313,0.9977225575163463,0.9975387448316829,0.9974201644210113,0.9973604010636513,0.9972266691751497,0.997037066780648,0.9968609656353645,0.9965691846274299,0.996332005036547,0.9961855200988723,0.9960407296603891,0.9959376959341442,0.9958241325035403,0.9956290977733544,0.9954956016887142,0.9954191021413662,0.9953359362569942,0.9952052628553893,0.9950392973041121,0.9948705647678302,0.994736050384465,0.9945226937638038,0.994237398242463,0.9941413459720048,0.994035687010041,0.9939009996981241,0.9937666072711666,0.9936067713559128,0.9932375919265406,0.9930621137945312,0.992870600970003,0.9926843841991719,0.9926028194387261,0.9924919919127547,0.99184289928318,0.9915989810281857,0.9913736494572732,0.9911474633445194,0.9909748298990178,0.990824023340318,0.9906717750066347,0.9905240020584339,0.9903510176763818,0.990169880597494,0.9899980805619991,0.989851580351249,0.9893181443238762,0.9891367010420729,0.9889512717533163,0.9884679959945876,0.9883330427415207,0.9880569197793247,0.9874830228872665,0.9872526345801041,0.9870418337196242,0.9868671589989257,0.9866846139468736,0.9865087239400053,0.9863540817909936,0.9862154928989982,0.9857281328106373,0.9854340670224309,0.9851680287222698,0.9845986263054665,0.9842165899950233,0.9838497495425079,0.983452532676688,0.9830002726131507,0.9824780276924141,0.9818027226919958,0.9810335065972721,0.980175279596378,0.979127906921933,0.5796700610686089,0.5989367994760614,0.6168325084664059,0.6334294875015344,0.6487444186984381,0.6627455743635224,0.6754153691156335,0.6867996392402729,0.6969017289165361,0.7057356510594094,0.7133578281605597,0.7198728759749212,0.7253842459534521,0.7299695454142126,0.47179681421953173
band_391,0.9767156150286468,0.9793755895688755,0.98344522717808,0.9856553742488535,0.9872610204420793,0.9894117093679244,0.9913351802380127,0.992768596785121,0.9931474747731943,0.9932444225394744,0.9935912650364448,0.9939397778757676,0.9940022374227842,0.9944567845399239,0.9952218302004895,0.99604131306914,0.9969455062341466,0.9970865719354991,0.9966899613991081,0.99646055922287,0.9965514635366238,0.9967542424737361,0.9969867735782079,0.9972113127859104,0.9973308649049037,0.997465117738317,0.9976405464928636,0.9978972662959655,0.998240441071485,0.9984833804656841,0.9986382223869702,0.9987812154749944,0.9988714231901042,0.9988511880733406,0.9987912168365914,0.998865007137278,0.9991292540489299,0.9994359532702942,0.9996391867019986,0.9997996752323934,0.9999396782239984,1.0,0.9999546433644474,0.9998608384406577,0.9997358167663554,0.9995798097487191,0.999393798171611,0.9991501418713415,0.9989351656997602,0.9988703007351188,0.9989145850543957,0.9988835848664843,0.9987967978601433,0.9987225829277031,0.9985796485748909,0.9983826370482072,0.998201219509282,0.9980398766639845,0.9979408469559,0.9978669335316896,0.997742452401725,0.997575112538703,0.9974722220741691,0.9974336299755635,0.997316319588451,0.997125352951182,0.9969349609565256,0.996615884531694,0.9963670540934726,0.9962212893346902,0.9960754387255586,0.9959771203178797,0.9958721646039511,0.9956863566221766,0.9955586348137698,0.9954816923862919,0.9953969067292405,0.995273188549402,0.9951124039304053,0.9949424305958273,0.9948018395336925,0.9945927771420712,0.9943043190378026,0.9942079624146906,0.9941086221679677,0.9939886880019853,0.9938671831148894,0.9937086716423531,0.9933257293020048,0.9931453504154453,0.9929497283856925,0.9927593732949994,0.9926755105498959,0.9925629968088802,0.9919314276138927,0.9916891158621004,0.9914675603794295,0.9912436358277988,0.9910727873820753,0.9909225634705133,0.9907707392345968,0.9906241753349941,0.9904531219133135,0.990272984113331,0.9901008631095979,0.9899581483572867,0.9894181878034546,0.9892330971207761,0.9890468495891186,0.9885661143611039,0.9884339256766763,0.988166293150906,0.9875967092518375,0.9873669908596017,0.9871570890134711,0.9869838388597288,0.9868030395071575,0.9866275128446419,0.9864740311715369,0.9863392161053135,0.9858579075313465,0.9855680998217333,0.9853052220854307,0.9847396474303434,0.984357040881741,0.983987753073882,0.9835906945168233,0.9831419584220543,0.9826240898761587,0.9819533451982383,0.9811895605629429,0.9803379572051422,0.9792972851724387,0.5791222742031563,0.5983894527625135,0.6162846273519701,0.632880338050622,0.6481929389363414,0.6621910354221219,0.6748576984607795,0.6862386636147779,0.69633756295178,0.705168421664604,0.7127872283772625,0.7192993964483105,0.7248087592262429,0.729392649583527,0.4717856588701703
band_392,0.9769196034064084,0.9795400034740461,0.9835347789406038,0.9856842765015941,0.9872106292408376,0.9893244335555355,0.991217369635653,0.9926588768172384,0.9930341636919194,0.9931468443991575,0.9935044690959249,0.9938407893952036,0.9938974570055095,0.9943803294560675,0.9951644754706266,0.9959739227589524,0.9968523869917355,0.996978380005152,0.9965750508069019,0.996330741883835,0.9964252553593189,0.9966165362841231,0.9968555091364337,0.9971176685031591,0.9972419650708525,0.9973688566201518,0.9975456268069296,0.997801909138318,0.9981518411365856,0.9984071962529102,0.998563447215516,0.9986845405117429,0.998805556988011,0.9988322749247991,0.9987695750071766,0.9988185926912109,0.9990572691675824,0.9993411812626766,0.9995218232975112,0.9996784315956143,0.9998393230769805,0.9999546433644474,1.0,0.9999560293925471,0.999829520305617,0.9996522406516467,0.9994441493258848,0.9991729648803168,0.9989299362331368,0.9988524130076333,0.9989074421893844,0.9988978581499474,0.9988249753996588,0.9987395533467143,0.9985937360098841,0.9983985485584842,0.9982200696500007,0.9980654109237967,0.9979788809207414,0.9979266291528343,0.9978298284235406,0.9976738877914444,0.9975616570364497,0.9975072518937501,0.997385361351781,0.9971847129606531,0.9969868893898094,0.9966723891317835,0.9964352275461404,0.9962941153778532,0.9961410548304725,0.9960378538030258,0.9959337622485774,0.9957497985973415,0.9956296907689932,0.9955518906766481,0.9954546360352505,0.9953252046551911,0.9951649529316206,0.9949977352343663,0.9948595535537822,0.9946663492460078,0.9943808374711731,0.9942815546766041,0.9941810860907885,0.9940689919895491,0.9939584584702092,0.993806683267098,0.9934284577214356,0.9932446558043505,0.9930444588574358,0.9928501552652516,0.9927642814554267,0.9926510079119938,0.992019266877632,0.9917786885897715,0.9915625471040388,0.9913424922254905,0.9911751340872881,0.9910291671897801,0.9908811368502864,0.9907367219260113,0.9905635759389935,0.9903798183126606,0.9902064632658586,0.9900670166149478,0.9895309350466772,0.9893468644808877,0.9891635368265852,0.9886818440603349,0.9885491592986202,0.9882885666770099,0.9877273149488969,0.9874989491925508,0.9872920106543489,0.9871237312392049,0.9869457790471801,0.9867713581974825,0.9866209826942147,0.9864916795951071,0.9860102704484468,0.9857208680732887,0.9854559490510969,0.9849002971625725,0.9845222367232369,0.9841564071435606,0.9837649744639417,0.9833229032365095,0.9828090878056521,0.9821418598261803,0.9813809801052104,0.9805330298158408,0.9794991735294082,0.5783892701609947,0.5976417602374005,0.615521152358365,0.6321002350899144,0.6473957886165947,0.661376429748726,0.6740253753409053,0.6853890189077264,0.6954707810968136,0.7042846482078446,0.7118868790670005,0.718384070783497,0.7238804614172084,0.7284529697138371,0.47169534117231426
band_393,0.9769560449573116,0.9795539845799169,0.9835070765423997,0.9856542705602706,0.9871856987215943,0.9892732594202108,0.9911305714699427,0.9925705972206825,0.992959441846138,0.9930994408005446,0.9934817333950717,0.993816286914827,0.9938610293713069,0.9943700107770974,0.99515361531459,0.995920108459441,0.9967894960943259,0.9969133442872815,0.9964867171156897,0.9962056208498554,0.9962881279975788,0.9964711514625035,0.9967181134239932,0.9970197839585825,0.9971746629708198,0.9973325006474087,0.9975449282713376,0.9978199263493968,0.9981683164886846,0.9984157363898623,0.9985624521113251,0.9986540412016366,0.9987655003842993,0.9988088995530949,0.9987604179777156,0.9987951035600128,0.9990096213620376,0.9992724891252691,0.9994389858410531,0.9995852130172816,0.999738459950091,0.9998608384406577,0.9999560293925471,1.0,0.9999450816708146,0.9997899577215937,0.9995899265330469,0.999320590366705,0.999067638365933,0.9989694795039414,0.9990067078668625,0.9989849575725861,0.9989067017793541,0.9988255805938935,0.9986840411018504,0.9984883009421811,0.9983170200911958,0.998180953478007,0.9981089345607782,0.9980644054007558,0.9979747633133801,0.9978168149340588,0.9976922012516206,0.9976278075668047,0.997515328656061,0.9973259709365534,0.9971399603327282,0.9968558859977409,0.9966404284992386,0.996497051363958,0.9963376822339882,0.9962296830669871,0.9961241650362342,0.9959386722495988,0.9958198623725949,0.9957400633812756,0.9956374490002282,0.9955058089586235,0.9953434199360217,0.9951745410093076,0.9950385527364626,0.994852607535422,0.9945842179602042,0.9944882609638298,0.9943883382857764,0.9942805265581667,0.9941767929898669,0.9940345239725195,0.9936737679004838,0.9934939965331098,0.9932973427449832,0.9931057222610574,0.9930193176650253,0.9929052693708532,0.9922702029628699,0.992033354047892,0.9918224263443881,0.9916083692778417,0.9914465407211249,0.9913065252420175,0.9911650043242497,0.9910276847534032,0.9908564142238684,0.9906741901633812,0.9905069685549381,0.9903753404479869,0.9898497288162384,0.9896678592203113,0.9894886449205785,0.9890098041461325,0.9888794241200779,0.9886235421981019,0.9880781101374723,0.987855726408812,0.9876538962815236,0.9874911017230013,0.9873184462087371,0.9871459412346032,0.9869986182419855,0.9868771682362134,0.9864063163764445,0.9861210560738671,0.9858562716817897,0.9853146741421006,0.9849440013437986,0.984585497861383,0.984202797529213,0.983770745860506,0.9832664426485795,0.9826119810054329,0.9818630496728196,0.9810266891233886,0.9800098517947792,0.5770826760085994,0.5963560805844216,0.6142565904377412,0.6308568997731203,0.6461742870239879,0.660177205140809,0.6728486238239675,0.6842353065343239,0.694340368677502,0.7031775278150121,0.7108030965746217,0.7173240072016599,0.7228443159527416,0.727440638063147,0.47161705790564407
band_394,0.9769166510467506,0.9794958207983945,0.9834317274113039,0.9856377902172313,0.9872386659622089,0.989313042021876,0.9911277019003191,0.9925228291784446,0.9928812675942366,0.9930409639810603,0.993434272031824,0.9937383407826954,0.99374601261279,0.9942646375221396,0.9950511351974984,0.995786570881988,0.9966743218544999,0.9968157175744837,0.9963837862113325,0.9960973464290918,0.9961782349576638,0.9963754939703663,0.9966345660429582,0.9969483673413497,0.9971451068290812,0.9973571886544523,0.9976104024179846,0.9978932103452488,0.998209347951387,0.9984207925308264,0.9985509153527301,0.9986234364608523,0.9986952040384419,0.9987159858616633,0.9986939311383339,0.9987521001126847,0.9989669792620618,0.9992175210356328,0.9993765367542464,0.9995133636161209,0.9996448147648551,0.9997358167663554,0.999829520305617,0.9999450816708146,1.0,0.9999311303953687,0.9997751649553309,0.9995369425304114,0.9993000476515954,0.9991859119482713,0.9991875763009913,0.9991309892543466,0.999032801836386,0.9989593721828465,0.9988384449363399,0.9986593950203954,0.9984994982542891,0.9983869731994008,0.9983318474448155,0.9982887912934333,0.9981930120070315,0.998028828133844,0.99789579505828,0.9978274293752852,0.9977312153078715,0.9975647160083337,0.9973982821915731,0.9971444614003017,0.9969502467067678,0.996803291737739,0.996645559253238,0.9965391695186253,0.9964356756007015,0.9962519023615716,0.9961325218057638,0.9960510099334882,0.9959482545302201,0.9958161282766966,0.9956528107668503,0.995484407473273,0.9953541925424306,0.9951726836374754,0.9949320109712182,0.9948427170958887,0.9947426758063039,0.994633453929062,0.9945307633585811,0.9943963305850964,0.9940581113811522,0.9938882207496984,0.9937023544886058,0.993521547769466,0.9934393086944093,0.9933272570047627,0.9926910569523515,0.9924581911499456,0.992249978227763,0.9920419167713095,0.991885806682717,0.9917536383495908,0.9916215569984199,0.9914913655126003,0.991323101932322,0.9911451912694254,0.9909868791775829,0.9908624912033219,0.9903555882256647,0.9901789031934403,0.9900045138242074,0.98952927879115,0.9894022397830269,0.9891488420248098,0.9886240759035808,0.9884097543753668,0.9882131110509967,0.9880540446192033,0.9878883026450511,0.9877195691592294,0.9875744785828995,0.9874586578334551,0.9870049302385567,0.9867274098819804,0.986466483540596,0.9859401864384327,0.9855804075644798,0.985232927538424,0.9848596837002643,0.9844370940623283,0.9839442373111874,0.983305370796726,0.982571155677187,0.9817482093017794,0.9807494313866827,0.5757845846564682,0.5950812107213653,0.6130056732708002,0.6296303674639316,0.6449730830948273,0.659002100783367,0.671699874430389,0.683113440739709,0.6932458278215312,0.7021105055662666,0.7097637033849792,0.7163120595568749,0.7218592288731172,0.7264818386551241,0.47192281609639447
band_395,0.9770800410704157,0.9796094885650606,0.9834755772822269,0.9857138496444071,0.9873517374993235,0.9893988655869417,0.9911306142456042,0.9924579034453085,0.9927555040411166,0.9929491361389398,0.9933423738757793,0.9935604210186761,0.9934743050346645,0.9939748438960825,0.9947858881499838,0.9955308076309781,0.9964678707576858,0.996659453821664,0.9962758294240774,0.9960509592201041,0.996165760937021,0.9963877913276841,0.9966399095373357,0.9969295692473926,0.9971744094752502,0.9974501688050504,0.997720752974583,0.9979650088768545,0.9982037493611996,0.998354267668646,0.9984586104053298,0.9985061864550006,0.9985391788881279,0.9985281979364352,0.9985379922217882,0.9986675612462056,0.9989159056042125,0.9991626217724952,0.9993173960630846,0.9994493845796406,0.999547417453694,0.9995798097487191,0.9996522406516467,0.9997899577215937,0.9999311303953687,1.0,0.9999345380500435,0.9997608202129024,0.999569957275574,0.9994584924215836,0.9994176116778142,0.9993114515736667,0.9991790193903195,0.9990898090876705,0.998980650851893,0.9988309908595412,0.9987000533099781,0.9986175021433729,0.998592187513365,0.9985665202511403,0.9984716974338494,0.9983131644449722,0.998172995727101,0.9980877298593254,0.9979912529596585,0.9978367323011103,0.9976845954304515,0.9974548617085258,0.9972784062892619,0.9971368901623581,0.9969843316498835,0.9968801621146977,0.9967812541585352,0.9966017211357531,0.9964865532590049,0.9964043083103755,0.9962951365801446,0.9961565792034477,0.9959952770323747,0.9958376815903976,0.9957239721369883,0.995558649974677,0.9953422282139679,0.9952535593416629,0.9951465132530315,0.995030532867755,0.9949260655609711,0.9947994596968774,0.9944923381007439,0.994334037470719,0.9941579598915513,0.9939879924108893,0.9939131008468648,0.9938060669481217,0.9931681403986236,0.9929396395935244,0.9927327156286033,0.9925277712717981,0.9923754025410091,0.9922533666847518,0.9921342050574633,0.9920088148048922,0.9918408749533726,0.9916648138801682,0.9915124675422803,0.9913903197058171,0.9909062273281247,0.9907383805508222,0.9905704671535187,0.990094876743848,0.9899679782277164,0.9897157122463606,0.9892139944208195,0.9890086251515491,0.9888176560636716,0.9886606850540703,0.988500252965274,0.9883366550006073,0.9881947462880312,0.9880820878441883,0.987643899012314,0.987373020073246,0.9871164909318619,0.9866050080276081,0.9862589124692216,0.985926809726596,0.985565491211455,0.9851522955565196,0.98467016379905,0.9840430787266583,0.9833196154895796,0.9825069501257612,0.9815225121852129,0.5747379280880516,0.5940377871187501,0.6119659276716878,0.6285944647735479,0.6439418539842734,0.6579762281774476,0.6706793235128384,0.6820986598255167,0.6922374932370922,0.7011092805946818,0.7087701897938345,0.7153264136852322,0.7208813164164196,0.7255117663993799,0.4723953858927408
band_396,0.9767503224004007,0.9792534512771961,0.9831020867883982,0.9854082530258259,0.9871089741496141,0.9891753669302958,0.9908733241274168,0.9921675347182626,0.9924332433814471,0.9927122243097618,0.9931625238231592,0.9933419981269163,0.9931792624404547,0.9936359030117563,0.9944539361167716,0.9952132664790598,0.9961807064583963,0.9963937359983499,0.9960415822508565,0.9958825836880026,0.996018138055461,0.996229573480824,0.9964467943193825,0.996706923591783,0.9970013039621137,0.9973275947773937,0.9975978699264922,0.9978205684771464,0.9980215936845275,0.9981418397515265,0.9982325466132136,0.9982588634066215,0.9982610565272143,0.9982332400235588,0.9982714209441551,0.9984407781029512,0.9987369695150274,0.9990269266676025,0.9992082410431954,0.9993435527857161,0.9994105388549401,0.999393798171611,0.9994441493258848,0.9995899265330469,0.9997751649553309,0.9999345380500435,1.0,0.9999362474430215,0.999798787844168,0.9996867418387659,0.9996018912569722,0.9994468484800533,0.9992782305233023,0.9991599617800717,0.9990395805556669,0.9989127326903479,0.9988352735580149,0.9987969597981521,0.9988020158572994,0.998786445322264,0.9986885608938654,0.998539947096965,0.9983958492810914,0.9982925401485454,0.9981900225743141,0.9980409286967492,0.9979036268677506,0.9977284963556337,0.9975871349985541,0.9974569619245631,0.9973078365388286,0.9972017891384802,0.9971027840089308,0.996919749036329,0.9968076075547048,0.9967295949678423,0.996622426975735,0.9964847826715602,0.9963251607635323,0.9961758878216286,0.9960807658348423,0.9959340843897956,0.9957281749328037,0.9956355293544203,0.9955229263265715,0.9954067195873978,0.995302206550542,0.9951845772315572,0.9949214717437483,0.994779077131159,0.9946136069326338,0.9944507747377485,0.9943776029312644,0.9942748728585665,0.9936401182132152,0.9934241964593556,0.9932282714512705,0.9930315802624418,0.992887105321333,0.9927753257603995,0.9926666520902635,0.992548721358119,0.9923816941257577,0.9922076762617128,0.992063389797418,0.9919438265521984,0.9914750566777184,0.9913155935972633,0.9911565458106082,0.9906875252155375,0.9905614564939802,0.9903083884001861,0.9898286403603387,0.989632183632017,0.9894470569244491,0.9892921413196669,0.9891336585752077,0.9889750676345771,0.9888394516793372,0.9887324412376818,0.9883125063894865,0.9880470679143989,0.9877948355786818,0.987296552698355,0.9869611690169451,0.986644585078498,0.9862983772275788,0.9858980314819736,0.9854282095037117,0.9848142502743534,0.9841046125156006,0.9833079016559642,0.9823436601035743,0.5735645302251438,0.5929083462931991,0.6108809414022905,0.6275541429131556,0.6429466394603081,0.6570266500843549,0.6697755362840102,0.6812404543435885,0.6914248378207877,0.7003423030957096,0.7080489476002374,0.7146494868809877,0.7202466280192673,0.7249175135557187,0.4733810282836045
band_397,0.9760260320934571,0.9785249911467029,0.9824078434857065,0.9848108350584739,0.9866193346346257,0.9887658014485722,0.9904846675873005,0.991768369523798,0.9920118140051557,0.9923552120133317,0.992854144663374,0.9930044296979119,0.9927704099556115,0.9931699537814872,0.9939887327113917,0.9947923357173457,0.9958179077129242,0.9960449234285248,0.9957016430872629,0.9955993286962694,0.9957559685725347,0.9959509880335655,0.9961154062737525,0.9963365882309102,0.996673717281552,0.9970537450991899,0.9973381949223797,0.9975484678983444,0.9977214261107603,0.997822851230649,0.99791046450807,0.9979266764904307,0.9978979289039234,0.9978524006034611,0.9979274548451045,0.9981326746020632,0.9984705742906658,0.9988101633437723,0.9990360534325055,0.9991850189874666,0.9992217877700851,0.9991501418713415,0.9991729648803168,0.999320590366705,0.9995369425304114,0.9997608202129024,0.9999362474430215,1.0,0.9999495039739497,0.9998503577292431,0.9997369994719305,0.9995480237661641,0.9993515677665261,0.999202057724659,0.9990618694071667,0.998944537620938,0.9989098358718584,0.9989269483698539,0.9989646112407305,0.9989471724714364,0.9988395479211051,0.9986932716756389,0.9985441213727791,0.9984262712025535,0.998319648012814,0.9981834572631118,0.9980746252716658,0.9979760225328794,0.99787691965234,0.9977632890116085,0.9976259948344675,0.9975218037364922,0.9974224898752939,0.9972408918398846,0.9971315339221123,0.997055779327258,0.9969510457711125,0.9968184871711783,0.9966645423100721,0.9965252174345542,0.996446778448323,0.9963115962279584,0.9961129302678038,0.9960180127454232,0.9959046588111194,0.9957913879504059,0.995686159659582,0.9955761541946525,0.9953541684388896,0.9952266233139038,0.995073258553207,0.9949200340638455,0.9948479074412132,0.9947494540688435,0.9941253365292908,0.9939231816512248,0.9937399000793853,0.9935536652797461,0.9934197378859401,0.9933170567151296,0.9932150446924877,0.9931041129084152,0.9929407122754834,0.9927703870337299,0.992631948543016,0.9925133393781854,0.992060286003148,0.9919083005452956,0.9917566154273009,0.9913025023591756,0.9911791695601124,0.9909284943530299,0.9904674737629886,0.9902768254963057,0.9900953306638591,0.9899418777472777,0.9897834503627703,0.9896283622381404,0.9894981054612102,0.989394786415051,0.9889897049417417,0.9887296280821504,0.9884813716118188,0.9879933448300711,0.9876674130453263,0.9873639349242848,0.9870308959269228,0.9866422168026896,0.9861835959191444,0.9855826109252775,0.9848864930723359,0.9841042265904348,0.9831573539905482,0.572781939960544,0.5921615174858312,0.6101695922322438,0.6268777744914366,0.642305048110358,0.6564198295233857,0.6692031820386934,0.6807018794062459,0.6909195870359655,0.6998701140672016,0.7076096481148176,0.7142416395054764,0.7198679344661494,0.7245660045287305,0.4748781757352393
