wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1659,irrigado,1.0693282521,0.0072616425,0.0072616425,1.9190138405
885,irrigado,1.0733009355,0.0071815967,0.0071815967,1.9168214119
626,nao_irrigado,1.3300599473,-0.0024042832,0.0024042832,1.9125183743
973,nao_irrigado,1.4301728971,-0.0005184910,0.0005184910,1.9028392867
854,nao_irrigado,1.0655139553,-0.0072746470,0.0072746470,1.8989731685
437,irrigado,1.2864669181,0.0031497781,0.0031497781,1.8904940776
2112,irrigado,1.1073436696,0.0064575798,0.0064575798,1.8848236119
431,irrigado,1.1771432420,0.0051091563,0.0051091563,1.8664098186
2180,nao_irrigado,1.0127802648,-0.0081570038,0.0081570038,1.8655831052
2188,nao_irrigado,1.0065935332,-0.0082675223,0.0082675223,1.8640936872
956,nao_irrigado,1.0254779211,-0.0078390374,0.0078390374,1.8370296874
974,nao_irrigado,1.3564207101,-0.0016820312,0.0016820312,1.8316868381
1802,irrigado,1.1459735938,0.0055741176,0.0055741176,1.8270498368
449,nao_irrigado,1.1779101355,-0.0049790208,0.0049790208,1.8262098702
1926,nao_irrigado,1.1449187136,-0.0055668524,0.0055668524,1.8177401466
2135,nao_irrigado,0.9519627882,-0.0091445553,0.0091445553,1.8166465216
1793,irrigado,1.0802478048,0.0067368528,0.0067368528,1.8072809875
1910,nao_irrigado,1.2654116583,-0.0032870921,0.0032870921,1.8025954861
445,irrigado,1.2101322841,0.0042701160,0.0042701160,1.7877351370
2163,nao_irrigado,0.9523539040,-0.0090426853,0.0090426853,1.7838314504
1811,irrigado,1.0304014473,0.0075851384,0.0075851384,1.7806583075
2489,irrigado,0.8305817072,0.0112862887,0.0112862887,1.7782014184
355,irrigado,1.0989658368,0.0062692799,0.0062692799,1.7655889541
962,nao_irrigado,0.9346093936,-0.0092890492,0.0092890492,1.7550656627
656,nao_irrigado,1.3653600380,-0.0012659949,0.0012659949,1.7449280323
1785,irrigado,1.2395520353,0.0036000746,0.0036000746,1.7447018605
2189,nao_irrigado,0.9979456237,-0.0080300590,0.0080300590,1.7260688531
1673,irrigado,0.8701093026,0.0103826088,0.0103826088,1.7191933241
793,irrigado,1.1500020071,0.0051802304,0.0051802304,1.7163635654
868,irrigado,1.0232777123,0.0075310477,0.0075310477,1.7160448372
463,irrigado,1.2031522417,0.0041850233,0.0041850233,1.7132938516
457,irrigado,1.2999600940,0.0023792459,0.0023792459,1.7100934330
1803,irrigado,1.1905522141,0.0044018298,0.0044018298,1.7073894288
2181,nao_irrigado,1.0145641150,-0.0076675827,0.0076675827,1.7073145223
1187,nao_irrigado,0.9742052527,-0.0084081184,0.0084081184,1.7043872460
2397,nao_irrigado,1.0463634141,-0.0069307333,0.0069307333,1.6564257776
2482,nao_irrigado,1.2504778784,-0.0031335579,0.0031335579,1.6532208434
2187,nao_irrigado,1.0042337921,-0.0076967832,0.0076967832,1.6509501456
2201,irrigado,1.0563363030,0.0067085437,0.0067085437,1.6435532841
2179,nao_irrigado,1.0063221005,-0.0076192158,0.0076192158,1.6374883443
2182,nao_irrigado,1.0131088451,-0.0074721887,0.0074721887,1.6301771632
888,irrigado,1.0453436169,0.0068582612,0.0068582612,1.6247255738
1805,irrigado,1.2555743239,0.0029252953,0.0029252953,1.6137910233
430,irrigado,1.1492905593,0.0048946110,0.0048946110,1.6127201823
1909,nao_irrigado,1.2477793885,-0.0030643141,0.0030643141,1.6118352570
452,nao_irrigado,1.2386543123,-0.0031887707,0.0031887707,1.5962671532
404,nao_irrigado,1.1380209147,-0.0050491269,0.0050491269,1.5937740902
889,irrigado,1.0279543240,0.0070777101,0.0070777101,1.5889110051
1219,nao_irrigado,0.8722014473,-0.0099521255,0.0099521255,1.5833510468
1801,irrigado,1.1087459280,0.0055430585,0.0055430585,1.5766573666
2450,nao_irrigado,1.0191966785,-0.0071965851,0.0071965851,1.5737719816
1646,irrigado,1.1095779705,0.0055180789,0.0055180789,1.5733490085
625,nao_irrigado,1.2715946530,-0.0025060823,0.0025060823,1.5715080408
1584,irrigado,1.0469808319,0.0066492168,0.0066492168,1.5627588334
2150,nao_irrigado,0.9323730894,-0.0087628056,0.0087628056,1.5581494175
920,nao_irrigado,1.0076802430,-0.0073606902,0.0073606902,1.5565633022
432,irrigado,1.2198026513,0.0034073094,0.0034073094,1.5507242070
