cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.7573333333333333,0.04933333333333333,0.19333333333333333
BR16,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.892,0.048,0.06
BR16,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.9413333333333334,0.036,0.02266666666666667
BR16,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.17333333333333334,0.4,0.4266666666666667
BR16,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.692,0.096,0.212
BR16,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.36133333333333334,0.16,0.4786666666666667
BR16,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.6586666666666666,0.168,0.17333333333333334
BR16,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.8533333333333334,0.04,0.10666666666666667
CD202,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.02266666666666667,0.652,0.3253333333333333
CD202,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.012,0.36133333333333334,0.6266666666666667
CD202,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.02266666666666667,0.7373333333333333,0.24
CD202,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,0,CD202,BR16,False,0.3973333333333333,0.232,0.37066666666666664
CD202,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.13466666666666666,0.5346666666666666,0.33066666666666666
CD202,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.016,0.8826666666666667,0.10133333333333333
CD202,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.06133333333333333,0.38266666666666665,0.556
CD202,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.112,0.508,0.38
EMB48,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.044,0.5693333333333334,0.38666666666666666
EMB48,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.13733333333333334,0.31466666666666665,0.548
EMB48,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.18533333333333332,0.28,0.5346666666666666
EMB48,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.056,0.24266666666666667,0.7013333333333334
EMB48,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.068,0.152,0.78
EMB48,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,0,EMB48,BR16,False,0.6306666666666667,0.24133333333333334,0.128
EMB48,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.028,0.356,0.616
EMB48,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.013333333333333334,0.6946666666666667,0.292
