target,model,classe,classe_codigo,precision,recall,f1,support
gen,XGBoost,BR16,0,0.7,0.875,0.7777777777777778,8
gen,XGBoost,CD202,1,0.375,0.375,0.375,8
gen,XGBoost,EMB48,2,0.5,0.375,0.42857142857142855,8
