cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.7963549571348401,0.18905840417401337,0.014586638691146578
BR16,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.9984911467882648,0.0012807791608478267,0.00022807405088730003
BR16,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.9178124984380435,0.07921829215687698,0.0029692094050797063
BR16,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,0,1,BR16,CD202,False,0.3421515508647325,0.5332227254726002,0.12462572366266735
BR16,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.9978502442215782,0.002028453251883495,0.00012130252653826675
BR16,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.9936637931183149,0.006175864744964144,0.00016034213672108276
BR16,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,0,1,BR16,CD202,False,0.05573686153816375,0.6847898474883136,0.25947329097352273
BR16,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,0,0,BR16,BR16,True,0.9372152198343567,0.048048982410084214,0.014735797755558926
CD202,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,1,1,CD202,CD202,True,0.0019638128659365105,0.548724333330114,0.4493118538039495
CD202,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,1,1,CD202,CD202,True,0.00024385583067746972,0.6719028102739207,0.3278533338954017
CD202,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,1,2,CD202,EMB48,False,0.0007541398367226946,0.3650459210263342,0.6341999391369431
CD202,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,1,1,CD202,CD202,True,0.0016205274765143485,0.5618775409815114,0.43650193154197425
CD202,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,1,1,CD202,CD202,True,0.027366626034667562,0.781799387707846,0.19083398625748643
CD202,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,1,0,CD202,BR16,False,0.8062873861325175,0.14706059863484144,0.046652015232641154
CD202,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,1,0,CD202,BR16,False,0.7853174107244373,0.04507588021964552,0.16960670905591713
CD202,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,1,2,CD202,EMB48,False,0.09266694919587855,0.2863879004958999,0.6209451503082215
EMB48,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,2,1,EMB48,CD202,False,0.0015672546282718763,0.5524475319848083,0.4459852133869198
EMB48,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,2,1,EMB48,CD202,False,0.03471706996934915,0.7193273138965876,0.24595561613406336
EMB48,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,2,1,EMB48,CD202,False,0.029721975771206745,0.6925270986716885,0.2777509255571048
EMB48,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,2,2,EMB48,EMB48,True,0.011271053217745842,0.49238893575821246,0.49634001102404174
EMB48,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen,LDA,2,2,EMB48,EMB48,True,0.003116833389649761,0.06782767375423829,0.9290554928561119
EMB48,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen,LDA,2,1,EMB48,CD202,False,0.009715902745508927,0.807610654164034,0.1826734430904572
EMB48,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen,LDA,2,2,EMB48,EMB48,True,1.3552230390339276e-09,0.14857885298420806,0.851421145660569
EMB48,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen,LDA,2,2,EMB48,EMB48,True,0.0012966514411202783,0.2059319025606271,0.7927714459982526
