analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia9_EMB48,dia9 - EMB48,dia9,EMB48,SVM (RBF),Nao irrigado,3,1
dia9_EMB48,dia9 - EMB48,dia9,EMB48,SVM (RBF),Irrigado,0,4
