analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia9_EMB48,dia9 - EMB48,dia9,EMB48,LDA,Nao irrigado,0,1.0,1.0,1.0,4
dia9_EMB48,dia9 - EMB48,dia9,EMB48,LDA,Irrigado,1,1.0,1.0,1.0,4
