analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia9_EMB48,dia9 - EMB48,dia9,EMB48,k-NN (k=5),Nao irrigado,2,2
dia9_EMB48,dia9 - EMB48,dia9,EMB48,k-NN (k=5),Irrigado,1,3
