target,model,classe,classe_codigo,precision,recall,f1,support
cond,k-NN (k=5),IRR,0,1.0,0.75,0.8571428571428571,12
cond,k-NN (k=5),NIRR,1,0.8,1.0,0.8888888888888888,12
