target,model,classe,classe_codigo,precision,recall,f1,support
cond,Random Forest,IRR,0,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
cond,Random Forest,NIRR,1,0.9166666666666666,0.9166666666666666,0.9166666666666666,12
