cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.5544958644271505,0.4455041355728498
BR16,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.7107660041328702,0.2892339958671297
BR16,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.4890154745137095,0.5109845254862903
BR16,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9181256059333195,0.08187439406668039
BR16,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.19218706220828252,0.8078129377917175
BR16,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.06955772608023977,0.93044227391976
BR16,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.16792972149246593,0.8320702785075341
BR16,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.04860456375344466,0.9513954362465554
CD202,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.7128897361096254,0.28711026389037436
CD202,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9630431488431042,0.03695685115689582
CD202,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9663422547272578,0.03365774527274222
CD202,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9018102794418889,0.09818972055811091
CD202,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.1868105011232358,0.8131894988767644
CD202,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.17412401947228853,0.8258759805277114
CD202,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.07532246909805812,0.9246775309019419
CD202,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.15497834386885148,0.8450216561311487
EMB48,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9617245269169691,0.03827547308303091
EMB48,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9690189696115309,0.03098103038846915
EMB48,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9643253689013765,0.03567463109862338
EMB48,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.938519497472193,0.06148050252780704
EMB48,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.14118061011597383,0.8588193898840264
EMB48,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.09106440419778948,0.9089355958022106
EMB48,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.24046015507840443,0.7595398449215955
EMB48,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.04443101503754163,0.9555689849624586
