interval_label,threshold,rank,region_start,region_end,n_components,rmsecv,r2cv,auc,accuracy
thr_0p01_rank_09_1122_1193,0.01,9,1122,1193,14,0.4183098773760951,0.30006365274551783,0.8222606246799795,0.7367205542725174
thr_0p01_rank_09_1122_1193,0.01,9,1122,1193,15,0.4183629465161539,0.29988604576912703,0.8220019414575866,0.7344110854503464
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,1,0.47324737141826323,0.10414292359808985,0.6834024044205496,0.6252886836027713
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,2,0.4687215315214879,0.12119581632197274,0.7021382701826251,0.6339491916859122
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,3,0.4637251870717664,0.1398312156650181,0.7098227619901006,0.6443418013856813
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,4,0.46342328690703066,0.14095084674484892,0.712546936337259,0.6564665127020786
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,5,0.4634367910460633,0.1409007806883884,0.7143843872674518,0.6628175519630485
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,6,0.463014158632867,0.14246698184423456,0.7159058179723503,0.6662817551963048
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,7,0.46305130789905036,0.14232937050018668,0.7154724569039085,0.6610854503464203
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,8,0.4635887073640967,0.1403374564820501,0.71361900494965,0.6576212471131639
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,9,0.46393775233573525,0.13904245578769492,0.7130923045741593,0.6535796766743649
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,10,0.46420687572792313,0.138043308735616,0.7124375960061444,0.6547344110854504
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,11,0.46489232350560533,0.13549589922319116,0.7105588090971156,0.6535796766743649
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,12,0.464706740315324,0.13618597474359562,0.7113788615804745,0.6524249422632794
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,13,0.46546409444982545,0.13336808480395945,0.7098760987369858,0.6524249422632794
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,14,0.4656718142712581,0.13259441913874426,0.7098334293394777,0.6564665127020786
thr_0p01_rank_10_1201_1272,0.01,10,1201,1272,15,0.46581760015438356,0.13205122421391824,0.7092813940092166,0.6524249422632794
thr_0p001_rank_01_765_985,0.001,1,765,985,1,0.4513000967338731,0.18530854547597342,0.7515014294248166,0.7107390300230947
thr_0p001_rank_01_765_985,0.001,1,765,985,2,0.3970412644911777,0.3694295739254042,0.854441350913125,0.7817551963048499
thr_0p001_rank_01_765_985,0.001,1,765,985,3,0.37391041086769405,0.44076103579620973,0.8736719150025603,0.8244803695150116
thr_0p001_rank_01_765_985,0.001,1,765,985,4,0.3662720635832987,0.46337623959242547,0.8884715288445127,0.8394919168591224
thr_0p001_rank_01_765_985,0.001,1,765,985,5,0.3573949525712768,0.48907266640064717,0.9039405188598738,0.836027713625866
thr_0p001_rank_01_765_985,0.001,1,765,985,6,0.3556202981242276,0.49413411613847225,0.9059113116572794,0.8498845265588915
thr_0p001_rank_01_765_985,0.001,1,765,985,7,0.3556033650126651,0.49418228931394603,0.9068927077999659,0.8469976905311778
thr_0p001_rank_01_765_985,0.001,1,765,985,8,0.354334692670125,0.49778502364445154,0.9087421594982081,0.8458429561200924
thr_0p001_rank_01_765_985,0.001,1,765,985,9,0.3539299296143914,0.49893174717180466,0.9095822132616489,0.8429561200923787
thr_0p001_rank_01_765_985,0.001,1,765,985,10,0.35339519691403776,0.5004446747409713,0.9105742767537122,0.8452655889145496
thr_0p001_rank_01_765_985,0.001,1,765,985,11,0.3520872968486539,0.5041354968253882,0.9119450311486601,0.8464203233256351
thr_0p001_rank_01_765_985,0.001,1,765,985,12,0.35190583831480887,0.5046464817993763,0.9130811038573136,0.848729792147806
thr_0p001_rank_01_765_985,0.001,1,765,985,13,0.3507888780220447,0.5077860269289332,0.9141531724697047,0.8452655889145496
thr_0p001_rank_01_765_985,0.001,1,765,985,14,0.35026630213520926,0.5092514528749617,0.9156319337770951,0.8383371824480369
thr_0p001_rank_01_765_985,0.001,1,765,985,15,0.3500974873387209,0.5097243824797524,0.9164746543778801,0.8383371824480369
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,1,0.34874410820538343,0.5135075931897305,0.9168040087898959,0.8406466512702079
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,2,0.33224059966670216,0.5584623807269775,0.9339291047960403,0.874133949191686
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,3,0.3289721698941487,0.5671069368420825,0.9327676971326164,0.8729792147806005
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,4,0.32689887986054994,0.5725462094963681,0.9349145011947433,0.8700923787528868
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,5,0.32668048182849335,0.5731171743272354,0.9356412143710531,0.8677829099307159
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,6,0.3270220848519175,0.57222394247026,0.9345731460146783,0.8706697459584296
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,7,0.3265754954742884,0.5733915076441107,0.9362385859361666,0.8700923787528868
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,8,0.32519281159728547,0.5769962849896352,0.9375386691414918,0.8775981524249422
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,9,0.3247703280764705,0.5780946857107134,0.9381107057518348,0.8747113163972287
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,10,0.32466934156693183,0.578357025691515,0.9381733764294248,0.8787528868360277
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,11,0.32467639764197465,0.5783386982647045,0.9376720110087046,0.8729792147806005
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,12,0.32514175845292437,0.5771290921967329,0.9374653311145247,0.8700923787528868
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,13,0.3255673909227111,0.576021234518366,0.9369359639016897,0.8683602771362586
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,14,0.3259492037911355,0.575026199531786,0.9367279505888376,0.8683602771362586
thr_0p001_rank_02_2018_2238,0.001,2,2018,2238,15,0.3266710153545489,0.5731419141988877,0.9360319060419867,0.8643187066974596
thr_0p001_rank_03_352_553,0.001,3,352,553,1,0.36614946762051653,0.4637354091992305,0.9067113628605563,0.836027713625866
thr_0p001_rank_03_352_553,0.001,3,352,553,2,0.36198447018134294,0.4758661778457396,0.9153559161119644,0.8389145496535797
thr_0p001_rank_03_352_553,0.001,3,352,553,3,0.3594511246521303,0.4831767993931537,0.9179214136371394,0.8342956120092379
thr_0p001_rank_03_352_553,0.001,3,352,553,4,0.3596838450418883,0.48250736634089153,0.9217349910394266,0.8406466512702079
thr_0p001_rank_03_352_553,0.001,3,352,553,5,0.3596233250607309,0.48268149709516717,0.9226350486431132,0.8406466512702079
thr_0p001_rank_03_352_553,0.001,3,352,553,6,0.3601867631170683,0.4810592148544278,0.9205829173067076,0.8435334872979214
thr_0p001_rank_03_352_553,0.001,3,352,553,7,0.35952963046629316,0.4829510215107423,0.9197641982420208,0.8400692840646651
thr_0p001_rank_03_352_553,0.001,3,352,553,8,0.35915863587068964,0.4840175450501404,0.9184761158047449,0.8394919168591224
thr_0p001_rank_03_352_553,0.001,3,352,553,9,0.35936959065297164,0.4834112339539325,0.9179360812425329,0.8383371824480369
thr_0p001_rank_03_352_553,0.001,3,352,553,10,0.3597495238438042,0.4823183592458875,0.9181894307902371,0.8400692840646651
thr_0p001_rank_03_352_553,0.001,3,352,553,11,0.36000642470035515,0.481578731622221,0.919329503754907,0.8389145496535797
thr_0p001_rank_03_352_553,0.001,3,352,553,12,0.36086171505377695,0.4791125122041957,0.9191894947943335,0.8423787528868361
thr_0p001_rank_03_352_553,0.001,3,352,553,13,0.3611552109576686,0.4782648716418816,0.9191961618876942,0.8400692840646651
thr_0p001_rank_03_352_553,0.001,3,352,553,14,0.36174971802657635,0.476545774111106,0.9178774108209593,0.8423787528868361
thr_0p001_rank_03_352_553,0.001,3,352,553,15,0.3627901266228545,0.47353048809776,0.91624263952893,0.8383371824480369
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,1,0.4133907628919419,0.31642866269477976,0.8282530081925242,0.7586605080831409
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,2,0.3676323042154344,0.4593830721295561,0.9018483849633043,0.815242494226328
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,3,0.35603534296591594,0.492952633825292,0.9104249338624337,0.8325635103926097
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,4,0.3509706659453827,0.5072757385665138,0.916606662826421,0.8377598152424942
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,5,0.33985412615882293,0.5379942275559401,0.9320556515617,0.848729792147806
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,6,0.33278088416611423,0.5570251698634395,0.9378653567161631,0.8568129330254042
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,7,0.32967918538245755,0.5652442200687054,0.9389880952380953,0.8660508083140878
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,8,0.32792440891622,0.5698600339333779,0.9410255589691073,0.8631639722863741
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,9,0.3276290173970377,0.5706346177547494,0.9421269627922855,0.8700923787528868
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,10,0.327281120173202,0.5715459882905676,0.9432950375490697,0.8735565819861432
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,11,0.3276827572528474,0.5704937515622988,0.9430776903055128,0.8724018475750578
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,12,0.32835886168271067,0.5687195315202886,0.9423069743130228,0.8729792147806005
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,13,0.3284595744800554,0.5684549300207836,0.9426763312852022,0.8712471131639723
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,14,0.3292248043954471,0.5664418002370561,0.9422963069636457,0.8695150115473441
thr_0p001_rank_04_1477_1678,0.001,4,1477,1678,15,0.3293912014542664,0.5660034308338899,0.9416269307902374,0.871824480369515
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,1,0.35893142136385353,0.48467019044399395,0.905625960061444,0.8227482678983834
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,2,0.3490063325043549,0.5127757208054935,0.9093488649940262,0.859122401847575
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,3,0.3454088207595447,0.522768440781691,0.9143345174091141,0.8700923787528868
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,4,0.33728035636786863,0.5449654178399657,0.921500309353132,0.8683602771362586
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,5,0.3309702493890021,0.5618324390467627,0.9270819999146611,0.8498845265588915
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,6,0.32196754651907933,0.585345384332906,0.938029367212835,0.8700923787528868
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,7,0.3184103356467046,0.5944572695919522,0.9421642985151051,0.875866050808314
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,8,0.31546290884180217,0.6019304894183266,0.9440617532855435,0.8775981524249422
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,9,0.31370598680970374,0.6063521157804421,0.9453031660692951,0.8799076212471132
thr_0p001_rank_05_1281_1471,0.001,5,1281,1471,10,0.3128151091341564,0.6085847423190256,0.9465245775729645,0.8804849884526559
