analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia5_BR16,dia5 - BR16,dia5,BR16,LDA,Nao irrigado,0,1.0,0.75,0.8571428571428571,4
dia5_BR16,dia5 - BR16,dia5,BR16,LDA,Irrigado,1,0.8,1.0,0.8888888888888888,4
