analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia5_BR16,dia5 - BR16,dia5,BR16,LDA,Nao irrigado,3,1
dia5_BR16,dia5 - BR16,dia5,BR16,LDA,Irrigado,0,4
