analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia5_BR16,dia5 - BR16,dia5,BR16,SVM (RBF),Nao irrigado,0,1.0,1.0,1.0,4
dia5_BR16,dia5 - BR16,dia5,BR16,SVM (RBF),Irrigado,1,1.0,1.0,1.0,4
