analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia5_BR16,dia5 - BR16,dia5,BR16,k-NN (k=5),Nao irrigado,4,0
dia5_BR16,dia5 - BR16,dia5,BR16,k-NN (k=5),Irrigado,0,4
