target,model,classe,classe_codigo,precision,recall,f1,support
condicao,k-NN (k=5),NIRR,0,0.9066666666666666,0.9444444444444444,0.9251700680272109,72
condicao,k-NN (k=5),IRR,1,0.9420289855072463,0.9027777777777778,0.9219858156028369,72
