number,objective,datetime_start,datetime_complete,duration,params_lda_shrinkage,params_lda_shrinkage_mode,params_lda_solver,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,state,accuracy,f1_macro,kappa
53,0.4257968614718615,2026-05-19 10:52:00.921962,2026-05-19 10:52:00.977185,0 days 00:00:00.055223,0.00023906781835116866,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
112,0.4257968614718615,2026-05-19 10:52:04.190708,2026-05-19 10:52:04.248515,0 days 00:00:00.057807,0.00023042226798254198,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
114,0.4257968614718615,2026-05-19 10:52:04.302655,2026-05-19 10:52:04.358498,0 days 00:00:00.055843,0.0002144094475291617,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
100,0.4257968614718615,2026-05-19 10:52:03.514280,2026-05-19 10:52:03.567420,0 days 00:00:00.053140,0.0002311222589216003,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
99,0.4257968614718615,2026-05-19 10:52:03.461526,2026-05-19 10:52:03.514280,0 days 00:00:00.052754,0.00021313288095835278,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
104,0.4257968614718615,2026-05-19 10:52:03.732430,2026-05-19 10:52:03.786420,0 days 00:00:00.053990,0.00023598329243922596,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
121,0.4257968614718615,2026-05-19 10:52:04.689753,2026-05-19 10:52:04.744978,0 days 00:00:00.055225,0.00020661539340517711,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
118,0.4257968614718615,2026-05-19 10:52:04.525122,2026-05-19 10:52:04.580697,0 days 00:00:00.055575,0.00021782704483716558,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
137,0.4257968614718615,2026-05-19 10:52:05.571005,2026-05-19 10:52:05.630204,0 days 00:00:00.059199,0.00023197912738343924,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
125,0.4257968614718615,2026-05-19 10:52:04.906719,2026-05-19 10:52:04.959647,0 days 00:00:00.052928,0.0002394369281576985,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
192,0.4257968614718615,2026-05-19 10:52:09.066058,2026-05-19 10:52:09.131808,0 days 00:00:00.065750,0.0002190372582423861,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
191,0.4257968614718615,2026-05-19 10:52:09.002478,2026-05-19 10:52:09.066058,0 days 00:00:00.063580,0.00023860492685121853,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
212,0.4257968614718615,2026-05-19 10:52:10.415335,2026-05-19 10:52:10.479314,0 days 00:00:00.063979,0.00023331846157529932,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
246,0.4257968614718615,2026-05-19 10:52:12.594095,2026-05-19 10:52:12.659687,0 days 00:00:00.065592,0.00022983869390405686,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
238,0.4257968614718615,2026-05-19 10:52:12.073945,2026-05-19 10:52:12.136330,0 days 00:00:00.062385,0.00023920430813665906,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
248,0.4257968614718615,2026-05-19 10:52:12.722919,2026-05-19 10:52:12.784102,0 days 00:00:00.061183,0.00023710016200432807,float,lsqr,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
229,0.4257968614718615,2026-05-19 10:52:11.509737,2026-05-19 10:52:11.573895,0 days 00:00:00.064158,0.00023502579128356364,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
233,0.4257968614718615,2026-05-19 10:52:11.772046,2026-05-19 10:52:11.834995,0 days 00:00:00.062949,0.00021051472590085464,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
163,0.4257968614718615,2026-05-19 10:52:07.128050,2026-05-19 10:52:07.187225,0 days 00:00:00.059175,0.0002244428541194125,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
153,0.4257968614718615,2026-05-19 10:52:06.541259,2026-05-19 10:52:06.596527,0 days 00:00:00.055268,0.00021039065704663967,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
181,0.4257968614718615,2026-05-19 10:52:08.404225,2026-05-19 10:52:08.459755,0 days 00:00:00.055530,0.00021702834268864723,float,eigen,0.45833333333333337,0.4252976190476191,0.40909090909090906,COMPLETE,0.45833333333333337,0.4252976190476191,0.40909090909090906
146,0.42429223184223186,2026-05-19 10:52:06.114962,2026-05-19 10:52:06.171139,0 days 00:00:00.056177,0.00025208480870455305,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
111,0.42429223184223186,2026-05-19 10:52:04.137023,2026-05-19 10:52:04.190708,0 days 00:00:00.053685,0.00026309976362189844,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
134,0.42429223184223186,2026-05-19 10:52:05.399869,2026-05-19 10:52:05.458062,0 days 00:00:00.058193,0.0002843954728111408,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
93,0.42429223184223186,2026-05-19 10:52:03.131775,2026-05-19 10:52:03.185243,0 days 00:00:00.053468,0.0002563323714034006,float,lsqr,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
52,0.42429223184223186,2026-05-19 10:52:00.866939,2026-05-19 10:52:00.921962,0 days 00:00:00.055023,0.00025564083991207247,float,lsqr,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
122,0.42429223184223186,2026-05-19 10:52:04.744978,2026-05-19 10:52:04.797616,0 days 00:00:00.052638,0.00030311566699168304,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
142,0.42429223184223186,2026-05-19 10:52:05.856170,2026-05-19 10:52:05.909620,0 days 00:00:00.053450,0.0002663069729809465,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
162,0.42429223184223186,2026-05-19 10:52:07.064940,2026-05-19 10:52:07.128050,0 days 00:00:00.063110,0.00028004620094231384,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
158,0.42429223184223186,2026-05-19 10:52:06.834351,2026-05-19 10:52:06.887874,0 days 00:00:00.053523,0.0002808384991158334,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
177,0.42429223184223186,2026-05-19 10:52:08.179461,2026-05-19 10:52:08.233942,0 days 00:00:00.054481,0.00027814651716265445,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
183,0.42429223184223186,2026-05-19 10:52:08.513979,2026-05-19 10:52:08.573966,0 days 00:00:00.059987,0.0002707367143180128,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
170,0.42429223184223186,2026-05-19 10:52:07.690758,2026-05-19 10:52:07.771468,0 days 00:00:00.080710,0.000269023557022801,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
151,0.42429223184223186,2026-05-19 10:52:06.426663,2026-05-19 10:52:06.483340,0 days 00:00:00.056677,0.0002725597140884491,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
222,0.42429223184223186,2026-05-19 10:52:11.060155,2026-05-19 10:52:11.124223,0 days 00:00:00.064068,0.00028249584047447334,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
221,0.42429223184223186,2026-05-19 10:52:10.997150,2026-05-19 10:52:11.060155,0 days 00:00:00.063005,0.00028392870836322867,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
226,0.42429223184223186,2026-05-19 10:52:11.316696,2026-05-19 10:52:11.384057,0 days 00:00:00.067361,0.00026906005370156143,float,eigen,0.45833333333333337,0.42379298941798943,0.40909090909090906,COMPLETE,0.45833333333333337,0.42379298941798943,0.40909090909090906
