dia,n_samples,n_bands,n_features_total,n_splits_cv,accuracy_media,accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std
dia2,24,20,26,4,0.41666666666666663,0.2151657414559676,0.30833333333333335,0.2295773536672823,0.30000000000000004,0.2581988897471611
dia3,24,20,26,4,0.5416666666666666,0.28463752127665554,0.4722222222222222,0.27777777777777773,0.45,0.34156502553198653
dia4,24,20,26,4,0.5,0.2721655269759087,0.41666666666666663,0.258597037847573,0.39999999999999997,0.3265986323710905
dia5,24,20,26,4,0.41666666666666663,0.09622504486493763,0.27777777777777773,0.11340230290662862,0.3,0.11547005383792522
dia6,24,20,26,4,0.5,0.2721655269759087,0.4444444444444444,0.2759197115879877,0.4,0.32659863237109055
dia9,24,20,26,4,0.375,0.2846375212766555,0.3055555555555556,0.25958973646067013,0.2500000000000001,0.3415650255319865
