cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.919433963219515,0.08056603678048507
BR16,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,0,1,IRR,NIRR,False,0.47548454731015377,0.5245154526898462
BR16,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.8321662598582362,0.16783374014176375
BR16,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.8695135738342548,0.13048642616574524
BR16,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.0012716440080546842,0.9987283559919453
BR16,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,1,0,NIRR,IRR,False,0.7066473416465229,0.2933526583534771
BR16,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.10944405903893839,0.8905559409610616
BR16,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.0005845752823991912,0.9994154247176008
CD202,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9862005405973338,0.013799459402666251
CD202,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9892885284258527,0.01071147157414733
CD202,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.99999995373447,4.62655299454353e-08
CD202,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999051575886755,9.48424113244905e-05
CD202,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.02747967882580804,0.972520321174192
CD202,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,1,0,NIRR,IRR,False,0.7818004825433083,0.2181995174566918
CD202,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.010462778886362045,0.989537221113638
CD202,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.014295631778235007,0.985704368221765
EMB48,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.995573720371199,0.004426279628801099
EMB48,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9794899880837579,0.020510011916242115
EMB48,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.9999999987085912,1.2914087555908654e-09
EMB48,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,0,0,IRR,IRR,True,0.5739164243010308,0.42608357569896915
EMB48,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.0009198164049036839,0.9990801835950963
EMB48,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,LDA,1,0,NIRR,IRR,False,0.9984640014364791,0.0015359985635209853
EMB48,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.006984676915236077,0.9930153230847639
EMB48,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,LDA,1,1,NIRR,NIRR,True,0.00018640245668366529,0.9998135975433163
