target,model,classe,classe_codigo,precision,recall,f1,support
cond,XGBoost,IRR,0,0.7142857142857143,0.8333333333333334,0.7692307692307693,12
cond,XGBoost,NIRR,1,0.8,0.6666666666666666,0.7272727272727273,12
