target,model,classe,classe_codigo,precision,recall,f1,support
cond,LDA,IRR,0,0.7857142857142857,0.9166666666666666,0.8461538461538461,12
cond,LDA,NIRR,1,0.9,0.75,0.8181818181818182,12
