analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia2_BR16,dia2 - BR16,dia2,BR16,LDA,Nao irrigado,0,0.5,0.5,0.5,4
dia2_BR16,dia2 - BR16,dia2,BR16,LDA,Irrigado,1,0.5,0.5,0.5,4
