analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia2_BR16,dia2 - BR16,dia2,BR16,k-NN (k=5),Nao irrigado,0,0.5,0.25,0.3333333333333333,4
dia2_BR16,dia2 - BR16,dia2,BR16,k-NN (k=5),Irrigado,1,0.5,0.75,0.6,4
