analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia6_BR16,dia6 - BR16,dia6,BR16,Random Forest,Nao irrigado,4,0
dia6_BR16,dia6 - BR16,dia6,BR16,Random Forest,Irrigado,0,4
