analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia6_BR16,dia6 - BR16,dia6,BR16,Random Forest,Nao irrigado,0,1.0,1.0,1.0,4
dia6_BR16,dia6 - BR16,dia6,BR16,Random Forest,Irrigado,1,1.0,1.0,1.0,4
