analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia9_CD202,dia9 - CD202,dia9,CD202,k-NN (k=5),Nao irrigado,0,0.8,1.0,0.8888888888888888,4
dia9_CD202,dia9 - CD202,dia9,CD202,k-NN (k=5),Irrigado,1,1.0,0.75,0.8571428571428571,4
