analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia9_CD202,dia9 - CD202,dia9,CD202,XGBoost,Nao irrigado,0,4
dia9_CD202,dia9 - CD202,dia9,CD202,XGBoost,Irrigado,0,4
