cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.8737984999220393,0.1262015000779609
BR16,IRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.8580096472583997,0.1419903527416005
BR16,IRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.5789035609294202,0.4210964390705799
BR16,IRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9556736095815737,0.044326390418426356
BR16,NIRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.12486198342733051,0.8751380165726698
BR16,NIRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.0908374094284436,0.9091625905715566
BR16,NIRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.1622703557142669,0.837729644285733
BR16,NIRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.07810762838635651,0.9218923716136435
CD202,IRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.8754341534553941,0.12456584654460595
CD202,IRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9225174733867206,0.07748252661327963
CD202,IRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9111206628153677,0.08887933718463228
CD202,IRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9605302266894165,0.03946977331058363
CD202,NIRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.3555051457651004,0.6444948542348997
CD202,NIRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.046228062519755364,0.9537719374802447
CD202,NIRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.07675181751558384,0.9232481824844161
CD202,NIRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.055792897508531926,0.9442071024914681
EMB48,IRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9294655128390893,0.07053448716091075
EMB48,IRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9266220985893844,0.07337790141061558
EMB48,IRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9393060761838908,0.06069392381610912
EMB48,IRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),0,0,IRR,IRR,True,0.9413893955066541,0.05861060449334584
EMB48,NIRR,2017-02-26,dia5,1,B1,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.13040986138520652,0.8695901386147934
EMB48,NIRR,2017-02-26,dia5,2,B2,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.048219248644825005,0.951780751355175
EMB48,NIRR,2017-02-26,dia5,3,B3,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.20772932715444858,0.7922706728455513
EMB48,NIRR,2017-02-26,dia5,4,B4,unico,unico,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.07017482005896843,0.9298251799410318
