analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia6,dia6,dia6,XGBoost,Nao irrigado,0,1.0,0.9166666666666666,0.9565217391304348,12
dia6,dia6,dia6,XGBoost,Irrigado,1,0.9230769230769231,1.0,0.96,12
