analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia6,dia6,dia6,LDA,Nao irrigado,0,1.0,1.0,1.0,12
dia6,dia6,dia6,LDA,Irrigado,1,1.0,1.0,1.0,12
