cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-27,dia6,1,B1,BR16_IRR_B1,dia6,dia6,XGBoost,1,1,0.8782244,True
BR16,IRR,2017-02-27,dia6,2,B2,BR16_IRR_B2,dia6,dia6,XGBoost,1,1,0.8782244,True
BR16,IRR,2017-02-27,dia6,3,B3,BR16_IRR_B3,dia6,dia6,XGBoost,1,1,0.8834844,True
BR16,IRR,2017-02-27,dia6,4,B4,BR16_IRR_B4,dia6,dia6,XGBoost,1,1,0.8915439,True
BR16,NIRR,2017-02-27,dia6,1,B1,BR16_NIRR_B1,dia6,dia6,XGBoost,0,0,0.11332735,True
BR16,NIRR,2017-02-27,dia6,2,B2,BR16_NIRR_B2,dia6,dia6,XGBoost,0,0,0.11332735,True
BR16,NIRR,2017-02-27,dia6,3,B3,BR16_NIRR_B3,dia6,dia6,XGBoost,0,1,0.79912883,False
BR16,NIRR,2017-02-27,dia6,4,B4,BR16_NIRR_B4,dia6,dia6,XGBoost,0,0,0.12894382,True
CD202,IRR,2017-02-27,dia6,1,B1,CD202_IRR_B1,dia6,dia6,XGBoost,1,1,0.87413555,True
CD202,IRR,2017-02-27,dia6,2,B2,CD202_IRR_B2,dia6,dia6,XGBoost,1,1,0.87779576,True
CD202,IRR,2017-02-27,dia6,3,B3,CD202_IRR_B3,dia6,dia6,XGBoost,1,1,0.87779576,True
CD202,IRR,2017-02-27,dia6,4,B4,CD202_IRR_B4,dia6,dia6,XGBoost,1,1,0.8935025,True
CD202,NIRR,2017-02-27,dia6,1,B1,CD202_NIRR_B1,dia6,dia6,XGBoost,0,0,0.17180844,True
CD202,NIRR,2017-02-27,dia6,2,B2,CD202_NIRR_B2,dia6,dia6,XGBoost,0,0,0.12631446,True
CD202,NIRR,2017-02-27,dia6,3,B3,CD202_NIRR_B3,dia6,dia6,XGBoost,0,0,0.12631446,True
CD202,NIRR,2017-02-27,dia6,4,B4,CD202_NIRR_B4,dia6,dia6,XGBoost,0,0,0.11415445,True
EMB48,IRR,2017-02-27,dia6,1,B1,EMB48_IRR_B1,dia6,dia6,XGBoost,1,1,0.8906285,True
EMB48,IRR,2017-02-27,dia6,2,B2,EMB48_IRR_B2,dia6,dia6,XGBoost,1,1,0.8935025,True
EMB48,IRR,2017-02-27,dia6,3,B3,EMB48_IRR_B3,dia6,dia6,XGBoost,1,1,0.89153993,True
EMB48,IRR,2017-02-27,dia6,4,B4,EMB48_IRR_B4,dia6,dia6,XGBoost,1,1,0.8643879,True
EMB48,NIRR,2017-02-27,dia6,1,B1,EMB48_NIRR_B1,dia6,dia6,XGBoost,0,0,0.12631446,True
EMB48,NIRR,2017-02-27,dia6,2,B2,EMB48_NIRR_B2,dia6,dia6,XGBoost,0,0,0.12893921,True
EMB48,NIRR,2017-02-27,dia6,3,B3,EMB48_NIRR_B3,dia6,dia6,XGBoost,0,0,0.11431985,True
EMB48,NIRR,2017-02-27,dia6,4,B4,EMB48_NIRR_B4,dia6,dia6,XGBoost,0,0,0.11415445,True
