cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.499127792381792,0.2538036867105296,0.24706852090767836
BR16,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),0,2,BR16,EMB48,False,0.39058540783002993,0.3764186521988299,0.2329959399711401
BR16,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),0,1,BR16,CD202,False,0.23170093911574877,0.34146771393153624,0.4268313469527151
BR16,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),0,2,BR16,EMB48,False,0.1889064605815238,0.4372546241284153,0.373838915290061
BR16,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),0,1,BR16,CD202,False,0.3986559870021302,0.22910200055584684,0.37224201244202293
BR16,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.4756799381930617,0.2825296883132264,0.24179037349371185
BR16,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.6047262828529869,0.21040115782768962,0.1848725593193235
BR16,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.5386920092158328,0.22347438081803,0.237833609966137
CD202,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.2791278167000417,0.4647012648923847,0.25617091840757344
CD202,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.3631253351155153,0.3732074991976187,0.2636671656868658
CD202,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.33058373932605084,0.2917434293676538,0.37767283130629536
CD202,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.22945846236088502,0.5120402762982214,0.2585012613408937
CD202,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.17121051897365436,0.37740782008385093,0.45138166094249493
CD202,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.18166450687611158,0.31069563196947314,0.5076398611544152
CD202,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),1,0,CD202,BR16,False,0.3632870534664385,0.3235565687857293,0.31315637774783217
CD202,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.18355411141577002,0.26771848093890294,0.5487274076453268
EMB48,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),2,0,EMB48,BR16,False,0.3360904759149004,0.295196421062207,0.3687131030228925
EMB48,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.4045333044239482,0.29245193181230766,0.30301476376374376
EMB48,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.20682284586344968,0.37590573736625926,0.41727141677029095
EMB48,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),2,0,EMB48,BR16,False,0.41314708207384904,0.3240710988209071,0.2627818191052439
EMB48,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.2818775530802094,0.3138808537039691,0.40424159321582176
EMB48,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.15629913128556813,0.23234843478597442,0.6113524339284575
EMB48,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.19471898784719957,0.2829982763379899,0.5222827358148107
EMB48,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.17711059086370284,0.3824695650502604,0.44041984408603674
