target,model,classe,classe_codigo,precision,recall,f1,support
gen,Random Forest,BR16,0,0.875,0.875,0.875,8
gen,Random Forest,CD202,1,0.5,0.375,0.42857142857142855,8
gen,Random Forest,EMB48,2,0.5,0.625,0.5555555555555556,8
