target,model,classe,classe_codigo,precision,recall,f1,support
gen,k-NN (k=5),BR16,0,0.46153846153846156,0.75,0.5714285714285714,8
gen,k-NN (k=5),CD202,1,0.0,0.0,0.0,8
gen,k-NN (k=5),EMB48,2,0.3333333333333333,0.25,0.2857142857142857,8
