target,model,classe,classe_codigo,precision,recall,f1,support
gen,LDA,BR16,0,0.6666666666666666,0.75,0.7058823529411765,8
gen,LDA,CD202,1,0.5555555555555556,0.625,0.5882352941176471,8
gen,LDA,EMB48,2,0.3333333333333333,0.25,0.2857142857142857,8
