target,model,classe,precision,recall,f1,support
condicao,Random Forest,NIRR,0.9583333333333334,0.9583333333333334,0.9583333333333334,72
condicao,Random Forest,IRR,0.9583333333333334,0.9583333333333334,0.9583333333333334,72
