target,model,classe,classe_codigo,precision,recall,f1,support
cond,SVM (RBF),IRR,0,1.0,0.8333333333333334,0.9090909090909091,12
cond,SVM (RBF),NIRR,1,0.8571428571428571,1.0,0.9230769230769231,12
