target,model,real,IRR|BR16,IRR|CD202,IRR|EMB48,NIRR|BR16,NIRR|CD202,NIRR|EMB48
condicao_genotipo,k-NN (k=5),IRR|BR16,12,5,5,2,0,0
condicao_genotipo,k-NN (k=5),IRR|CD202,4,4,15,0,1,0
condicao_genotipo,k-NN (k=5),IRR|EMB48,2,6,15,0,1,0
condicao_genotipo,k-NN (k=5),NIRR|BR16,2,1,0,13,6,2
condicao_genotipo,k-NN (k=5),NIRR|CD202,0,0,0,6,12,6
condicao_genotipo,k-NN (k=5),NIRR|EMB48,0,0,0,2,8,14
