sample_id,data_coleta_iso,genotipo_normalizado,condicao_normalizada,turno,PC1,PC2,PC3,PC4,PC5
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,manha,-0.32060117950310985,-0.6363836953733374,15.43881786363006,4.701043771721959,8.265173878045573
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,manha,-3.707007966862472,0.18003342772514216,14.459271893935695,4.840610953219169,8.10669988721396
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,manha,-6.7946108855592815,1.3523170199785397,13.930229739345608,4.540360804030752,8.238606432598077
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,manha,-9.16117521896196,1.7542643328174536,13.121257860368784,4.952801053636683,7.8568481237674535
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,manha,-13.829457720654261,-34.57967953395738,15.889783305696968,8.492629683174838,0.2627145549991702
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,manha,-12.059840965667776,-33.72988510059657,15.873775579778556,8.154603212106798,0.9501696662896433
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,manha,-10.19364760325285,-32.97599021950504,15.844478625808259,8.172338917338664,1.345340863576379
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,manha,-8.657493880356956,-32.259093635226684,16.305473576480853,7.8334797221973735,1.5683796261107537
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,manha,22.758290138942538,-6.816158409446769,-5.450281155257568,6.212026681941903,6.692549045574931
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,manha,25.650397289610645,-5.920378683269204,-3.7320647834909324,6.2241417461791455,6.896203900408339
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,manha,26.806481454957318,-5.182174050868149,-3.9328510209092316,6.299743792573751,6.607320013968918
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,manha,28.567296327260227,-3.7275359085444415,-3.984419124130626,5.927953180134701,6.682021527632982
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,manha,-36.29646239759741,14.558343003384877,-6.469709402302266,1.9449382843958525,5.11734559386858
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,manha,-36.210561971830806,14.42747914795235,-6.017710805840146,2.3010156957491033,5.013049834655702
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,manha,-35.74781831837809,13.131435822971255,-6.015120080535239,2.3772269278828175,5.181877433817461
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,manha,-35.76172100250206,11.043036463613033,-6.55890515868057,2.8710330209464314,5.214065789339075
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,manha,-19.04600322903104,-0.3895927782065099,15.177596001735344,1.0570297719508892,5.166800591799279
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,manha,-17.391328165391585,-0.38041844487269033,15.637654964321898,1.3689378550756337,5.058925216517137
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,manha,-22.168909329549606,-4.563930907366291,13.76611821153242,2.8812282229766115,4.645053190825169
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,manha,-23.225846038264223,-6.023248199781992,13.204770872113889,3.48202012769825,4.667592160238369
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,manha,64.47815225723517,31.456319062175027,8.361214660450392,8.51207128513847,-0.00944094250518295
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,manha,65.05725491777261,32.294447993616,8.098511648602624,8.306070823707579,0.03381572643389556
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,manha,66.87012584799294,33.638611308310246,8.432333615690577,7.92255955801745,-0.22128986282617383
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,manha,68.11135865254717,34.49039563173319,8.224997686606002,7.948742784658117,-0.5808100454745796
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,manha,79.58143179354504,20.642956214514616,19.898098919625816,2.838313901407995,3.5465520324329196
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,manha,80.01010944522767,21.219900608204213,20.191975059960676,3.233886807909132,3.1875015714962975
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,manha,81.67131126189683,22.314824931926733,20.40406823225467,3.2095340465505315,3.04235964828537
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,manha,83.80833867232072,23.618046717264523,20.216123104010514,3.1995879790528576,3.0436831446346635
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,manha,1.8147333692302559,4.96567693679043,-9.862162560016412,-6.207337951922125,3.421981762277253
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,manha,0.4566598937967886,5.503813755397134,-10.088300975636045,-5.820779092451243,3.243051448360853
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,manha,-2.1174588688334537,6.223666761848289,-10.324845923812171,-5.946495585712276,2.884256205927746
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,manha,-4.906629821190837,7.163305993414915,-11.219640287065678,-5.974406540709867,2.9998844472933057
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,manha,9.685721302471276,-20.591571407205798,2.7329099328809936,-5.306798154842596,-1.5285044393466212
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,manha,11.40445585842352,-20.128103205152136,3.2680229380146613,-5.2567929102886595,-1.3847995543415512
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,manha,12.713543550550575,-18.92921679153086,3.0683260532307592,-5.604392921631966,-1.1060487755422426
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,manha,13.873863986081126,-18.256179080538733,2.5852375246482238,-5.45857528814409,-0.866051210434604
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,manha,47.703059722756414,-25.029940330674787,20.162235409337445,-7.671563776725902,5.518362980405157
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,manha,38.35012547089,-24.216368373400392,11.911146819608566,-7.143444548503899,4.432908368051321
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,manha,41.07488239333131,-22.663293767612814,11.602798524149808,-7.495190911402431,4.517666854286286
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,manha,43.070378787454516,-21.04722626150235,11.739460680101448,-8.071599156604684,4.625747737409084
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,manha,65.42424109506774,1.1073122424127042,9.576085174309442,-6.291700767556943,6.710994854796114
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,manha,66.90248651285836,2.015145348800419,10.098422669372901,-6.425168443576221,6.838327652907595
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,manha,68.52729168140552,2.5891620170630048,10.258123191277253,-6.285697085359937,6.912619300970759
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,manha,69.5849692117046,3.3188779210695913,10.202891364601472,-6.4198488938652805,7.011329474817729
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,manha,-55.76387067530573,3.4670654881082292,-5.964721619688599,8.162573778181372,2.179722922293031
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,manha,-57.96772039265496,4.162730779585914,-5.678024053030581,8.030147967986023,2.1780227325598265
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,manha,-60.07140387061968,4.758378965363035,-6.044525884416216,8.126938292847498,1.9952825293661218
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,manha,-61.427812451988906,5.628991505678385,-5.290970411962707,7.8039516449555295,2.1651222602044196
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,manha,-41.1367334208168,10.214539233339611,-1.7062099224110416,-1.7291955194625919,2.913818015442825
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,manha,-41.64572944856399,10.102885592085356,-1.5839128670428388,-1.5720948476374865,3.142523073692855
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,manha,-43.58011101983141,9.341074298339686,-2.457229255909946,-1.399603672911492,3.3309169579766427
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,manha,-44.51572087725343,8.790225223084677,-2.8714023190027933,-1.124849249437411,3.1224760809356504
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,manha,30.589153212913057,-3.513249218530518,2.037170708857682,6.8938680974313735,5.82160630066636
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,manha,32.411552751687665,-2.5106687366453855,1.9384484170788507,7.164182816368889,6.060114572765233
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,manha,34.00461140150236,-1.4550215264433832,1.7843818254455397,7.319088688834539,5.721249513000124
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,manha,35.44481061485704,-0.35099529803865637,1.9344941156322175,7.215240400939077,5.649998504504078
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,manha,-2.5451498721771078,-18.311984748063946,-4.446430989535755,3.7169252676248656,2.974695252293588
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,manha,-0.4187697111018416,-17.523826910456663,-3.831061305335497,3.3949588553426424,3.313785444620489
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,manha,2.834706183507392,-16.348757796269403,-2.9701180397164877,3.051991839379398,3.450392296720142
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,manha,5.057300122084158,-15.33327170186109,-2.5940832257090936,3.001838829359713,3.155935126332927
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,manha,-42.51193417638677,36.03197733582288,-24.80923361955728,-1.7063244703303881,2.614249237812153
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,manha,-41.45988779317621,36.14957048267825,-24.014056012665996,-1.4735130115470059,2.164661704271691
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,manha,-42.07168131244539,35.996549866715554,-24.104869838362866,-1.4165970126501433,2.3488851346231674
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,manha,-42.78605180909914,35.664927456857264,-24.454360924446576,-1.0918101153243895,2.205822803133339
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,manha,-42.95243397848392,20.015888526056933,-15.75906878239921,1.3202484907681435,1.115001679048417
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,manha,-43.863137450168985,19.687343496825022,-15.977597867848546,1.5333843355547303,0.9832433245873905
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,manha,-45.07301156793476,19.31290327257113,-16.391432158735405,1.7319018636009438,0.8042888107503566
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,manha,-45.40352105202711,18.926789621366424,-16.77072131911415,1.9230017745564425,0.6510927417840056
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,manha,9.248322397764854,-12.360161911920281,0.45557318735894003,4.498112742151005,2.5799833104713916
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,manha,11.520977397159026,-11.25245015876569,0.7231369179466414,4.306479325952668,2.8112354140757816
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,manha,13.599380487921826,-10.074483030329334,1.034947417433434,4.108541293414059,2.779850114707406
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,manha,15.543695294489982,-9.006223760329565,1.1266776157371805,4.096833021037845,2.856990636427195
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,manha,21.827124919110982,1.9416799316162023,-16.70002403132273,-2.7603799291096474,-0.049633609273091926
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,manha,21.94813971275224,2.8968224273944845,-17.044107497015304,-3.106094360442017,0.19904495814140974
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,manha,24.262017604569316,4.121554721815058,-16.451402401167282,-3.4760365093954806,0.22103347062736967
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,manha,27.171801508981,5.291467647719451,-15.444927337627771,-3.8080751612812964,0.1357858920526034
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,manha,-36.45757069333641,-5.68540903690635,-8.955627714615185,-5.212977948839024,2.9189443562371586
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,manha,-40.39812560530703,-2.144906370473972,-7.252664769389905,-5.689450103399437,3.1463000442562894
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,manha,-44.03036037078046,0.22508671464612717,-5.895669981089695,-5.634285545243582,3.2582353636407704
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,manha,-47.37974040067188,2.2871097153272273,-4.723370667503228,-5.826147593388513,3.2671560188512907
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,manha,26.171123033777118,-8.28204761392428,-6.990835091652068,-9.81928609833835,5.037224600681319
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,manha,22.987939675822293,-6.099610136832766,-8.187936959404162,-9.685618934220765,5.092153083344002
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,manha,18.712567911418425,-4.364681725072617,-9.16817950779215,-9.498055104382221,5.080091552932597
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,manha,15.15478380695283,-2.7785042459190152,-9.672429412715308,-9.26386611808404,5.062602469345431
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,manha,10.832188649365882,1.113476589380537,-21.511129339924583,-0.7374703602396412,1.635046609680151
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,manha,13.537756360722698,2.0581159218694176,-20.464562090866764,-1.2346345492603645,1.476636370144399
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,manha,15.726082641041897,3.3566826904914513,-20.744851683054957,-1.0778251725545027,1.2402633402883239
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,manha,18.072948317714587,5.040047316676376,-20.571730086128525,-1.4438524311196115,1.6697888974733697
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,manha,-3.4920202172382715,-8.930198313744164,-18.6929362584818,2.2557371054222894,2.2516215743886363
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,manha,-3.7133332171873406,-8.186173239708316,-19.015872830085343,2.1299854902742945,2.5089639157223913
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,manha,-3.629152157697421,-7.658453851791663,-19.27715417249973,2.065235921179616,2.456589953936965
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,manha,-3.48161169276515,-7.231978304503044,-19.627284261878554,2.057831105788013,2.3961593993485835
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,manha,-48.700109097697,13.082608722470802,10.069974825406206,9.87202303864414,4.120365350887003
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,manha,-50.746499841854764,13.081810757328702,9.65902426987406,9.916882016198091,4.02238294580391
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,manha,-52.22197046357119,13.102854324336244,9.399584796911178,10.048556458459188,3.831761466136093
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,manha,-53.328072961552685,13.118487369616119,9.386000090884664,10.176456067224194,3.6120209586204175
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,manha,-46.17704487361738,7.770695601118193,9.953138427519313,6.735722496491781,3.07293784999271
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,manha,-49.27089657553301,7.302292260217129,9.158816628768495,7.250665881906069,2.9774498044500524
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,manha,-50.92578437760717,6.959554459660397,8.965578763207546,7.490633484691007,3.105831225074661
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,manha,-52.19366119181283,6.681514395231464,8.70204375032544,7.743440672107986,2.970720614708583
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,manha,31.397331470183556,-4.1199955394872045,1.0204773134252463,1.8176416764513865,4.729993357107708
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,manha,29.84827642933616,-3.663021155639049,0.23631146680971093,2.169291897756411,4.182037194348748
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,manha,29.4169333138124,-2.9498278886828513,-0.13089406534756687,2.0627954623528115,4.092012799326032
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,manha,29.93113376949645,-2.414065419065349,-0.3760616802622548,2.04985145722712,3.853511829913172
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,manha,79.8897218865181,46.12631657659933,0.2986544759609699,7.450893125009416,-1.0970737275424487
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,manha,80.2692921027534,47.622604623791204,-0.6285308976977575,7.621335853736887,-0.7787671972950339
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,manha,82.05576675199475,48.77783250586186,-0.4203325696193245,7.640011333514505,-1.1428768721584437
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,manha,83.1660793409601,49.975445742835966,-0.33868930424128635,7.403153332292667,-1.3914125204879677
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,manha,-46.64445452003176,25.400449689159284,-19.828580632897836,-2.8765476086289676,2.4364906557121864
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,manha,-48.92100663105675,26.437720458820273,-19.052995742795378,-2.832804399030955,2.329704567695749
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,manha,-50.365260330266075,27.02925818710202,-18.433351518939705,-2.642440001466988,2.005796743100733
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,manha,-51.880249237143055,27.37953207101321,-18.096822648596866,-2.7550131762545336,2.1144554843926198
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,manha,-69.230582271027,8.846704650962709,-6.493433102049812,4.4577285329870815,0.9597111754310048
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,manha,-69.89194680630669,7.7279465703758365,-6.553981434312961,4.917058262604832,0.9084769505086477
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,manha,-71.0779243287697,6.745591550967677,-7.475686213422382,5.1066504515245885,0.79871383850641
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,manha,-72.45611574420403,5.778157566845786,-8.683817290088893,5.224904470015516,0.7636424799214755
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,manha,23.628779054096686,-0.14786211046828568,6.267517418641557,10.423125335029102,-1.3507499238404257
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,manha,24.978841313193715,1.5419577843497105,5.61339823929496,10.192590728770583,-0.6051659342879427
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,manha,26.50073042699919,1.7133827342169472,7.232400664500354,10.316059386061218,-1.3746706341126953
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,manha,27.241538369304976,2.5530055138527747,5.900228373418034,10.366494022459358,-0.5197416831378255
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,manha,69.12254086297068,42.75344818468901,13.194220336819127,18.757756108357075,-7.535498861505737
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,manha,69.91181438979405,43.751104878609574,12.774625921805823,18.887715273522783,-7.760262270914716
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,manha,70.85090311748625,44.820693587264444,11.542969468950984,18.802538776295204,-7.475943211640877
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,manha,71.87760883097764,45.78621858355949,11.899653117079037,18.66089400117986,-7.569803038692292
B4_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,manha,-40.55637327972705,3.102981146341556,-10.32597799965882,-7.922983416174134,-2.737415752184856
B4_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,manha,-40.098112551865626,3.1313716191789567,-9.397530165261148,-7.7137274667235145,-2.9024197832566316
B4_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,manha,-41.05243245235225,3.4686792833188806,-9.157393426859901,-7.758450368101392,-2.807862645379328
B4_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,manha,-42.42821087766689,3.49123954626493,-9.663434815387223,-7.425718969082234,-2.8581358280263576
B4_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,manha,-43.80104775212273,10.844479264365074,-7.3469586469128165,-6.588628979594447,-0.22667313047381893
B4_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,manha,-45.57733309162009,10.301192348561182,-7.90468245612257,-6.274126058266515,-0.30439252629455804
B4_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,manha,-47.35550258292876,10.258724242744421,-8.161909145301795,-5.998089298706237,-0.3777147268315089
B4_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,manha,-49.328935367830276,10.51271388612902,-8.333301769640292,-5.760861640249267,-0.4595399462505618
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,manha,55.88935009113512,2.544121726592923,-8.521245925671257,-13.61252413779563,-1.3816673294757411
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,manha,55.20315794213326,1.9763861637849784,-8.655737697395953,-13.224587139288852,-2.8167504725079016
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,manha,55.35225573443515,2.583704872288495,-8.75559944654224,-13.461737170856626,-2.823748320998592
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,manha,58.733508743942764,3.812961288823047,-8.045164600511383,-13.639965764215441,-2.5847209152525332
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,manha,22.946854264729403,-8.957181274413491,-8.76585159435881,-1.2645081623085377,-2.707552991049095
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,manha,22.86272625228841,-8.155181212397764,-9.21929990887392,-1.005105264868135,-2.9749365704832256
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,manha,23.67149645437408,-6.6412143410949,-9.840512857741254,-1.1190453514882237,-2.993526338296488
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,manha,25.248264731116393,-5.19274034571439,-10.192951238523356,-1.1241935480141123,-2.898708771091619
B4_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,manha,-48.32843801039311,-17.465820935646143,-0.7732963800964268,1.123226868963882,2.233985124050251
B4_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,manha,-53.227541409398015,-14.892270542317018,-0.944472942419129,0.8249460014035171,2.4976473090715596
B4_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,manha,-57.346597901998095,-12.781602794529467,-0.8921188046296457,1.0598750215414212,2.25142576668151
B4_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,manha,-61.159492621705944,-11.321601718902288,-0.7123778984281707,1.1279150236846551,1.9971215590000944
B4_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,manha,-54.28430600798671,-1.6755020511489525,5.1029392000490175,-1.3133953174713866,0.8064136930690734
B4_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,manha,-54.747541685979535,-0.5653622812355774,5.732387020321388,-1.7272682080886663,1.0199682798341851
B4_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,manha,-56.12977349982191,-0.0643359751067218,5.821251124762117,-1.5969280112137374,0.9447717366899503
B4_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,manha,-58.40332853775598,0.2584976784918839,5.833846165750871,-1.5200317332863478,0.8650810458340312
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,manha,32.199409499856685,12.741749322385484,-7.121273585469506,-0.4663335241538533,0.7118011855817974
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,manha,33.21457884145024,13.522033853097856,-7.206960834222771,-0.48372755888595853,0.5428817355900845
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,manha,33.95682272484272,14.316207406694494,-6.922574967313594,-0.7883928835761819,0.14819885932257928
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,manha,32.61724013115338,15.147948898643481,-9.544831415741205,-0.750503494980038,0.16630911794758457
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,manha,7.544252733126239,-1.3393333010403203,-6.3369793698540295,5.486380728404659,2.6899129924555596
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,manha,8.282109733135146,-0.8650543681279358,-6.663693309980375,5.6077521546150955,2.493895565168336
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,manha,9.59161642166349,0.19509104948865802,-6.20298231545808,5.074637563039735,2.7393087539649374
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,manha,11.178077265495228,0.4413303655184877,-5.914574319847626,5.1677488476059095,2.554599960568872
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,manha,-35.69400008029656,20.68671235259823,-1.7097570357085012,-1.3315672527491331,-4.42992051180915
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,manha,-37.420900270348326,19.936508984015077,-1.8259579519675813,-1.150355419450638,-4.344338471935599
