target,model,classes,n_classes,n_samples,n_groups,cv_splits,n_bandas,bandas,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std,roc_auc_media,roc_auc_std,experiment_variant,augmentation_method,copies_per_sample,noise_std_fraction,scale_range,offset_std_fraction,clip_to_train_range,analysis_source
condicao,k-NN (k=5),NIRR; IRR,2,144,8,4,5,band_400|band_579|band_1580|band_530|band_739,0.9236111111111112,0.06944444444444442,0.9236111111111112,0.06944444444444446,0.9232934248414124,0.06967045619183777,0.8472222222222222,0.13888888888888884,0.9876543209876543,0.01588831811880708,baseline,none,0,0.0,0.0,0.0,False,cond
