target,model,classes,n_classes,n_samples,n_groups,cv_splits,n_bandas,bandas,accuracy_media,accuracy_std,balanced_accuracy_media,balanced_accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std,roc_auc_media,roc_auc_std,experiment_variant,augmentation_method,copies_per_sample,noise_std_fraction,scale_range,offset_std_fraction,clip_to_train_range,analysis_source
condicao,SVM (RBF),NIRR; IRR,2,144,8,4,5,band_400|band_579|band_1580|band_530|band_739,0.9305555555555556,0.03586095690932795,0.9305555555555556,0.03586095690932795,0.9304051065660972,0.035972097372876474,0.861111111111111,0.07172191381865585,0.992283950617284,0.007347148589035886,baseline,none,0,0.0,0.0,0.0,False,cond
