cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_NIRR,prob_IRR
CD202,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.998511042088233,0.001488957911767002
CD202,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9369914417016092,0.06300855829839086
EMB48,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.023713527666854972,0.976286472333145
EMB48,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.02427254910352894,0.9757274508964711
EMB48,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.03743425964924918,0.9625657403507508
EMB48,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.21094529309307375,0.7890547069069263
EMB48,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.999251321942574,0.0007486780574259997
EMB48,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9211992814986724,0.07880071850132762
EMB48,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9999768441374437,2.3155862556331317e-05
EMB48,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9986484622072567,0.0013515377927433008
BR16,IRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.003316605303268938,0.9966833946967311
BR16,IRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0654063378027675,0.9345936621972325
BR16,IRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.07440836380817151,0.9255916361918285
BR16,IRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0005588102122374705,0.9994411897877625
BR16,NIRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.8944767019869663,0.1055232980130337
BR16,NIRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.7058814434211426,0.29411855657885744
BR16,NIRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.8454644692289792,0.1545355307710208
BR16,NIRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9643032288180916,0.03569677118190838
CD202,IRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.000538673353571717,0.9994613266464283
CD202,IRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.04285498236090557,0.9571450176390944
CD202,IRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0002465673795043477,0.9997534326204957
CD202,IRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0003423367476893535,0.9996576632523106
CD202,NIRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.8948823320423962,0.10511766795760379
CD202,NIRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,0,1,NIRR,IRR,False,0.40486396985082784,0.5951360301491722
CD202,NIRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9736454695341379,0.026354530465862062
CD202,NIRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.8704343101756549,0.12956568982434513
EMB48,IRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,8.919191122669368e-05,0.9999108080887733
EMB48,IRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0014069753580372435,0.9985930246419628
EMB48,IRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.00010672606707817778,0.9998932739329218
EMB48,IRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.003646218004062729,0.9963537819959373
EMB48,NIRR,2017-02-25,dia4,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9892520238645122,0.010747976135487891
EMB48,NIRR,2017-02-25,dia4,2,B2,unico,unico,condicao,LDA,0,1,NIRR,IRR,False,0.3235975098692271,0.6764024901307729
EMB48,NIRR,2017-02-25,dia4,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9753949370584991,0.024605062941500895
EMB48,NIRR,2017-02-25,dia4,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9360434662936776,0.06395653370632236
BR16,IRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,8.898242214505636e-06,0.9999911017577855
BR16,IRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.06224278364132496,0.937757216358675
BR16,IRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.04469045233483504,0.955309547665165
BR16,IRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.000355220705757997,0.999644779294242
BR16,NIRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.95674133018801,0.043258669811990016
BR16,NIRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9978942923176578,0.0021057076823422227
BR16,NIRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9736619627460436,0.026338037253956437
BR16,NIRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9974887133672603,0.0025112866327396855
CD202,IRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0062762170086057,0.9937237829913943
CD202,IRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0011707982430659847,0.998829201756934
CD202,IRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0006812105932507695,0.9993187894067492
CD202,IRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.00030926371958794885,0.999690736280412
CD202,NIRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9752155232539447,0.02478447674605532
CD202,NIRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9958562424602307,0.0041437575397692715
CD202,NIRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9981949196817688,0.0018050803182312278
CD202,NIRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9955483093266202,0.004451690673379851
EMB48,IRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.007555239567593075,0.9924447604324069
EMB48,IRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.009786971099103758,0.9902130289008962
EMB48,IRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0003089486554845866,0.9996910513445154
EMB48,IRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,6.703231310301039e-05,0.999932967686897
EMB48,NIRR,2017-02-26,dia5,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9993254777206488,0.0006745222793511944
EMB48,NIRR,2017-02-26,dia5,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9957896343924176,0.004210365607582337
EMB48,NIRR,2017-02-26,dia5,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9998991287498726,0.0001008712501273125
EMB48,NIRR,2017-02-26,dia5,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9990761424354477,0.0009238575645522703
BR16,IRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,5.241470783046154e-05,0.9999475852921695
BR16,IRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,8.767027775258285e-05,0.9999123297222474
BR16,IRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0003320282233088001,0.9996679717766912
BR16,IRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0003586131786931235,0.9996413868213069
BR16,NIRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9760070090990692,0.023992990900930728
BR16,NIRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9661153231764344,0.03388467682356552
BR16,NIRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.996613667840805,0.0033863321591950444
BR16,NIRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9984415640641362,0.001558435935863769
CD202,IRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,9.026442752935182e-05,0.9999097355724706
CD202,IRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.000508531779035204,0.9994914682209648
CD202,IRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.006365618299000064,0.9936343817009999
CD202,IRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.0006591543250755727,0.9993408456749244
CD202,NIRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9715655051766051,0.028434494823394895
CD202,NIRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9819083605052812,0.01809163949471881
CD202,NIRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9979035251353331,0.0020964748646668755
CD202,NIRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9940377087253783,0.005962291274621721
EMB48,IRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,1,1,IRR,IRR,True,1.1763914467222136e-05,0.9999882360855328
EMB48,IRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.003933569740559362,0.9960664302594406
EMB48,IRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,1,1,IRR,IRR,True,2.7639346204089144e-05,0.9999723606537959
EMB48,IRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,1,1,IRR,IRR,True,0.01483042663325318,0.9851695733667468
EMB48,NIRR,2017-02-27,dia6,1,B1,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9987147546077695,0.0012852453922305234
EMB48,NIRR,2017-02-27,dia6,2,B2,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9936795900938418,0.00632040990615822
EMB48,NIRR,2017-02-27,dia6,3,B3,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.999964802999727,3.519700027301732e-05
EMB48,NIRR,2017-02-27,dia6,4,B4,unico,unico,condicao,LDA,0,0,NIRR,NIRR,True,0.9999156758561831,8.432414381685907e-05
BR16,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.42716613116184643,0.5728338688381536
BR16,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.2879625746382348,0.7120374253617652
BR16,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.12640174533552828,0.8735982546644717
BR16,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,1,1,IRR,IRR,True,0.020846278041438904,0.9791537219585611
BR16,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9799197388497033,0.020080261150296725
BR16,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9149156000734715,0.08508439992652851
BR16,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.847746481240564,0.1522535187594361
BR16,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,condicao,LDA,0,0,NIRR,NIRR,True,0.9108429387453977,0.08915706125460231
