target,model,classe,classe_codigo,precision,recall,f1,support
condicao,LDA,NIRR,0,0.875,0.9722222222222222,0.9210526315789473,72
condicao,LDA,IRR,1,0.96875,0.8611111111111112,0.9117647058823529,72
