wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1850,irrigado,0.9878575040,0.0002050593,0.0002050593,-1.0252709199
1617,irrigado,0.9158184998,0.0012900434,0.0012900434,-1.0260930591
1581,nao_irrigado,0.9323843437,-0.0010353815,0.0010353815,-1.0279526840
566,nao_irrigado,0.9655477602,-0.0005343047,0.0005343047,-1.0282093120
2479,nao_irrigado,0.7832596102,-0.0032833533,0.0032833533,-1.0288631040
2286,irrigado,0.8963245075,0.0015754776,0.0015754776,-1.0295560663
1196,irrigado,0.7740705447,0.0034180748,0.0034180748,-1.0304265588
2290,nao_irrigado,0.9868817348,-0.0002064550,0.0002064550,-1.0305600077
1613,nao_irrigado,0.9584307649,-0.0006345682,0.0006345682,-1.0310389503
2069,irrigado,0.9205771061,0.0012014046,0.0012014046,-1.0327725624
1210,nao_irrigado,0.9645672197,-0.0005356039,0.0005356039,-1.0335652530
589,irrigado,0.9910180327,0.0001325986,0.0001325986,-1.0350998402
1607,nao_irrigado,0.9360797902,-0.0009601934,0.0009601934,-1.0356608122
1235,nao_irrigado,0.9549170983,-0.0006753379,0.0006753379,-1.0359004392
2283,nao_irrigado,0.9918263637,-0.0001177515,0.0001177515,-1.0361512566
2129,nao_irrigado,0.9651127099,-0.0005198575,0.0005198575,-1.0365474349
2087,nao_irrigado,0.8393764805,-0.0024155580,0.0024155580,-1.0371970854
2074,irrigado,0.9252300673,0.0011112621,0.0011112621,-1.0406813446
1684,irrigado,0.9788694070,0.0002844154,0.0002844154,-1.0476014280
1395,irrigado,0.9562377881,0.0006242507,0.0006242507,-1.0482648557
1688,irrigado,0.9391438691,0.0008796319,0.0008796319,-1.0492819522
1574,nao_irrigado,0.9234712177,-0.0011145802,0.0011145802,-1.0498967033
2466,nao_irrigado,0.8264850923,-0.0025761972,0.0025761972,-1.0506453983
560,nao_irrigado,0.9464896355,-0.0007636818,0.0007636818,-1.0513072646
764,irrigado,0.8688429218,0.0019310968,0.0019310968,-1.0529978442
1008,nao_irrigado,0.9355043895,-0.0009239878,0.0009239878,-1.0534737145
2355,nao_irrigado,0.9148050456,-0.0012341284,0.0012341284,-1.0543502178
2131,irrigado,0.9103859554,0.0012947452,0.0012947452,-1.0567575592
570,irrigado,0.9700231663,0.0003852163,0.0003852163,-1.0605726259
937,irrigado,0.8060685724,0.0028421288,0.0028421288,-1.0673716403
1389,irrigado,0.9726239480,0.0003258651,0.0003258651,-1.0685511462
1108,irrigado,0.9024670061,0.0013811422,0.0013811422,-1.0698919628
1576,nao_irrigado,0.9313738245,-0.0009419009,0.0009419009,-1.0710992846
1633,irrigado,0.9342887276,0.0008941096,0.0008941096,-1.0726095762
2374,irrigado,0.8339636235,0.0024035224,0.0024035224,-1.0743855668
2236,irrigado,0.9471867778,0.0006937918,0.0006937918,-1.0748669165
1392,irrigado,0.9629315196,0.0004483998,0.0004483998,-1.0779647935
1577,nao_irrigado,0.9341804446,-0.0008805115,0.0008805115,-1.0786540773
1245,irrigado,0.9212313251,0.0010708183,0.0010708183,-1.0806751771
1396,irrigado,0.9522475250,0.0005972915,0.0005972915,-1.0828568523
944,nao_irrigado,0.9248940443,-0.0010057935,0.0010057935,-1.0845462414
2015,irrigado,0.9537239937,0.0005683871,0.0005683871,-1.0854857154
1634,irrigado,0.9456950891,0.0006870847,0.0006870847,-1.0864607771
2327,irrigado,0.7203726649,0.0040859289,0.0040859289,-1.0869495214
1217,irrigado,0.9181571486,0.0010950774,0.0010950774,-1.0894568081
2055,irrigado,0.8693928514,0.0018273150,0.0018273150,-1.0908882232
1218,nao_irrigado,0.9345996257,-0.0008382906,0.0008382906,-1.0928983794
1411,irrigado,0.9677201388,0.0003353422,0.0003353422,-1.0941546102
2053,irrigado,0.8651041729,0.0018827277,0.0018827277,-1.0945797896
2371,irrigado,0.8433820300,0.0021966483,0.0021966483,-1.1000808679
1692,nao_irrigado,0.9270242314,-0.0009295904,0.0009295904,-1.1020299747
1391,irrigado,0.9658533359,0.0003393878,0.0003393878,-1.1037276968
1390,irrigado,0.9691674823,0.0002878265,0.0002878265,-1.1043433587
1632,irrigado,0.9251805969,0.0009442587,0.0009442587,-1.1072489937
2423,irrigado,0.9097946023,0.0011752819,0.0011752819,-1.1077048387
2084,irrigado,0.8838493833,0.0015597664,0.0015597664,-1.1104922768
1544,nao_irrigado,0.8995371386,-0.0013205916,0.0013205916,-1.1114642126
1213,irrigado,0.9585204803,0.0004278657,0.0004278657,-1.1125267678
1532,nao_irrigado,0.9105117766,-0.0011453379,0.0011453379,-1.1152929392
2284,nao_irrigado,0.9567760609,-0.0004466419,0.0004466419,-1.1155215471
2462,irrigado,0.8769226059,0.0016475492,0.0016475492,-1.1171355758
2086,nao_irrigado,0.8395101153,-0.0022075692,0.0022075692,-1.1189323424
1107,nao_irrigado,0.9302100067,-0.0008371345,0.0008371345,-1.1196423631
1045,irrigado,0.5279245996,0.0069053439,0.0069053439,-1.1205180939
2493,nao_irrigado,0.8268332963,-0.0023901571,0.0023901571,-1.1223859553
