wavelength,t_stat,p_value,q_value,mean_diff,cohen_d,direction
1221,1.6513461556051494,0.1042588119513406,0.21848579588839154,3.187318749999998e-05,0.41283653890128735,irrigado
1050,1.6422382898005852,0.10571974406625045,0.22100362840308582,5.0187537500000006e-05,0.4105595724501463,irrigado
676,-1.6398004764037801,0.10645255862895643,0.22231928910945323,-0.0001889234718749997,-0.40995011910094503,nao_irrigado
653,1.64935482224359,0.1065777063714265,0.2223645543613549,0.00011029499374999997,0.4123387055608975,irrigado
1230,1.6415259138198708,0.10704375956574023,0.22312030970589308,2.8228228124999944e-05,0.41038147845496764,irrigado
675,-1.6257157487483118,0.10938906158592988,0.2273472856365216,-0.00017724845312500027,-0.40642893718707795,nao_irrigado
1087,1.622491757061842,0.10979406080342691,0.22796853784209123,5.881411562500005e-05,0.4056229392654604,irrigado
948,1.6280161203872696,0.10993089663726405,0.22803233288945987,7.800809062499998e-05,0.4070040300968174,irrigado
1152,-1.620447031567466,0.11045464443991299,0.22889781186246191,-0.0001466746218749997,-0.4051117578918665,nao_irrigado
1311,1.619129944721839,0.1108784347473977,0.22955467848955458,0.0001239959812500001,0.4047824861804597,irrigado
642,1.621044674672027,0.11322602374664953,0.23396415868418255,0.00013905533437500004,0.40526116866800677,irrigado
1110,-1.6058853186087507,0.11342483103055595,0.23414981929362608,-0.00010528710312499999,-0.4014713296521877,nao_irrigado
741,1.6133589316052699,0.11468325840112516,0.23652046286374084,0.0006073567750000015,0.40333973290131747,irrigado
654,1.6079150719388444,0.11534517881410455,0.23739705163409533,0.00010823225625,0.4019787679847112,irrigado
1244,1.6074197865844813,0.11543970170201472,0.23739705163409533,2.8222653124999994e-05,0.4018549466461203,irrigado
949,1.5941164576686928,0.11704431846610065,0.2400078629614984,7.637675312500026e-05,0.3985291144171732,irrigado
1119,-1.5805019732474437,0.11911661274987607,0.24309743665667966,-0.00014730889062500004,-0.3951254933118609,nao_irrigado
403,-1.5790697157265996,0.1195023492393528,0.2436225218632254,-0.00039506824062500055,-0.3947674289316499,nao_irrigado
674,-1.572339960015412,0.12123563467718264,0.24671910882695594,-0.00016239006875000015,-0.393084990003853,nao_irrigado
467,-1.5743020808634278,0.12148016944205586,0.2469828610510672,-8.547276250000005e-05,-0.39357552021585696,nao_irrigado
1026,1.5632213905424774,0.1231103780050337,0.250060682734232,5.4145271875000016e-05,0.39080534763561936,irrigado
519,-1.5721656326150546,0.12451867138326661,0.25244398566286785,-0.0007416385343749984,-0.39304140815376365,nao_irrigado
702,-1.5615987672729905,0.12534706723536623,0.2536448658086648,-0.0015466075375000013,-0.39039969181824763,nao_irrigado
416,-1.5515114977825901,0.1259610420696922,0.25464748768369566,-0.00021206596875000035,-0.38787787444564753,nao_irrigado
969,-1.5544293662455784,0.12629730242580414,0.255087314767907,-3.2563084375000035e-05,-0.3886073415613946,nao_irrigado
655,1.5579302604975722,0.12665480790061395,0.25540484893057436,0.00010666110624999998,0.38948256512439294,irrigado
1124,-1.5482061548890929,0.12669221449976373,0.25540484893057436,-0.0001561500906250002,-0.3870515387222732,nao_irrigado
1053,1.548365286057516,0.12689449239131576,0.2555728811142807,5.380719374999999e-05,0.387091321514379,irrigado
1038,1.5483193092882772,0.12740195112484035,0.256354675062998,4.859945937500001e-05,0.3870798273220693,irrigado
1015,1.543853026901104,0.12773219979717937,0.2567787627353961,4.7768390624999965e-05,0.3859632567252759,irrigado
1125,-1.5425912915259385,0.12804815212477788,0.2571733447814464,-0.00015599740000000009,-0.38564782288148464,nao_irrigado
1312,1.5421021598032887,0.12835984121518246,0.257321059063324,0.00012038961875000028,0.38552553995082217,irrigado
1400,-1.5330550228358526,0.13041694504891718,0.2611985227494157,-0.0002995123156249932,-0.3832637557089631,nao_irrigado
694,-1.5368802505005401,0.13109496679855173,0.2623119959498023,-0.0011060606093749974,-0.38422006262513503,nao_irrigado
673,-1.5286933636399695,0.1317123386760752,0.26330215424640524,-0.00014849344374999983,-0.3821733409099924,nao_irrigado
1126,-1.5244099202716177,0.13252097865746562,0.2644267252877378,-0.00015533963125000019,-0.3811024800679044,nao_irrigado
412,-1.52319900636363,0.13279632543483302,0.26473033706814114,-0.0002533512906250004,-0.3807997515909075,nao_irrigado
1030,1.5186112324378653,0.13394420879124266,0.26608623125861963,4.215094062500003e-05,0.37965280810946633,irrigado
387,-1.5186097922301973,0.13394912854398563,0.26608623125861963,-0.00044740358437499964,-0.3796524480575492,nao_irrigado
388,-1.5185550032718433,0.13397175533821612,0.26608623125861963,-0.00039835319375000015,-0.37963875081796083,nao_irrigado
1337,-1.512857103093991,0.1357984968700317,0.2693891854218376,-0.00020817614374999977,-0.37821427577349775,nao_irrigado
1338,-1.512369857670226,0.135885470915436,0.2693891854218376,-0.00020723891874999947,-0.3780924644175565,nao_irrigado
1120,-1.5046225918101113,0.1375365834935627,0.27241116859692743,-0.00014522460312500003,-0.3761556479525278,nao_irrigado
1123,-1.501295846962135,0.1383818843765933,0.2738330290288204,-0.0001517109437499999,-0.3753239617405337,nao_irrigado
1220,1.5037398352450726,0.13886027482492755,0.27402858150232395,2.8493259375000034e-05,0.37593495881126815,irrigado
672,-1.5004815744763966,0.13886325046813902,0.27402858150232395,-0.00013667951562499996,-0.37512039361909916,nao_irrigado
1339,-1.4988269110873638,0.13932944411201964,0.27469630770342224,-0.00020483399062499845,-0.37470672777184094,nao_irrigado
408,-1.4902192466008912,0.14123691985845696,0.27820177889626396,-0.0003032636812500002,-0.37255481165022286,nao_irrigado
742,1.4973609565144275,0.14231010705642635,0.2796877228404005,0.000535786468749997,0.37434023912860687,irrigado
1127,-1.4859553938314753,0.14238174443341003,0.2796877228404005,-0.00015444489062499986,-0.37148884845786884,nao_irrigado
1336,-1.485949733253682,0.14279177151232253,0.28023700180820194,-0.0002055785468749998,-0.3714874333134205,nao_irrigado
656,1.487575520122516,0.144065944789116,0.2824796672917977,0.00010368410624999995,0.371893880030629,irrigado
1016,1.4709068227343873,0.1464582389839247,0.2862690962832362,5.028830937500007e-05,0.36772670568359683,irrigado
641,1.4781762071651958,0.14754045908195026,0.2879786072362499,0.00012481709062500007,0.36954405179129896,irrigado
1121,-1.4645972874137296,0.148112315699579,0.28883245593320805,-0.00014540363749999984,-0.3661493218534324,nao_irrigado
671,-1.4577985458043705,0.15020086891026002,0.29263977088680765,-0.00012558025,-0.36444963645109263,nao_irrigado
1122,-1.454645222271391,0.15083498020220662,0.2933433234882733,-0.000146979025,-0.3636613055678477,nao_irrigado
1151,-1.4513840491808234,0.1519989446654782,0.2953397215968469,-0.00013843365937500022,-0.36284601229520586,nao_irrigado
947,1.4539910979801938,0.15251105827170733,0.2957998774601977,6.717207500000003e-05,0.36349777449504844,irrigado
1109,-1.4436602117448651,0.15388910110516776,0.2979348452927978,-9.344452187499996e-05,-0.36091505293621623,nao_irrigado
1052,1.442093938872297,0.15470257693475722,0.2989710771877638,5.001922500000002e-05,0.36052348471807427,irrigado
701,-1.4448384597657093,0.15535851221419303,0.29980755177395974,-0.001462687524999992,-0.3612096149414273,nao_irrigado
927,1.4439464325540448,0.15541443121274598,0.29980755177395974,3.5526415625000045e-05,0.3609866081385112,irrigado
631,-1.4408350533041145,0.15568736850405837,0.3000647129284497,-2.8662765624999967e-05,-0.36020876332602864,nao_irrigado
1051,1.4369960222325995,0.15608843164507968,0.30056813584702174,4.8884759375000017e-05,0.35924900555814987,irrigado
627,-1.4357910268916494,0.15687451266537122,0.3015414380303066,-3.081152812500006e-05,-0.3589477567229124,nao_irrigado
1340,-1.4325952212623054,0.15731366629086496,0.3018455971955971,-0.00019653083750000022,-0.3581488053155763,nao_irrigado
441,-1.4253326981132612,0.1592478708462277,0.30474058276807064,-0.0001158611968749999,-0.35633317452831526,nao_irrigado
1128,-1.4250995985153228,0.15916793415738,0.30474058276807064,-0.0001522983375000001,-0.35627489962883074,nao_irrigado
1335,-1.420023190744085,0.1610622754855359,0.30793846087047744,-0.00019695094374999915,-0.35500579768602125,nao_irrigado
695,-1.4152787132536286,0.1636563285958684,0.31261995569112994,-0.0011346657656250009,-0.3538196783134071,nao_irrigado
1203,-1.400185361879844,0.1669863258996837,0.31813263684257115,-2.901018125000003e-05,-0.35004634046996097,nao_irrigado
520,-1.4030264883204535,0.16899016930959934,0.3213804193330345,-0.0006802741406249993,-0.3507566220801134,nao_irrigado
657,1.391967674012378,0.17081859473058025,0.32399749344749956,9.811088750000003e-05,0.3479919185030945,irrigado
950,1.3870467791096068,0.1711428006388724,0.3243261715810731,6.667657812500023e-05,0.3467616947774017,irrigado
1313,1.3819629468615202,0.17204915057642278,0.3254697399548702,0.00010894976250000032,0.34549073671538005,irrigado
743,1.3874342400684356,0.17314140185673366,0.3269603449825313,0.00047120764062499876,0.3468585600171089,irrigado
553,1.3786737479249012,0.17422613731530953,0.32871990262563666,8.024344687500035e-05,0.3446684369812253,irrigado
1129,-1.367475010477064,0.17645923870977967,0.33234960910369543,-0.00015129673437500003,-0.341868752619266,nao_irrigado
1334,-1.367222073892368,0.17695031631510466,0.3325107416516571,-0.00018896731874999987,-0.34180551847309204,nao_irrigado
670,-1.366245209431245,0.17700897554653128,0.3325107416516571,-0.00011270034999999999,-0.3415613023578112,nao_irrigado
1341,-1.3504411519570636,0.18208583745665308,0.3408558054828811,-0.00018593274999999937,-0.3376102879892659,nao_irrigado
700,-1.3513573815726312,0.18323373482326447,0.342583585670032,-0.0013780971062499967,-0.3378393453931578,nao_irrigado
1399,-1.3458829418575118,0.18332765170802084,0.342583585670032,-0.00028450770937499953,-0.33647073546437795,nao_irrigado
1219,1.346086610134802,0.18459300917486443,0.3440939574290938,2.5117453125000043e-05,0.3365216525337005,irrigado
389,-1.340909614543592,0.18484313429407112,0.34421828041417574,-0.0003644603125000003,-0.3352274036358979,nao_irrigado
984,-1.3384476774730796,0.18584605904823365,0.34578630380489533,-3.8849778125000015e-05,-0.3346119193682699,nao_irrigado
1088,1.333889551174847,0.18715660391591565,0.3479234790789816,4.8718484374999965e-05,0.33347238779371174,irrigado
1241,1.3385559379265344,0.18783115383004328,0.3488756694734339,2.1853106250000018e-05,0.3346389844816336,irrigado
640,1.3344039778688557,0.18997039650596323,0.35224019162322256,0.00010687586250000022,0.3336009944672139,irrigado
696,-1.3285489619615136,0.1905009428057208,0.3529194190426672,-0.0011623669781250026,-0.3321372404903784,nao_irrigado
1333,-1.3173379407244183,0.19302547582484655,0.35728832691438006,-0.0001820766187499998,-0.3293344851811046,nao_irrigado
946,1.3171413570324486,0.19405438366860825,0.3585751251107817,5.5124290624999905e-05,0.32928533925811215,irrigado
928,1.316747578736195,0.19400969314937846,0.3585751251107817,3.322992500000006e-05,0.32918689468404877,irrigado
1342,-1.3068980265321277,0.19634831379585227,0.36141640327810814,-0.00018038032187500056,-0.32672450663303193,nao_irrigado
1130,-1.3027648800992766,0.19755460408037123,0.3625489702550963,-0.0001499940187499999,-0.32569122002481915,nao_irrigado
744,1.3074644697487199,0.1986458898169202,0.3642406290243699,0.0004205225468749997,0.32686611743718,irrigado
658,1.3021106376380327,0.19941405957830372,0.36533743736894686,9.151414375000003e-05,0.3255276594095082,irrigado
785,1.2924599128740497,0.20262190298023244,0.3701456530357279,5.3146421875000004e-05,0.3231149782185124,irrigado
699,-1.2924274943461398,0.20267793040891835,0.3701456530357279,-0.0013051038718749908,-0.32310687358653495,nao_irrigado
926,1.2795230531552282,0.20709072691886732,0.3761943974206643,3.062414687500005e-05,0.31988076328880705,irrigado
697,-1.2790304066736862,0.20727160006910172,0.3762049565443409,-0.0011969067437500036,-0.31975760166842154,nao_irrigado
1343,-1.2713377254810299,0.208580366348168,0.3782609344153697,-0.0001770960781250011,-0.31783443137025746,nao_irrigado
784,1.268289032596937,0.21109777602557186,0.3818601077714979,5.3161649999999925e-05,0.31707225814923423,irrigado
698,-1.2681988869449583,0.21109809587368056,0.3818601077714979,-0.0012447793593749965,-0.3170497217362396,nao_irrigado
1108,-1.2583292191617248,0.21299657783826373,0.3843237999785296,-8.014650312500001e-05,-0.3145823047904312,nao_irrigado
626,-1.2560616107839608,0.21500183426340322,0.3869353361433797,-2.9325037500000034e-05,-0.3140154026959902,nao_irrigado
717,1.252994985705618,0.21534418893786977,0.3869353361433797,0.0002522761624999953,0.3132487464264045,irrigado
669,-1.252524164960926,0.21523765743060108,0.3869353361433797,-9.920959374999996e-05,-0.31313104124023144,nao_irrigado
745,1.2583089521504152,0.21567340087204773,0.3872031232030331,0.00038325330312500086,0.31457723803760385,irrigado
1103,-1.2503786172106033,0.21586040357219274,0.3872153650055444,-6.1471409375e-05,-0.3125946543026508,nao_irrigado
1104,-1.2448520923351825,0.21787485068422718,0.38952833121497854,-6.44780875e-05,-0.3112130230837956,nao_irrigado
1344,-1.2428195273210945,0.21879078370551358,0.3905161081255388,-0.00017346751875000135,-0.31070488183027356,nao_irrigado
1332,-1.2425047166110166,0.21919793180250344,0.39084544826180245,-0.0001699813437500003,-0.31062617915275414,nao_irrigado
1150,-1.238583244968939,0.22044966543152023,0.3921741150764379,-0.00012552708437499989,-0.3096458112422347,nao_irrigado
1131,-1.2269683067392356,0.22460875594949611,0.3979259823045896,-0.0001464768312499998,-0.30674207668480885,nao_irrigado
521,-1.2327740590253176,0.2254154399422527,0.39824318724698493,-0.0006075553593750012,-0.3081935147563294,nao_irrigado
1345,-1.2233588393818648,0.22596620381557359,0.398687497536673,-0.00016953742812499985,-0.30583970984546627,nao_irrigado
746,1.221754990239031,0.22901353694285756,0.40340171384442697,0.00035445123749999925,0.30543874755975775,irrigado
411,-1.2142594835260747,0.2292539529595019,0.4034944675757327,-0.00023191162500000011,-0.30356487088151873,nao_irrigado
639,1.219689432390215,0.23007500290018823,0.4039868983139294,8.90618624999999e-05,0.30492235809755375,irrigado
1102,-1.2120976794800644,0.23009770290193096,0.4039868983139294,-5.764343125000003e-05,-0.30302441987001605,nao_irrigado
422,-1.2036789948953261,0.2333304914408775,0.40766441146865506,-0.00013355707187499974,-0.30091974872383154,nao_irrigado
1105,-1.2025976040913027,0.23370654943032756,0.40798974388771236,-6.627971874999998e-05,-0.30064940102282567,nao_irrigado
1346,-1.1998472029453338,0.23487589692425914,0.4090342807862503,-0.00016588101249999983,-0.29996180073633344,nao_irrigado
1243,1.2006031595163094,0.2373330832478001,0.4123110718670351,2.1025471874999994e-05,0.30015078987907734,irrigado
786,1.1890105146915348,0.24062833657598423,0.41570476183590077,4.74932500000001e-05,0.2972526286728837,irrigado
1347,-1.1810078458496955,0.24220399865829384,0.4177338628544731,-0.0001619242312499991,-0.29525196146242394,nao_irrigado
783,1.1825983598278926,0.243166809472006,0.4189913650687116,5.087364062499999e-05,0.29564958995697316,irrigado
1025,1.1768252288337784,0.24376387964223056,0.4190201676006948,4.086292187500002e-05,0.2942063072084446,irrigado
386,-1.1764195997370575,0.24393782537614656,0.4190201676006948,-0.00039473200937500084,-0.29410489993426436,nao_irrigado
548,1.173778758306572,0.2450127973250749,0.4198823775530989,7.833646249999992e-05,0.293444689576643,irrigado
1398,-1.1721252815126324,0.24573259950853268,0.420780363620587,-0.0002669633125000036,-0.2930313203781581,nao_irrigado
747,1.175502961995498,0.24678005469164133,0.42108168436685106,0.00032486868749999863,0.29387574049887444,irrigado
659,1.172627313415993,0.24684116953778032,0.42108168436685106,8.163533125000002e-05,0.29315682835399826,irrigado
951,1.1707409553141552,0.24684309268008015,0.42108168436685106,5.649518749999984e-05,0.29268523882853875,irrigado
848,-1.1749550122079817,0.24776010531294798,0.4218020474229662,-5.467043437499999e-05,-0.2937387530519955,nao_irrigado
600,1.1730389926141236,0.2484422114900916,0.4218020474229662,8.404744374999992e-05,0.2932597481535309,irrigado
849,-1.1727695667915452,0.2487318360979759,0.42188217503910824,-5.2215506249999984e-05,-0.2931923916978863,nao_irrigado
1331,-1.1646519878215758,0.2491096901767796,0.42218984557563044,-0.00015560028437500064,-0.29116299695539394,nao_irrigado
601,1.170046181033588,0.24964807546131523,0.42276888429185694,9.28020156249999e-05,0.292511545258397,irrigado
466,-1.1642407184464414,0.24993798997539854,0.42292656728907985,-6.744929999999969e-05,-0.29106017961161035,nao_irrigado
1132,-1.1567123108013415,0.2520206680330757,0.4252827313107974,-0.00014257128437499943,-0.2891780777003354,nao_irrigado
385,-1.1560929428837876,0.252122010093046,0.4252827313107974,-0.0003982758250000006,-0.2890232357209469,nao_irrigado
1348,-1.145672067906331,0.25641114363779116,0.43079428039615264,-0.00015435859687500109,-0.28641801697658276,nao_irrigado
1106,-1.1450443427315535,0.2565922191284669,0.43079428039615264,-6.677303750000007e-05,-0.28626108568288844,nao_irrigado
1014,1.1440989466072653,0.2570027913624687,0.4308171754273683,3.4429134375e-05,0.2860247366518163,irrigado
1101,-1.1430690928558942,0.25750424999910354,0.4309786863302753,-5.4000568750000016e-05,-0.28576727321397355,nao_irrigado
1017,1.1362466091508667,0.2603991479831931,0.43548464514854623,4.293030625000002e-05,0.2840616522877167,irrigado
1330,-1.1353838558127705,0.26107109834313685,0.4362688882888034,-0.00014854933125000008,-0.28384596395319256,nao_irrigado
413,-1.1336671278953978,0.2614336661283824,0.436535313527501,-0.00016368108749999916,-0.2834167819738494,nao_irrigado
1329,-1.133917660303744,0.2616847974122491,0.4366153956823939,-0.00014392881249999977,-0.28347941507593594,nao_irrigado
1314,1.1286468547320065,0.2634475837453917,0.43921556048785626,8.957790312499967e-05,0.28216171368300164,irrigado
1107,-1.1260256105586242,0.26449468839070495,0.44061944600901154,-6.955660312500005e-05,-0.28150640263965604,nao_irrigado
434,-1.1233303006105635,0.26566106338598006,0.4420457026149818,-0.00010051695937499995,-0.2808325751526409,nao_irrigado
1328,-1.1207286223377133,0.26723604346621743,0.4431251986179794,-0.0001362184687500002,-0.28018215558442827,nao_irrigado
782,1.1223288532511804,0.2677307197973878,0.44317577548390885,5.016338124999998e-05,0.2805822133127951,irrigado
668,-1.1123996104533462,0.27036701223004556,0.4460711814335857,-8.400441250000002e-05,-0.27809990261333656,nao_irrigado
847,-1.118084745081934,0.27094080625064165,0.44651211091459275,-5.3889459375000006e-05,-0.2795211862704835,nao_irrigado
748,1.115071599262883,0.27149770497566045,0.4470870252817581,0.0002924950656250005,0.2787678998157207,irrigado
945,1.1092782663858725,0.2727563461897037,0.4484723702843712,4.2717171875000185e-05,0.2773195665964681,irrigado
1204,-1.1082349786311343,0.27269895514107784,0.4484723702843712,-2.3461559375000053e-05,-0.2770587446577836,nao_irrigado
1133,-1.1055671630119457,0.2734211202201168,0.44922170286928975,-0.0001396237906250001,-0.2763917907529864,nao_irrigado
1349,-1.1038674244981501,0.2739775919241593,0.44979208941559845,-0.00014596156874999936,-0.27596685612453753,nao_irrigado
1242,1.1069215462306143,0.2752102538028979,0.4511264953641705,1.8643003125000005e-05,0.2767303865576536,irrigado
1218,1.1017191787504341,0.27647287887140254,0.4528507749196982,2.0241328124999988e-05,0.27542979468760853,irrigado
602,1.1011819914267933,0.2780836491295089,0.45410468235510226,9.71148062500005e-05,0.27529549785669827,irrigado
1327,-1.0917625802339543,0.2796876148346603,0.45637713309011774,-0.00012799589687500015,-0.27294064505848853,nao_irrigado
638,1.091548504924707,0.28187375338218584,0.45889901213508894,7.144096875000001e-05,0.2728871262311767,irrigado
522,-1.09085642427095,0.2823103419481393,0.459261865894437,-0.0005347991000000003,-0.27271410606773744,nao_irrigado
963,1.0834930112193555,0.2834012091558065,0.46033953021604557,2.9328146874999916e-05,0.27087325280483887,irrigado
987,-1.0803195860492854,0.2841872805687572,0.46126772352134376,-1.996368750000003e-05,-0.27007989651232134,nao_irrigado
599,1.081598600331574,0.2865072463153119,0.46398196859955176,7.037313749999954e-05,0.2703996500828935,irrigado
781,1.0721806798572437,0.2895196191779475,0.46815474914477745,5.09803125e-05,0.26804516996431094,irrigado
1134,-1.0683522341623743,0.28976572256950833,0.46820040436231086,-0.00013729855624999973,-0.2670880585405936,nao_irrigado
787,1.0662547695049767,0.29214241557065224,0.47133187016616485,4.1448950000000026e-05,0.26656369237624417,irrigado
1350,-1.0618666778705144,0.29246411929972327,0.4714969185109567,-0.00013782134375000046,-0.2654666694676286,nao_irrigado
1037,1.0605890998825598,0.29361598604540856,0.47264475955923824,3.3061240625e-05,0.26514727497063995,irrigado
632,-1.0604750700490095,0.2946150146985013,0.4733632418127792,-2.465864062499998e-05,-0.2651187675122524,nao_irrigado
1100,-1.0571853899434123,0.2947231352003251,0.4733632418127792,-4.962323124999999e-05,-0.264296347485853,nao_irrigado
1326,-1.0546323255425154,0.29620755530347403,0.4746830994386023,-0.00011932803437499995,-0.2636580813856288,nao_irrigado
1089,1.0541006100770414,0.2960929776617458,0.4746830994386023,3.945160937500003e-05,0.26352515251926034,irrigado
1135,-1.0517946966543694,0.29724967961991855,0.475643753911545,-0.00013574791875,-0.26294867416359236,nao_irrigado
962,1.0518613721534666,0.2976794124566639,0.4759769772093532,2.979579687500001e-05,0.26296534303836666,irrigado
749,1.053861979610686,0.2982663867006299,0.47656094053505843,0.0002619517218750006,0.2634654949026715,irrigado
850,-1.05020182894394,0.3008249745699767,0.478344166088439,-4.5483256250000004e-05,-0.262550457235985,nao_irrigado
964,1.034650912673784,0.30519219566898975,0.4829587838679374,2.629234062500002e-05,0.258662728168446,irrigado
925,1.0347322801648984,0.30612435210847244,0.48407743390809954,2.4033996874999993e-05,0.25868307004122465,irrigado
799,1.0317662030709958,0.30809662890857104,0.48596018643490496,2.8095681250000105e-05,0.25794155076774894,irrigado
1094,1.0262411201718693,0.3087766208455147,0.48648164090689966,3.0592787499999965e-05,0.2565602800429673,irrigado
603,1.02576380731952,0.3118170648623717,0.4898354330330678,0.00010021684375000018,0.25644095182987997,irrigado
625,-1.021397886423966,0.3126541849693014,0.49007574288769423,-2.7378612499999824e-05,-0.2553494716059914,nao_irrigado
1149,-1.0189435040221628,0.3124302807854205,0.49007574288769423,-0.00011063624999999976,-0.2547358760055407,nao_irrigado
1136,-1.016479937019299,0.31361726216651814,0.4908692617595394,-0.00013199139687499958,-0.25411998425482474,nao_irrigado
1351,-1.0160601751751708,0.3135870777570081,0.4908692617595394,-0.0001300247000000001,-0.2540150437937927,nao_irrigado
1397,-1.0127733774066452,0.31521422584362635,0.4922931477746752,-0.0002475458031250023,-0.2531933443516613,nao_irrigado
1325,-0.9939886335912764,0.32457511215900187,0.5036187119347979,-0.00010746927812499982,-0.24849715839781916,nao_irrigado
929,0.9915599460178395,0.32615529489978,0.5053408282189094,2.6226890624999927e-05,0.24788998650445987,irrigado
780,0.9908855417926244,0.32719276342381803,0.5058541356818597,5.0751287500000073e-05,0.2477213854481561,irrigado
907,0.985939005233719,0.3285389645664778,0.5075702622957302,2.2249390624999967e-05,0.24648475130842976,irrigado
660,0.9862464817432897,0.3287967543873193,0.5076036100419176,6.763296250000004e-05,0.24656162043582242,irrigado
776,0.9852580842656105,0.3296371929350321,0.5085357700053007,6.332718749999991e-05,0.24631452106640261,irrigado
1137,-0.9812625128244311,0.33054182154707334,0.5095655484251511,-0.00012758616249999985,-0.24531562820610778,nao_irrigado
750,0.9776291371885696,0.3340895674578386,0.5146655773956238,0.0002294510875000006,0.2444072842971424,irrigado
798,0.9764276283471024,0.3344069880195644,0.5147855424455903,2.7184696874999956e-05,0.24410690708677557,irrigado
1352,-0.9722636663768686,0.3347334062688506,0.5149191768588117,-0.00012336454374999983,-0.24306591659421714,nao_irrigado
523,-0.9765644946357839,0.3350182845401974,0.5149887650049243,-0.0004674187843749997,-0.244141123658946,nao_irrigado
715,-0.9712719274589966,0.3358838368497624,0.5159502254396994,-0.00020798578750000352,-0.24281798186474915,nao_irrigado
777,0.9645352799628532,0.3398509237506617,0.5209269865479116,5.850920937499997e-05,0.2411338199907133,irrigado
775,0.9527461347033379,0.34565071353210597,0.527184800128102,6.531621874999999e-05,0.23818653367583445,irrigado
1138,-0.9496582906987351,0.34623032894766564,0.5276889817802247,-0.00012333972812500005,-0.23741457267468377,nao_irrigado
1099,-0.9437694116133211,0.3492107395665206,0.5303560984653377,-4.293324062499995e-05,-0.23594235290333027,nao_irrigado
770,0.9447749919588632,0.3498932159254464,0.5310173171071924,8.504205625000001e-05,0.2361937479897158,irrigado
604,0.9368896958318991,0.35504140670528134,0.5356053465494748,9.983543437500032e-05,0.23422242395797477,irrigado
974,-0.9338434720963399,0.35403179084978076,0.5356053465494748,-1.784233749999999e-05,-0.233460868024085,nao_irrigado
944,0.9276683241789927,0.3580373960236633,0.5391887624771216,3.514340937500011e-05,0.23191708104474817,irrigado
797,0.92577333895913,0.35971672964773416,0.5405812951139726,2.6865934374999947e-05,0.23144333473978249,irrigado
846,-0.9266593652973486,0.3603070758083156,0.5407122247989318,-4.529841250000002e-05,-0.23166484132433715,nao_irrigado
769,0.9247476848302156,0.36014841911078516,0.5407122247989318,8.8087565625e-05,0.2311869212075539,irrigado
1353,-0.9191725592587294,0.36161409758974844,0.542294972589232,-0.00011568591562499935,-0.22979313981468236,nao_irrigado
779,0.9203274076779944,0.36237998420837503,0.5426861226925421,5.044013750000011e-05,0.23008185191949856,irrigado
942,0.9185865209377561,0.36228913952240366,0.5426861226925421,3.23329781250002e-05,0.22964663023443904,irrigado
1139,-0.9161403208044514,0.3633935847975729,0.5438250791991532,-0.00011910625937500054,-0.22903508020111285,nao_irrigado
778,0.914620607267007,0.36526320412917057,0.5458627438620219,5.2662862500000055e-05,0.22865515181675175,irrigado
774,0.9132433442096453,0.36577722039203686,0.5462510400434241,6.719534687500006e-05,0.22831083605241131,irrigado
598,0.9149086247874362,0.36614313231133794,0.5463256143059108,5.406442187499993e-05,0.22872715619685904,irrigado
771,0.9125317509903155,0.3663356027058247,0.5463256143059108,7.792378437499999e-05,0.22813293774757887,irrigado
667,-0.9080747316760459,0.3674285683583842,0.5475755848836115,-6.495804999999985e-05,-0.22701868291901148,nao_irrigado
415,-0.905096508617576,0.36895698877002414,0.5490918066944472,-0.00013247504687500036,-0.226274127154394,nao_irrigado
938,0.904147241941462,0.3699305949975065,0.5497792867563219,2.8619071875000002e-05,0.2260368104853655,irrigado
939,0.9024708636628155,0.3705577362239389,0.5503307361059051,2.8328753124999854e-05,0.22561771591570381,irrigado
1006,0.8981548005471007,0.3728664013924602,0.55261372178786,3.9269262500000015e-05,0.22453870013677518,irrigado
943,0.8945215762937561,0.37510017084099745,0.5555411903082725,3.352240937500007e-05,0.22363039407343901,irrigado
751,0.8952910395584558,0.3759114376098563,0.555594002354595,0.00019856494687499858,0.22382275988961395,irrigado
788,0.8949962176134056,0.3758116829818423,0.555594002354595,3.3837134374999946e-05,0.22374905440335136,irrigado
1396,-0.8895802543468819,0.377245181290277,0.5567993781543993,-0.00023208321562500148,-0.22239506358672048,nao_irrigado
800,0.8902047711601102,0.378387705891041,0.5581023884418991,2.4364696875000006e-05,0.22255119279002752,irrigado
1324,-0.8874217246507268,0.3786918175426304,0.5581678435522036,-9.16019187500003e-05,-0.2218554311626817,nao_irrigado
773,0.8844098650084359,0.3810002133339024,0.5598851482772452,6.914453437500002e-05,0.22110246625210903,irrigado
1031,0.8820880191820389,0.3811365953517877,0.5598851482772452,2.656129062500001e-05,0.22052200479550974,irrigado
772,0.8817821444232365,0.3824826780821187,0.5614448601082467,7.216577187500002e-05,0.22044553610580914,irrigado
940,0.8788818596703764,0.3830986385792567,0.56161335387103,2.8427296874999983e-05,0.2197204649175941,irrigado
859,-0.878074174612823,0.3858848694467339,0.5647175300929528,-3.2979528125000015e-05,-0.21951854365320572,nao_irrigado
860,-0.8776051172047684,0.3861147539816447,0.5647175300929528,-3.359317187500002e-05,-0.2194012793011921,nao_irrigado
1140,-0.870212765677556,0.3877917510326651,0.5661443430497265,-0.00011368215000000063,-0.217553191419389,nao_irrigado
