wavelength,t_stat,p_value,q_value,mean_diff,cohen_d,direction
1265,4.2149263909979195,8.25762168492769e-05,0.0005477045987935064,6.454719062499997e-05,1.0537315977494799,irrigado
459,-4.210445806956757,8.55728943266059e-05,0.0005658343074088494,-0.00019052183124999996,-1.0526114517391894,nao_irrigado
501,-4.447984486798708,9.530812726820302e-05,0.0006282735138017433,-0.00047531764999999985,-1.111996121699677,nao_irrigado
1264,4.157461713661661,0.00010057356141000246,0.000660955912752585,6.267556875e-05,1.0393654284154152,irrigado
1287,4.175927639666009,0.00010577961941472984,0.0006909434714962141,9.483432187499987e-05,1.0439819099165024,irrigado
1288,4.166914937207104,0.00010992741594385041,0.0007136979361430046,0.00010193401562500013,1.041728734301776,irrigado
1286,4.14895658100576,0.00011087693765073016,0.0007176943946127082,8.883519687500003e-05,1.03723914525144,irrigado
457,-4.126335813823507,0.00011368420705552707,0.0007292757043651572,-0.00019910121250000016,-1.0315839534558773,nao_irrigado
472,-4.068253660943017,0.00013888865425241824,0.0008830524200841621,-0.00015102222812500002,-1.0170634152357543,nao_irrigado
485,-4.054288249822907,0.00014357836398053565,0.0009048384287219094,-0.00016041165937499997,-1.013572062455727,nao_irrigado
482,-4.033790462857498,0.000155932578132364,0.000976965336461954,-0.00013798740312499997,-1.0084476157143745,nao_irrigado
1070,4.027639330784882,0.00015645163937862345,0.0009773679448391332,0.000131629753125,1.0069098326962205,irrigado
1180,-4.017341941852504,0.00016181459641751832,0.0010079407759456432,-0.00010189146562500001,-1.004335485463126,nao_irrigado
1179,-3.9681941317830534,0.00019271997276770593,0.0011799294059196583,-0.000109654596875,-0.9920485329457633,nao_irrigado
394,-3.924627954700478,0.0002213633567310489,0.0013325205983614119,-0.0010005742406249997,-0.9811569886751192,nao_irrigado
502,-4.136262878712221,0.00022922462112176197,0.0013759880189683422,-0.0004950506531250002,-1.0340657196780552,nao_irrigado
1289,3.914687244732321,0.00024826750205633,0.0014738311102736274,0.00010367157499999993,0.9786718111830803,irrigado
455,-3.8883293362983884,0.0002653066143937617,0.0015577702577382348,-0.000195813115625,-0.9720823340745969,nao_irrigado
1057,3.911678749734095,0.0002713885652357514,0.0015848207247055155,0.00010803877500000002,0.9779196874335235,irrigado
1065,3.8649657831205197,0.00027127591779046886,0.0015848207247055155,0.00013521549374999998,0.9662414457801298,irrigado
1059,3.838918425944044,0.0002931737289040927,0.0016890893925332314,9.965060312500001e-05,0.959729606486011,irrigado
1407,-3.8308496718523557,0.0003062861746427425,0.00175522397148601,-0.0004222047843749979,-0.9577124179630889,nao_irrigado
1058,3.8397978972177245,0.00031606362940832223,0.0018016465241339112,0.000104460821875,0.9599494743044311,irrigado
1178,-3.8186042503681286,0.00031555875902436914,0.0018016465241339112,-0.0001152722875,-0.9546510625920321,nao_irrigado
1181,-3.796618740444152,0.0003389151529391735,0.0019267954065245604,-9.265165937500001e-05,-0.9491546851110378,nao_irrigado
1060,3.7076403694054476,0.0004598519649561525,0.002553544890673829,9.518726562500002e-05,0.9269100923513619,irrigado
1061,3.7058720322759737,0.00046810976785116815,0.002592700750289073,9.501595312500001e-05,0.9264680080689934,irrigado
1056,3.7061519045969997,0.000511699500796707,0.0027980718249672348,0.00010296355,0.9265379761492498,irrigado
393,-3.6567278641223893,0.0005283893933102213,0.0028747058385409255,-0.0009388789562499995,-0.9141819660305971,nao_irrigado
1071,3.651861059079626,0.0005379173152625831,0.002919152299240634,0.00012127687499999997,0.9129652647699065,irrigado
1177,-3.614850691234597,0.0006074004847092066,0.0032632591041002125,-0.000118338846875,-0.903712672808649,nao_irrigado
395,-3.603409195922416,0.0006296294455024989,0.003365854921355398,-0.0009352692156250004,-0.900852298980604,nao_irrigado
1168,-3.5711608105704573,0.0006938306366794958,0.003681585279566016,-0.00012953477500000002,-0.8927902026426141,nao_irrigado
503,-3.6981364329172397,0.0007768244264640539,0.004051931292405951,-0.0005104606187499999,-0.9245341082293099,nao_irrigado
1167,-3.5301045005602063,0.0007905214915309973,0.004113391489830783,-0.00013436500937500002,-0.8825261251400515,nao_irrigado
1005,3.515571934699368,0.0008369538657034756,0.004325114009135918,0.0010403011375,0.878892983674842,irrigado
1169,-3.5116160961164593,0.0008372486867382698,0.004325114009135918,-0.00012616276875,-0.8779040240291148,nao_irrigado
1004,3.4928766888331424,0.0008999240196682686,0.004593673915123775,0.001831830984375,0.8732191722082858,irrigado
1290,3.509438909358658,0.0009085735077723065,0.004626835232707788,0.00010288306249999998,0.8773597273396644,irrigado
1247,3.514517496828313,0.000923555086913533,0.004692009176778209,5.0623493750000026e-05,0.8786293742070782,irrigado
1003,3.4784487172939635,0.0009417843714357014,0.004773336354281421,0.0024193547343750003,0.8696121793234909,irrigado
1166,-3.464859914712049,0.0009703206714486111,0.004906397936336624,-0.00013922632812500002,-0.8662149786780122,nao_irrigado
1235,3.4784104748296207,0.000978076608805077,0.004934006179159883,5.081053437499999e-05,0.8696026187074051,irrigado
1002,3.4606904023964007,0.0009947803544715615,0.004994820050839686,0.0027981045187500005,0.8651726005991003,irrigado
