wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
1977,irrigado,1.0091068525,0.0012170192,0.0012170192,-0.5122549116
1087,nao_irrigado,0.7738705670,-0.0046889823,0.0046889823,-0.5141195247
1364,nao_irrigado,0.9321062345,-0.0023502584,0.0023502584,-0.5141583425
1879,nao_irrigado,0.8652445395,-0.0033372385,0.0033372385,-0.5146338438
1568,nao_irrigado,1.0667426238,-0.0003587117,0.0003587117,-0.5148361535
1712,irrigado,1.0099500284,0.0011967987,0.0011967987,-0.5153426914
1286,nao_irrigado,0.8536416555,-0.0035066399,0.0035066399,-0.5154624603
2199,irrigado,0.9853613402,0.0015570206,0.0015570206,-0.5166097786
2014,irrigado,0.9429440024,0.0021808129,0.0021808129,-0.5178474486
1550,nao_irrigado,1.0248229149,-0.0009679023,0.0009679023,-0.5189578991
403,nao_irrigado,0.9146870100,-0.0025935131,0.0025935131,-0.5198057888
2066,irrigado,0.8906267947,0.0029490587,0.0029490587,-0.5198255478
2022,irrigado,0.9158459532,0.0025738969,0.0025738969,-0.5207958123
1955,irrigado,1.0160192984,0.0010919681,0.0010919681,-0.5213641171
1949,irrigado,1.0267196563,0.0009326573,0.0009326573,-0.5218281775
1551,nao_irrigado,1.0237059258,-0.0009766111,0.0009766111,-0.5220619241
374,nao_irrigado,0.9260831380,-0.0024050268,0.0024050268,-0.5277884085
1122,nao_irrigado,0.9276758729,-0.0023770178,0.0023770178,-0.5295670678
2345,nao_irrigado,0.7917981503,-0.0043790298,0.0043790298,-0.5320255704
927,irrigado,0.9169686256,0.0025269695,0.0025269695,-0.5328681727
1574,nao_irrigado,1.0535708816,-0.0005070775,0.0005070775,-0.5332638313
2065,irrigado,0.8894369082,0.0029324914,0.0029324914,-0.5334173833
1547,nao_irrigado,1.0256181801,-0.0009186169,0.0009186169,-0.5338943705
1570,nao_irrigado,1.0636977161,-0.0003543683,0.0003543683,-0.5344739624
413,nao_irrigado,0.8951968956,-0.0028400406,0.0028400406,-0.5363311669
1403,nao_irrigado,1.0600236103,-0.0003962752,0.0003962752,-0.5394063845
1950,irrigado,1.0245531170,0.0009183565,0.0009183565,-0.5402623804
1638,irrigado,1.0744173959,0.0001805508,0.0001805508,-0.5405975301
2064,irrigado,0.8882729556,0.0029237937,0.0029237937,-0.5437248186
748,irrigado,0.9182491112,0.0024796735,0.0024796735,-0.5441589471
2477,nao_irrigado,0.8159647932,-0.0039896943,0.0039896943,-0.5448270828
1714,irrigado,0.9797572108,0.0015658405,0.0015658405,-0.5460616173
1554,nao_irrigado,1.0186685120,-0.0009859332,0.0009859332,-0.5479806441
1951,irrigado,1.0221700078,0.0009333789,0.0009333789,-0.5483007427
1948,irrigado,1.0285164268,0.0008391503,0.0008391503,-0.5484728102
2243,irrigado,0.8062832395,0.0041126352,0.0041126352,-0.5528447503
1553,nao_irrigado,1.0187864082,-0.0009709073,0.0009709073,-0.5532670255
1982,irrigado,1.0049794112,0.0011701140,0.0011701140,-0.5551980610
1404,nao_irrigado,1.0815264985,-0.0000349959,0.0000349959,-0.5567099258
1549,nao_irrigado,1.0252554681,-0.0008663505,0.0008663505,-0.5568280410
2013,irrigado,0.9455128875,0.0020412527,0.0020412527,-0.5582783833
2063,irrigado,0.8869530057,0.0029044929,0.0029044929,-0.5591694489
2070,irrigado,0.9041431764,0.0026481931,0.0026481931,-0.5600607327
1811,nao_irrigado,0.8491939379,-0.0034585080,0.0034585080,-0.5607775695
1962,irrigado,1.0147598607,0.0010097506,0.0010097506,-0.5614916355
2007,irrigado,0.9651247557,0.0017422465,0.0017422465,-0.5619216844
1365,nao_irrigado,0.9277902446,-0.0022898532,0.0022898532,-0.5635830092
2082,nao_irrigado,0.9031646242,-0.0026487617,0.0026487617,-0.5655900069
1227,nao_irrigado,1.0421213892,-0.0005936375,0.0005936375,-0.5661584000
2265,irrigado,0.9972065157,0.0012511134,0.0012511134,-0.5686808867
1402,nao_irrigado,1.0417144674,-0.0005910958,0.0005910958,-0.5695632771
2055,irrigado,0.8695234325,0.0031354860,0.0031354860,-0.5697574902
1293,nao_irrigado,0.8620204167,-0.0032383161,0.0032383161,-0.5729650777
1938,nao_irrigado,1.0776185822,-0.0000513910,0.0000513910,-0.5731704392
1503,nao_irrigado,0.9368916151,-0.0021258821,0.0021258821,-0.5753065165
1562,nao_irrigado,1.0464465547,-0.0005014456,0.0005014456,-0.5774083616
2393,irrigado,0.8315739188,0.0036768025,0.0036768025,-0.5775393844
1954,irrigado,1.0155797272,0.0009567659,0.0009567659,-0.5777555994
1056,nao_irrigado,0.7357318727,-0.0050912125,0.0050912125,-0.5783658987
1025,nao_irrigado,0.7787155822,-0.0044551244,0.0044551244,-0.5786903276
1099,nao_irrigado,0.7058134576,-0.0055296433,0.0055296433,-0.5798563043
1229,nao_irrigado,1.0427709703,-0.0005472908,0.0005472908,-0.5807822042
2081,nao_irrigado,0.9000538635,-0.0026539238,0.0026539238,-0.5818322437
1363,nao_irrigado,0.9358421723,-0.0021216222,0.0021216222,-0.5831743178
2479,nao_irrigado,0.9260605663,-0.0022641307,0.0022641307,-0.5839931952
926,irrigado,0.9416896548,0.0020296194,0.0020296194,-0.5853952062
1810,nao_irrigado,0.8651446611,-0.0031602877,0.0031602877,-0.5856419026
1939,nao_irrigado,1.0691710785,-0.0001405231,0.0001405231,-0.5873845564
946,nao_irrigado,0.9374812226,-0.0020861648,0.0020861648,-0.5876447861
1401,nao_irrigado,1.0273237921,-0.0007534255,0.0007534255,-0.5896031924
2011,irrigado,0.9525002010,0.0018577246,0.0018577246,-0.5902191891
2004,irrigado,0.9704334967,0.0015890845,0.0015890845,-0.5916506494
915,nao_irrigado,0.9723691306,-0.0015596345,0.0015596345,-0.5919859596
2195,irrigado,0.9645787308,0.0016688676,0.0016688676,-0.5943356599
2469,irrigado,0.7655314133,0.0046054061,0.0046054061,-0.5964285848
398,nao_irrigado,0.8901322870,-0.0027627357,0.0027627357,-0.5968845308
1878,nao_irrigado,0.8607563933,-0.0031881472,0.0031881472,-0.6003652734
1676,irrigado,0.9069046018,0.0025036290,0.0025036290,-0.6013505738
1548,nao_irrigado,1.0246098728,-0.0007624895,0.0007624895,-0.6019584977
2060,irrigado,0.8808040603,0.0028855937,0.0028855937,-0.6028570164
1880,nao_irrigado,0.8669581671,-0.0030901550,0.0030901550,-0.6028858843
1952,irrigado,1.0188029410,0.0008451732,0.0008451732,-0.6032077944
1137,nao_irrigado,0.9623249383,-0.0016708932,0.0016708932,-0.6067856659
2062,irrigado,0.8850500023,0.0028128217,0.0028128217,-0.6068444754
1400,nao_irrigado,1.0150938252,-0.0008894268,0.0008894268,-0.6074123020
2067,irrigado,0.8919957531,0.0027064525,0.0027064525,-0.6083230494
2440,irrigado,0.8270395410,0.0036639323,0.0036639323,-0.6093312283
2397,irrigado,0.8153160727,0.0038352251,0.0038352251,-0.6101163740
531,nao_irrigado,0.8660030706,-0.0030860057,0.0030860057,-0.6101547824
1295,nao_irrigado,0.8571697451,-0.0032163321,0.0032163321,-0.6102442338
1068,irrigado,1.0341739771,0.0005917225,0.0005917225,-0.6136648682
358,nao_irrigado,0.8979950327,-0.0026033315,0.0026033315,-0.6140757957
1976,irrigado,1.0076573548,0.0009807300,0.0009807300,-0.6148157680
1953,irrigado,1.0163806454,0.0008476381,0.0008476381,-0.6164740932
1805,nao_irrigado,0.9519463132,-0.0017935308,0.0017935308,-0.6190240182
770,nao_irrigado,0.9763290615,-0.0014328756,0.0014328756,-0.6191406651
2376,nao_irrigado,0.8227877447,-0.0037004817,0.0037004817,-0.6197936035
1213,nao_irrigado,0.9628417434,-0.0016304754,0.0016304754,-0.6198309209
2374,nao_irrigado,0.8309182912,-0.0035790036,0.0035790036,-0.6203163338
1539,irrigado,1.0285942914,0.0006573989,0.0006573989,-0.6203459027
2006,irrigado,0.9657304593,0.0015829078,0.0015829078,-0.6217706792
1572,irrigado,1.0592924040,0.0001924313,0.0001924313,-0.6248303145
1399,nao_irrigado,1.0046666012,-0.0009932682,0.0009932682,-0.6274167391
1538,irrigado,1.0288837973,0.0006333118,0.0006333118,-0.6282290239
2465,nao_irrigado,0.8406316525,-0.0034084131,0.0034084131,-0.6310745703
