target,model,real,IRR|BR16,IRR|CD202,IRR|EMB48,NIRR|BR16,NIRR|CD202,NIRR|EMB48
gen_cond,SVM (RBF),IRR|BR16,3,1,0,0,0,0
gen_cond,SVM (RBF),IRR|CD202,0,0,4,0,0,0
gen_cond,SVM (RBF),IRR|EMB48,0,1,3,0,0,0
gen_cond,SVM (RBF),NIRR|BR16,0,0,0,3,1,0
gen_cond,SVM (RBF),NIRR|CD202,0,0,0,0,3,1
gen_cond,SVM (RBF),NIRR|EMB48,0,0,0,0,3,1
