rank,wavelength_nm,resolved_wavelength_nm,band_column,resolved_exact_match,q_FDR_BH
1,417,417,band_417,True,3.7353848844405313e-23
2,706,706,band_706,True,3.7353848844405313e-23
3,730,730,band_730,True,1.6393943319078102e-22
4,572,572,band_572,True,3.7906368532288296e-22
5,1386,1349,band_1349,False,1.3690336235534336e-18
