target,model,classe,classe_codigo,precision,recall,f1,support
gen_cond,XGBoost,IRR|BR16,0,0.75,0.75,0.75,4
gen_cond,XGBoost,IRR|CD202,1,0.6666666666666666,0.5,0.5714285714285714,4
gen_cond,XGBoost,IRR|EMB48,2,0.75,0.75,0.75,4
gen_cond,XGBoost,NIRR|BR16,3,0.6,0.75,0.6666666666666666,4
gen_cond,XGBoost,NIRR|CD202,4,0.6666666666666666,0.5,0.5714285714285714,4
gen_cond,XGBoost,NIRR|EMB48,5,0.6,0.75,0.6666666666666666,4
