target,top_n_requested,n_features_after_pruning,variant,model,fold,inner_f1_macro,best_params,train_samples_real,train_samples_after_augmentation,test_samples
condicao_genotipo_turno,10,6,mixup,LDA,1,0.2669532627865961,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,10,6,mixup,LDA,2,0.4043430335097002,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,10,6,mixup,LDA,3,0.3545634920634921,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,10,6,mixup,LDA,4,0.41150793650793654,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,10,6,mixup,XGBoost,1,0.276521164021164,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.04, ""model__max_depth"": 4, ""model__n_estimators"": 220, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,10,6,mixup,XGBoost,2,0.3240079365079365,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo_turno,10,6,mixup,XGBoost,3,0.3290003206669873,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo_turno,10,6,mixup,XGBoost,4,0.35284792368125695,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.04, ""model__max_depth"": 4, ""model__n_estimators"": 220, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,15,7,jitter,Random Forest,1,0.300352733686067,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,jitter,Random Forest,2,0.3381393298059965,"{""model__max_depth"": null, ""model__max_features"": 0.6, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,jitter,Random Forest,3,0.385784431617765,"{""model__max_depth"": null, ""model__max_features"": 0.6, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,jitter,Random Forest,4,0.35707671957671966,"{""model__max_depth"": null, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 1, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,jitter,SVM (RBF),1,0.2924052028218695,"{""model__C"": 1.0, ""model__gamma"": 0.03}",108,432,36
condicao_genotipo_turno,15,7,jitter,SVM (RBF),2,0.37808641975308643,"{""model__C"": 1.0, ""model__gamma"": 0.03}",108,432,36
condicao_genotipo_turno,15,7,jitter,SVM (RBF),3,0.37669753086419755,"{""model__C"": 3.0, ""model__gamma"": 0.03}",108,432,36
condicao_genotipo_turno,15,7,jitter,SVM (RBF),4,0.302679419346086,"{""model__C"": 1.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo_turno,15,7,jitter,LDA,1,0.2923721340388007,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,15,7,jitter,LDA,2,0.39773328523328516,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo_turno,15,7,jitter,LDA,3,0.34993386243386243,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,15,7,jitter,LDA,4,0.3951719576719577,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo_turno,15,7,jitter,XGBoost,1,0.2730820105820106,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo_turno,15,7,jitter,XGBoost,2,0.3485449735449735,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo_turno,15,7,jitter,XGBoost,3,0.3513067179733846,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.04, ""model__max_depth"": 4, ""model__n_estimators"": 220, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,15,7,jitter,XGBoost,4,0.38361376278042947,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 3.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,15,7,mixup,Random Forest,1,0.29753687670354334,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,mixup,Random Forest,2,0.33022486772486764,"{""model__max_depth"": null, ""model__max_features"": 0.6, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,mixup,Random Forest,3,0.36273572106905433,"{""model__max_depth"": 6, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,mixup,Random Forest,4,0.29092111592111586,"{""model__max_depth"": null, ""model__max_features"": 0.6, ""model__min_samples_leaf"": 2, ""model__n_estimators"": 300}",108,432,36
condicao_genotipo_turno,15,7,mixup,SVM (RBF),1,0.322652964319631,"{""model__C"": 1.0, ""model__gamma"": 0.03}",108,432,36
condicao_genotipo_turno,15,7,mixup,SVM (RBF),2,0.35961199294532625,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo_turno,15,7,mixup,SVM (RBF),3,0.40831128747795414,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo_turno,15,7,mixup,SVM (RBF),4,0.3261503928170595,"{""model__C"": 3.0, ""model__gamma"": ""scale""}",108,432,36
condicao_genotipo_turno,15,7,mixup,LDA,1,0.27098765432098765,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo_turno,15,7,mixup,LDA,2,0.4056697931697932,"{""model__shrinkage"": ""auto""}",108,432,36
condicao_genotipo_turno,15,7,mixup,LDA,3,0.3436568061568061,"{""model__shrinkage"": 0.2}",108,432,36
condicao_genotipo_turno,15,7,mixup,LDA,4,0.38232323232323234,"{""model__shrinkage"": 0.05}",108,432,36
condicao_genotipo_turno,15,7,mixup,XGBoost,1,0.29071869488536156,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.03, ""model__max_depth"": 2, ""model__n_estimators"": 300, ""model__reg_lambda"": 3.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,15,7,mixup,XGBoost,2,0.2976410934744268,"{""model__colsample_bytree"": 0.9, ""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__n_estimators"": 180, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.9}",108,432,36
condicao_genotipo_turno,15,7,mixup,XGBoost,3,0.3286816578483245,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.04, ""model__max_depth"": 4, ""model__n_estimators"": 220, ""model__reg_lambda"": 1.0, ""model__subsample"": 0.8}",108,432,36
condicao_genotipo_turno,15,7,mixup,XGBoost,4,0.36095679012345677,"{""model__colsample_bytree"": 0.8, ""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__n_estimators"": 240, ""model__reg_lambda"": 2.0, ""model__subsample"": 0.9}",108,432,36
