number,objective,datetime_start,datetime_complete,duration,params_rf_class_weight,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,state,accuracy,f1_macro,kappa
43,0.9593726083226084,2026-05-21 16:42:55.788851,2026-05-21 16:43:02.266879,0 days 00:00:06.478028,balanced_subsample,14,sqrt,1,10,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
94,0.9593726083226084,2026-05-21 16:47:55.383672,2026-05-21 16:48:02.125704,0 days 00:00:06.742032,,5,log2,1,11,1150,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
97,0.9593726083226084,2026-05-21 16:48:14.341264,2026-05-21 16:48:16.885278,0 days 00:00:02.544014,balanced_subsample,26,0.5,1,3,300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
75,0.9593726083226084,2026-05-21 16:45:56.295040,2026-05-21 16:46:02.179445,0 days 00:00:05.884405,balanced,13,log2,1,16,1000,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
86,0.9593726083226084,2026-05-21 16:47:04.225356,2026-05-21 16:47:08.445409,0 days 00:00:04.220053,balanced,11,log2,1,8,700,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
77,0.9593726083226084,2026-05-21 16:46:05.978245,2026-05-21 16:46:15.657816,0 days 00:00:09.679571,balanced_subsample,7,sqrt,1,17,1150,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
80,0.9593726083226084,2026-05-21 16:46:26.717573,2026-05-21 16:46:29.422082,0 days 00:00:02.704509,,24,0.5,1,10,450,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
87,0.9593726083226084,2026-05-21 16:47:08.445667,2026-05-21 16:47:16.750942,0 days 00:00:08.305275,balanced,26,0.5,1,10,1300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
66,0.9593726083226084,2026-05-21 16:45:04.718062,2026-05-21 16:45:10.594521,0 days 00:00:05.876459,balanced_subsample,11,0.5,1,11,800,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
67,0.9593726083226084,2026-05-21 16:45:10.594759,2026-05-21 16:45:19.076477,0 days 00:00:08.481718,balanced_subsample,6,sqrt,1,8,1150,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
69,0.9593726083226084,2026-05-21 16:45:24.860008,2026-05-21 16:45:29.385893,0 days 00:00:04.525885,,13,sqrt,1,13,700,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
70,0.9593726083226084,2026-05-21 16:45:29.386135,2026-05-21 16:45:33.862082,0 days 00:00:04.475947,balanced_subsample,8,sqrt,1,5,550,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
73,0.9593726083226084,2026-05-21 16:45:42.134499,2026-05-21 16:45:50.394785,0 days 00:00:08.260286,balanced_subsample,13,log2,1,18,1000,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
65,0.9593726083226084,2026-05-21 16:45:00.586437,2026-05-21 16:45:04.717821,0 days 00:00:04.131384,balanced_subsample,6,log2,1,12,550,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
61,0.9593726083226084,2026-05-21 16:44:39.477925,2026-05-21 16:44:46.134950,0 days 00:00:06.657025,balanced_subsample,18,sqrt,1,10,900,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
59,0.9593726083226084,2026-05-21 16:44:19.943330,2026-05-21 16:44:30.270099,0 days 00:00:10.326769,balanced_subsample,21,0.5,1,2,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
93,0.9593726083226084,2026-05-21 16:47:50.575616,2026-05-21 16:47:55.383437,0 days 00:00:04.807821,,10,log2,1,8,800,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
118,0.9593726083226084,2026-05-21 16:50:33.813079,2026-05-21 16:50:42.630784,0 days 00:00:08.817705,,11,sqrt,1,12,1100,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
120,0.9593726083226084,2026-05-21 16:50:48.752468,2026-05-21 16:50:56.450958,0 days 00:00:07.698490,balanced,20,0.5,1,7,1300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
104,0.9593726083226084,2026-05-21 16:48:50.883275,2026-05-21 16:48:53.917649,0 days 00:00:03.034374,balanced,29,0.5,2,8,500,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
103,0.9593726083226084,2026-05-21 16:48:43.815294,2026-05-21 16:48:50.882755,0 days 00:00:07.067461,balanced_subsample,28,0.5,1,11,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
209,0.9593726083226084,2026-05-21 17:01:18.288316,2026-05-21 17:01:27.723125,0 days 00:00:09.434809,balanced_subsample,9,sqrt,1,14,1300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
204,0.9593726083226084,2026-05-21 17:00:56.408840,2026-05-21 17:01:01.170933,0 days 00:00:04.762093,balanced_subsample,11,log2,1,10,650,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
216,0.9593726083226084,2026-05-21 17:01:56.424152,2026-05-21 17:02:00.513584,0 days 00:00:04.089432,balanced_subsample,28,0.5,1,9,550,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
169,0.9593726083226084,2026-05-21 16:56:51.527947,2026-05-21 16:56:57.601467,0 days 00:00:06.073520,balanced_subsample,16,sqrt,1,8,650,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
176,0.9593726083226084,2026-05-21 16:57:29.894412,2026-05-21 16:57:36.766220,0 days 00:00:06.871808,balanced,27,log2,1,8,1100,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
171,0.9593726083226084,2026-05-21 16:57:03.869554,2026-05-21 16:57:11.218204,0 days 00:00:07.348650,balanced_subsample,8,sqrt,1,10,900,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
179,0.9593726083226084,2026-05-21 16:57:49.282057,2026-05-21 16:57:56.316593,0 days 00:00:07.034536,,11,log2,1,14,1200,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
177,0.9593726083226084,2026-05-21 16:57:36.766551,2026-05-21 16:57:45.044745,0 days 00:00:08.278194,balanced_subsample,9,sqrt,1,17,950,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
170,0.9593726083226084,2026-05-21 16:56:57.601821,2026-05-21 16:57:03.869270,0 days 00:00:06.267449,,5,0.5,1,10,1050,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
165,0.9593726083226084,2026-05-21 16:56:30.268588,2026-05-21 16:56:33.346694,0 days 00:00:03.078106,,9,sqrt,1,7,500,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
163,0.9593726083226084,2026-05-21 16:56:20.873924,2026-05-21 16:56:26.348747,0 days 00:00:05.474823,,15,sqrt,1,13,800,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
154,0.9593726083226084,2026-05-21 16:55:18.595664,2026-05-21 16:55:23.896802,0 days 00:00:05.301138,,20,sqrt,1,8,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
155,0.9593726083226084,2026-05-21 16:55:23.897194,2026-05-21 16:55:36.592690,0 days 00:00:12.695496,balanced_subsample,7,log2,1,12,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
156,0.9593726083226084,2026-05-21 16:55:36.592927,2026-05-21 16:55:47.943399,0 days 00:00:11.350472,balanced_subsample,8,sqrt,1,6,1350,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
158,0.9593726083226084,2026-05-21 16:55:54.514845,2026-05-21 16:56:04.182118,0 days 00:00:09.667273,balanced_subsample,5,sqrt,1,8,1150,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
160,0.9593726083226084,2026-05-21 16:56:08.929532,2026-05-21 16:56:13.321457,0 days 00:00:04.391925,balanced,12,log2,1,14,750,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
168,0.9593726083226084,2026-05-21 16:56:46.323789,2026-05-21 16:56:51.527616,0 days 00:00:05.203827,balanced_subsample,8,sqrt,1,16,550,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
147,0.9593726083226084,2026-05-21 16:54:08.971318,2026-05-21 16:54:23.464798,0 days 00:00:14.493480,balanced_subsample,16,0.5,1,2,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
146,0.9593726083226084,2026-05-21 16:54:04.125966,2026-05-21 16:54:08.970952,0 days 00:00:04.844986,,13,log2,1,13,600,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
141,0.9593726083226084,2026-05-21 16:53:18.491212,2026-05-21 16:53:25.167738,0 days 00:00:06.676526,balanced_subsample,7,0.5,1,9,800,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
143,0.9593726083226084,2026-05-21 16:53:37.483684,2026-05-21 16:53:46.500464,0 days 00:00:09.016780,balanced_subsample,14,0.5,1,11,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
144,0.9593726083226084,2026-05-21 16:53:46.501147,2026-05-21 16:53:59.831929,0 days 00:00:13.330782,balanced_subsample,27,0.5,1,2,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
134,0.9593726083226084,2026-05-21 16:52:27.754273,2026-05-21 16:52:36.789884,0 days 00:00:09.035611,balanced_subsample,3,0.5,1,19,1100,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
131,0.9593726083226084,2026-05-21 16:52:09.947410,2026-05-21 16:52:13.797844,0 days 00:00:03.850434,balanced_subsample,5,log2,1,8,450,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
133,0.9593726083226084,2026-05-21 16:52:24.016572,2026-05-21 16:52:27.753995,0 days 00:00:03.737423,balanced_subsample,3,log2,1,12,450,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
129,0.9593726083226084,2026-05-21 16:51:59.084543,2026-05-21 16:52:03.235872,0 days 00:00:04.151329,balanced_subsample,21,0.5,1,8,500,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
124,0.9593726083226084,2026-05-21 16:51:16.256718,2026-05-21 16:51:23.566027,0 days 00:00:07.309309,balanced_subsample,16,sqrt,1,13,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
186,0.9593726083226084,2026-05-21 16:58:46.711060,2026-05-21 16:59:02.586773,0 days 00:00:15.875713,balanced_subsample,25,sqrt,1,9,1500,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
190,0.9593726083226084,2026-05-21 16:59:29.766306,2026-05-21 16:59:39.639645,0 days 00:00:09.873339,balanced_subsample,14,log2,1,19,1100,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
191,0.9593726083226084,2026-05-21 16:59:39.639940,2026-05-21 16:59:47.222526,0 days 00:00:07.582586,balanced_subsample,23,log2,1,16,850,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
214,0.9593726083226084,2026-05-21 17:01:51.434034,2026-05-21 17:01:53.832310,0 days 00:00:02.398276,,21,0.5,2,9,450,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
206,0.9593726083226084,2026-05-21 17:01:07.709514,2026-05-21 17:01:09.432714,0 days 00:00:01.723200,,19,sqrt,1,17,300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
245,0.9593726083226084,2026-05-21 17:04:23.156342,2026-05-21 17:04:29.080258,0 days 00:00:05.923916,balanced_subsample,8,sqrt,1,12,800,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
249,0.9593726083226084,2026-05-21 17:04:46.697467,2026-05-21 17:04:54.635374,0 days 00:00:07.937907,balanced,5,sqrt,1,10,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
231,0.9593726083226084,2026-05-21 17:03:04.697529,2026-05-21 17:03:10.203998,0 days 00:00:05.506469,balanced,30,0.5,1,10,1050,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
210,0.9593726083226084,2026-05-21 17:01:27.723419,2026-05-21 17:01:32.933604,0 days 00:00:05.210185,balanced,25,0.5,1,6,1000,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
211,0.9593726083226084,2026-05-21 17:01:32.933843,2026-05-21 17:01:40.881488,0 days 00:00:07.947645,balanced_subsample,17,sqrt,1,9,1100,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
215,0.9593726083226084,2026-05-21 17:01:53.832556,2026-05-21 17:01:56.423917,0 days 00:00:02.591361,balanced_subsample,11,log2,1,14,350,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
205,0.9593726083226084,2026-05-21 17:01:01.171198,2026-05-21 17:01:07.709276,0 days 00:00:06.538078,balanced_subsample,16,0.5,1,18,900,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
223,0.9593726083226084,2026-05-21 17:02:18.244206,2026-05-21 17:02:21.729036,0 days 00:00:03.484830,balanced,14,log2,1,6,650,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
225,0.9593726083226084,2026-05-21 17:02:30.426343,2026-05-21 17:02:35.170791,0 days 00:00:04.744448,,11,log2,1,12,900,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
221,0.9593726083226084,2026-05-21 17:02:12.053211,2026-05-21 17:02:15.796334,0 days 00:00:03.743123,balanced,3,log2,1,9,700,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
219,0.9593726083226084,2026-05-21 17:02:08.456830,2026-05-21 17:02:10.130933,0 days 00:00:01.674103,,28,0.5,1,10,300,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
246,0.9593726083226084,2026-05-21 17:04:29.080487,2026-05-21 17:04:31.610024,0 days 00:00:02.529537,,8,log2,1,8,450,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
236,0.9593726083226084,2026-05-21 17:03:34.304605,2026-05-21 17:03:39.823239,0 days 00:00:05.518634,balanced,14,log2,1,17,1050,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
244,0.9593726083226084,2026-05-21 17:04:15.958374,2026-05-21 17:04:23.156100,0 days 00:00:07.197726,balanced,28,0.5,1,7,1350,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
247,0.9593726083226084,2026-05-21 17:04:31.610265,2026-05-21 17:04:39.016445,0 days 00:00:07.406180,,26,0.5,1,11,1400,0.9583333333333333,0.9583226083226084,0.9166666666666666,COMPLETE,0.9583333333333333,0.9583226083226084,0.9166666666666666
234,0.9593511583011582,2026-05-21 17:03:22.491041,2026-05-21 17:03:26.971185,0 days 00:00:04.480144,balanced,9,0.5,10,3,850,0.9583333333333334,0.9583011583011583,0.9166666666666667,COMPLETE,0.9583333333333334,0.9583011583011583,0.9166666666666667
107,0.9524037430287431,2026-05-21 16:49:06.253282,2026-05-21 16:49:14.657850,0 days 00:00:08.404568,balanced,24,log2,4,7,1350,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
95,0.9524037430287431,2026-05-21 16:48:02.125967,2026-05-21 16:48:09.021629,0 days 00:00:06.895662,balanced,28,0.5,1,3,1200,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
92,0.9524037430287431,2026-05-21 16:47:45.022331,2026-05-21 16:47:50.575378,0 days 00:00:05.553047,,10,log2,2,16,950,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
105,0.9524037430287431,2026-05-21 16:48:53.917916,2026-05-21 16:49:00.069410,0 days 00:00:06.151494,,15,log2,2,11,1050,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
102,0.9524037430287431,2026-05-21 16:48:37.212368,2026-05-21 16:48:43.814871,0 days 00:00:06.602503,balanced_subsample,24,0.5,1,5,800,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
99,0.9524037430287431,2026-05-21 16:48:22.694117,2026-05-21 16:48:29.207430,0 days 00:00:06.513313,balanced_subsample,12,sqrt,2,10,800,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
115,0.9524037430287431,2026-05-21 16:50:13.472041,2026-05-21 16:50:20.057744,0 days 00:00:06.585703,balanced_subsample,24,log2,1,5,800,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
108,0.9524037430287431,2026-05-21 16:49:14.658306,2026-05-21 16:49:18.441644,0 days 00:00:03.783338,balanced_subsample,29,0.5,3,9,450,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
91,0.9524037430287431,2026-05-21 16:47:37.276521,2026-05-21 16:47:45.021956,0 days 00:00:07.745435,,8,log2,4,12,1300,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
181,0.9524037430287431,2026-05-21 16:58:03.769588,2026-05-21 16:58:12.416697,0 days 00:00:08.647109,balanced_subsample,15,log2,3,20,900,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
174,0.9524037430287431,2026-05-21 16:57:23.161487,2026-05-21 16:57:26.571893,0 days 00:00:03.410406,balanced,9,sqrt,2,5,500,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
121,0.9524037430287431,2026-05-21 16:50:56.451415,2026-05-21 16:51:04.621069,0 days 00:00:08.169654,balanced_subsample,21,sqrt,2,6,1000,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
116,0.9524037430287431,2026-05-21 16:50:20.058143,2026-05-21 16:50:28.111680,0 days 00:00:08.053537,balanced_subsample,6,sqrt,2,12,900,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
112,0.9524037430287431,2026-05-21 16:49:43.217204,2026-05-21 16:49:55.899654,0 days 00:00:12.682450,balanced_subsample,22,0.5,3,4,1500,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
117,0.9524037430287431,2026-05-21 16:50:28.111918,2026-05-21 16:50:33.812795,0 days 00:00:05.700877,,30,0.5,1,4,800,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
114,0.9524037430287431,2026-05-21 16:50:03.707013,2026-05-21 16:50:13.471792,0 days 00:00:09.764779,balanced_subsample,24,0.5,1,5,1200,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
64,0.9524037430287431,2026-05-21 16:44:55.784668,2026-05-21 16:45:00.586187,0 days 00:00:04.801519,balanced_subsample,18,0.5,1,5,650,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
58,0.9524037430287431,2026-05-21 16:44:15.911953,2026-05-21 16:44:19.942921,0 days 00:00:04.030968,balanced,5,sqrt,2,9,750,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
60,0.9524037430287431,2026-05-21 16:44:30.270371,2026-05-21 16:44:39.477551,0 days 00:00:09.207180,balanced_subsample,14,sqrt,2,19,1250,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
74,0.9524037430287431,2026-05-21 16:45:50.395021,2026-05-21 16:45:56.294771,0 days 00:00:05.899750,balanced,14,log2,4,11,1000,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
79,0.9524037430287431,2026-05-21 16:46:18.197005,2026-05-21 16:46:26.717332,0 days 00:00:08.520327,balanced,22,sqrt,2,2,1450,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
78,0.9524037430287431,2026-05-21 16:46:15.658098,2026-05-21 16:46:18.196573,0 days 00:00:02.538475,balanced_subsample,26,log2,2,6,300,0.9513888888888888,0.9513620763620764,0.9027777777777778,COMPLETE,0.9513888888888888,0.9513620763620764,0.9027777777777778
