cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,scope,y_true,y_pred,prob_irrigado,predicao_label,acertou
BR16,IRR,2017-02-27,dia6,2,B2,BR16_IRR_B2,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.9999721461921476,IRR,True
BR16,IRR,2017-02-27,dia6,3,B3,BR16_IRR_B3,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.999916416172423,IRR,True
BR16,IRR,2017-02-27,dia6,4,B4,BR16_IRR_B4,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.9998173806606417,IRR,True
BR16,NIRR,2017-02-27,dia6,1,B1,BR16_NIRR_B1,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.00797024139344279,NIRR,True
BR16,NIRR,2017-02-27,dia6,2,B2,BR16_NIRR_B2,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.01786550563954381,NIRR,True
BR16,NIRR,2017-02-27,dia6,3,B3,BR16_NIRR_B3,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.001472959793058941,NIRR,True
BR16,NIRR,2017-02-27,dia6,4,B4,BR16_NIRR_B4,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.00015825437407502528,NIRR,True
BR16,IRR,2017-03-02,dia9,1,B1,BR16_IRR_B1,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.869224565408813,IRR,True
BR16,IRR,2017-03-02,dia9,2,B2,BR16_IRR_B2,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.8190823990561973,IRR,True
BR16,IRR,2017-03-02,dia9,3,B3,BR16_IRR_B3,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.9061995535861277,IRR,True
BR16,IRR,2017-03-02,dia9,4,B4,BR16_IRR_B4,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,1,1,0.9720048268771485,IRR,True
BR16,NIRR,2017-03-02,dia9,1,B1,BR16_NIRR_B1,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.021526834511789827,NIRR,True
BR16,NIRR,2017-03-02,dia9,2,B2,BR16_NIRR_B2,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.3482614535572481,NIRR,True
BR16,NIRR,2017-03-02,dia9,3,B3,BR16_NIRR_B3,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.4857112777946241,NIRR,True
BR16,NIRR,2017-03-02,dia9,4,B4,BR16_NIRR_B4,genotipo_BR16,Classificacao binaria IRR vs NIRR - BR16,por_genotipo,0,0,0.15752790497542982,NIRR,True
