subset,best_model,n_bands,n_features_total,n_trials,n_splits_cv,objective,accuracy_media,accuracy_std,f1_macro_media,f1_macro_std,kappa_media,kappa_std
kruskal_top_20,LDA,20,26,80,4,0.628106107966108,0.6388888888888888,0.20910351464141141,0.6274105524105524,0.21049995544777206,0.5666666666666667,0.2509242175696937
