number,objective,datetime_start,datetime_complete,duration,params_knn_n_neighbors,params_knn_p,params_knn_weights,params_lda_shrinkage,params_lda_shrinkage_mode,params_lda_solver,params_model,params_rf_class_weight,params_rf_max_depth,params_rf_max_features,params_rf_min_samples_leaf,params_rf_min_samples_split,params_rf_n_estimators,params_svm_c,params_svm_gamma,user_attrs_accuracy,user_attrs_f1_macro,user_attrs_kappa,user_attrs_model,state
62,0.6011785817232876,2026-04-24 15:21:26.385842,2026-04-24 15:21:26.444177,0 days 00:00:00.058335,,,,0.0029885716593073433,float,eigen,LDA,,,,,,,,,0.6111111111111112,0.6005141372788432,0.5333333333333332,LDA,COMPLETE
52,0.6011785817232876,2026-04-24 15:21:21.767686,2026-04-24 15:21:21.824240,0 days 00:00:00.056554,,,,0.0024633397734921754,float,eigen,LDA,,,,,,,,,0.6111111111111112,0.6005141372788432,0.5333333333333332,LDA,COMPLETE
79,0.6011785817232876,2026-04-24 15:21:30.877178,2026-04-24 15:21:30.928896,0 days 00:00:00.051718,,,,0.002392313326139937,float,lsqr,LDA,,,,,,,,,0.6111111111111112,0.6005141372788432,0.5333333333333332,LDA,COMPLETE
18,0.5925261088911089,2026-04-24 15:21:10.902148,2026-04-24 15:21:16.140506,0 days 00:00:05.238358,,,,,,,RandomForest,balanced_subsample,13.0,,5.0,4.0,600.0,,,0.5972222222222222,0.59187722000222,0.5166666666666666,RandomForest,COMPLETE
57,0.587529222999223,2026-04-24 15:21:22.047974,2026-04-24 15:21:26.154029,0 days 00:00:04.106055,,,,,,,RandomForest,balanced_subsample,11.0,,2.0,6.0,450.0,,,0.5902777777777778,0.586888111888112,0.5083333333333333,RandomForest,COMPLETE
2,0.5870246967846968,2026-04-24 15:21:01.044545,2026-04-24 15:21:01.119861,0 days 00:00:00.075316,,,,,auto,eigen,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
5,0.5870246967846968,2026-04-24 15:21:01.259888,2026-04-24 15:21:01.356317,0 days 00:00:00.096429,,,,,auto,lsqr,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
69,0.5870246967846968,2026-04-24 15:21:30.307028,2026-04-24 15:21:30.378438,0 days 00:00:00.071410,,,,,auto,eigen,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
54,0.5870246967846968,2026-04-24 15:21:21.875128,2026-04-24 15:21:21.936655,0 days 00:00:00.061527,,,,,auto,lsqr,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
24,0.5870246967846968,2026-04-24 15:21:16.421939,2026-04-24 15:21:16.483626,0 days 00:00:00.061687,,,,,auto,lsqr,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
48,0.5870246967846968,2026-04-24 15:21:21.525199,2026-04-24 15:21:21.607675,0 days 00:00:00.082476,,,,,auto,eigen,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
37,0.5870246967846968,2026-04-24 15:21:18.275933,2026-04-24 15:21:18.337128,0 days 00:00:00.061195,,,,,auto,lsqr,LDA,,,,,,,,,0.6041666666666666,0.5863680301180302,0.525,LDA,COMPLETE
59,0.5844086476486477,2026-04-24 15:21:26.217056,2026-04-24 15:21:26.273171,0 days 00:00:00.056115,,,,0.0009578174803468026,float,eigen,LDA,,,,,,,,,0.5972222222222222,0.5837597587597588,0.5166666666666666,LDA,COMPLETE
34,0.5844086476486477,2026-04-24 15:21:18.119828,2026-04-24 15:21:18.172444,0 days 00:00:00.052616,,,,0.000981185925096315,float,eigen,LDA,,,,,,,,,0.5972222222222222,0.5837597587597588,0.5166666666666666,LDA,COMPLETE
25,0.5836607844007844,2026-04-24 15:21:16.483900,2026-04-24 15:21:16.533653,0 days 00:00:00.049753,,,,0.04805639455842468,float,eigen,LDA,,,,,,,,,0.5972222222222222,0.5830118955118955,0.5166666666666666,LDA,COMPLETE
