target,model,classe,classe_codigo,precision,recall,f1,support
gen,XGBoost,BR16,0,0.7142857142857143,0.625,0.6666666666666666,8
gen,XGBoost,CD202,1,0.5,0.5,0.5,8
gen,XGBoost,EMB48,2,0.4444444444444444,0.5,0.47058823529411764,8
