target,model,classe,classe_codigo,precision,recall,f1,support
gen_cond,k-NN (k=5),IRR|BR16,0,0.4444444444444444,1.0,0.6153846153846154,4
gen_cond,k-NN (k=5),IRR|CD202,1,0.0,0.0,0.0,4
gen_cond,k-NN (k=5),IRR|EMB48,2,0.3333333333333333,0.25,0.2857142857142857,4
gen_cond,k-NN (k=5),NIRR|BR16,3,0.75,0.75,0.75,4
gen_cond,k-NN (k=5),NIRR|CD202,4,0.6,0.75,0.6666666666666666,4
gen_cond,k-NN (k=5),NIRR|EMB48,5,1.0,0.75,0.8571428571428571,4
